item_id,task_type,dataset_name,source_index,source_id,sample_id,model_name,prompt_variant,perturbation_type,reference_answer,output_text,extracted_answer,performance_score,factual_containment_match,factual_token_f1,is_correct,needs_manual_review,correctness_method,notes
factual_qa_6353,factual_qa,rajpurkar/squad_v2,6353,5727cd0f4b864d1900163d73,1,gpt-4o-mini,original,,"new and enlarged bridges, a shuttle service and/or a tram.","Some proposals to connect the Cambridge campus with the new Allston campus include:

1. **New and Enlarged Bridges**: Constructing additional bridges to facilitate pedestrian and vehicle access between the two campuses.
   
2. **Shuttle Service**: Implementing a shuttle service that would transport students, staff, and the public between the campuses.

3. **Tram System**: Developing a tram system for efficient transportation across the Charles River.

4. **Sinking Storrow Drive**: Sinking part of Storrow Drive to create park land and improve pedestrian access to the Charles River.

5. **Bike Paths**: Constructing bike paths to promote cycling as a means of transportation between the campuses.

These proposals aim to enhance transit infrastructure and provide greater connectivity for both the university and the surrounding community.","new and enlarged bridges, a shuttle service and/or a tram.",0.137931,false,0.137931,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.88; token_f1=0.137931; binary correctness not assigned for factual QA
factual_qa_6353,factual_qa,rajpurkar/squad_v2,6353,5727cd0f4b864d1900163d73,2,gpt-4o-mini,original,,"new and enlarged bridges, a shuttle service and/or a tram.","Some proposals to connect Harvard's Cambridge campus with the new Allston campus include:

1. **New and Enlarged Bridges**: Constructing bridges to facilitate easier pedestrian and vehicular access between the two campuses.

2. **Shuttle Service**: Implementing a shuttle service that could transport students, staff, and the public between the campuses.

3. **Tram System**: Establishing a tram system for efficient transportation across the Charles River.

4. **Sinking Storrow Drive**: Sinking part of Storrow Drive to replace it with park land, enhancing pedestrian access to the river and improving the overall landscape.

5. **Bike Paths**: Developing bike paths to promote cycling as a mode of transportation between the campuses.

6. **Publicly Accessible Park Space**: Creating park spaces that are accessible to the public, which would improve community engagement and connectivity.","new and enlarged bridges, a shuttle service and/or a tram.",0.128000,false,0.128000,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.88; token_f1=0.128000; binary correctness not assigned for factual QA
factual_qa_6353,factual_qa,rajpurkar/squad_v2,6353,5727cd0f4b864d1900163d73,3,gpt-4o-mini,original,,"new and enlarged bridges, a shuttle service and/or a tram.","Some proposals to connect the Cambridge campus with the new Allston campus include:

1. **New and Enlarged Bridges**: Constructing bridges to facilitate easier pedestrian and vehicular movement between the two campuses.

2. **Shuttle Service**: Implementing a shuttle service that could transport students, faculty, and potentially the public between the campuses.

3. **Tram System**: Developing a tram system to provide a convenient and efficient means of transportation across the Charles River.

4. **Sinking Storrow Drive**: Modifying Storrow Drive to create park land and pedestrian access to the Charles River, enhancing connectivity and public space.

5. **Bike Paths**: Establishing bike paths to promote cycling as a mode of transportation between the two campuses.

These proposals aim to improve transit infrastructure and accessibility for both the university community and the surrounding public.","new and enlarged bridges, a shuttle service and/or a tram.",0.129032,false,0.129032,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.88; token_f1=0.129032; binary correctness not assigned for factual QA
factual_qa_6353,factual_qa,rajpurkar/squad_v2,6353,5727cd0f4b864d1900163d73,4,gpt-4o-mini,original,,"new and enlarged bridges, a shuttle service and/or a tram.","Some proposals to connect the Cambridge campus with the new Allston campus include:

1. **New and Enlarged Bridges** - Constructing bridges to facilitate easier pedestrian and vehicle access between the two campuses.
2. **Shuttle Service** - Implementing a shuttle service that can transport students, faculty, and the public between the campuses.
3. **Tram System** - Establishing a tram system for efficient transit across the Charles River.
4. **Sinking Part of Storrow Drive** - Sinking part of Storrow Drive to create parkland and improve pedestrian access to the river.
5. **Bike Paths** - Developing bike paths to promote cycling as a means of transportation between the two locations. 

These proposals aim to enhance connectivity and accessibility for both the university community and the surrounding neighborhoods.","new and enlarged bridges, a shuttle service and/or a tram.",0.139130,false,0.139130,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.88; token_f1=0.139130; binary correctness not assigned for factual QA
factual_qa_6353,factual_qa,rajpurkar/squad_v2,6353,5727cd0f4b864d1900163d73,5,gpt-4o-mini,original,,"new and enlarged bridges, a shuttle service and/or a tram.","Some proposals to connect the Cambridge campus with the new Allston campus include:

1. **New and Enlarged Bridges**: Constructing bridges to facilitate easier pedestrian and vehicular access between the two campuses.

2. **Shuttle Service**: Implementing a shuttle service that could transport students, faculty, and the public between the campuses.

3. **Tram System**: Developing a tram system to provide efficient transit options for traveling between the two areas.

4. **Sinking Storrow Drive**: Sinking part of Storrow Drive to create park land and improve pedestrian access to the Charles River.

5. **Bike Paths**: Constructing dedicated bike paths to promote cycling as a means of transportation between the campuses.

6. **Publicly Accessible Park Space**: Incorporating park space that will be available to the community, enhancing the overall environment and accessibility.","new and enlarged bridges, a shuttle service and/or a tram.",0.130081,false,0.130081,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.88; token_f1=0.130081; binary correctness not assigned for factual QA
factual_qa_800,factual_qa,rajpurkar/squad_v2,800,570602fa52bb89140068979f,1,gpt-4o-mini,original,,global,"Aside from national recognition, some cities in Southern California receive international recognition, particularly in areas such as entertainment, technology, and tourism. For instance, Los Angeles is known globally as the heart of the film and television industry, often referred to as ""Hollywood."" San Diego is recognized for its beautiful beaches and naval presence, while cities like Santa Monica and Anaheim are famous for attractions like theme parks and beachfront activities. Additionally, cities may gain recognition for cultural events, festivals, and historical significance, contributing to their unique identities within the region.",global,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_800,factual_qa,rajpurkar/squad_v2,800,570602fa52bb89140068979f,2,gpt-4o-mini,original,,global,"In addition to national recognition, many cities in Southern California receive international recognition, particularly in areas such as tourism, entertainment, and innovation. For instance, cities like Los Angeles are known globally as entertainment capitals due to Hollywood, attracting filmmakers and artists from around the world. San Diego is recognized for its beautiful beaches and cultural events, making it a popular destination for international tourists. Additionally, cities like Santa Monica and Pasadena are known for their historic landmarks and cultural festivals, enhancing their international appeal. Moreover, some cities gain recognition for their contributions to technology and business, with places like Irvine being noted for its innovation in tech and education on a global scale.",global,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_800,factual_qa,rajpurkar/squad_v2,800,570602fa52bb89140068979f,3,gpt-4o-mini,original,,global,"Outside of national recognition, many cities in Southern California receive international recognition, particularly due to their cultural contributions, tourist attractions, and economic significance. For example:

1. **Cultural Recognition**: Cities like Los Angeles are known globally for their entertainment industry, including Hollywood, which draws attention from around the world.

2. **Tourism**: Destinations like San Diego and Santa Barbara are recognized for their beaches, outdoor activities, and historical sites, attracting international tourists.

3. **Economic Hubs**: Cities such as Irvine and San Diego are recognized for their tech and biotech industries, drawing global business and investment.

4. **Diversity and Cuisine**: Areas like Los Angeles and Orange County are celebrated for their diverse culinary scenes, representing various global cultures.

5. **Environmental and Outdoor Recognition**: Regions like the San Gabriel Mountains and the Channel Islands are recognized for their natural beauty and outdoor recreational opportunities, attracting nature enthusiasts from abroad.

These factors contribute to a city’s global image and can enhance its appeal beyond national borders.",global,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_800,factual_qa,rajpurkar/squad_v2,800,570602fa52bb89140068979f,4,gpt-4o-mini,original,,global,"Outside of national recognition, many cities in Southern California receive international recognition for their cultural, artistic, or economic contributions. For example:

1. **Cultural Recognition**: Cities like Los Angeles and San Diego are recognized for their vibrant arts scenes, including film, music, and theater, attracting global attention.

2. **Tourism Awards**: Destinations within these cities may receive accolades for their attractions, hospitality, and unique experiences, such as theme parks or beaches.

3. **Economic Influence**: Cities like Irvine and Santa Monica are recognized for their roles in technology and innovation, often being highlighted in global business rankings.

4. **Environmental Awards**: Some areas are acknowledged for sustainability efforts or green initiatives, making them examples for cities worldwide.

5. **Culinary Recognition**: Cities may also gain fame for their culinary scenes, with restaurants earning Michelin stars or being featured in international food guides.

6. **Sports Recognition**: Cities hosting major sporting events, like the Olympics or World Cup, gain international recognition for their infrastructure and ability to host global audiences.

These forms of recognition contribute to the cities' identities and attract both tourists and residents from around the world.",global,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_800,factual_qa,rajpurkar/squad_v2,800,570602fa52bb89140068979f,5,gpt-4o-mini,original,,global,"In addition to national recognition, some cities in Southern California receive international recognition for various reasons. This can include:

1. **Cultural Significance**: Cities like Los Angeles are known globally for their influence in the entertainment industry, particularly film and music.

2. **Tourism**: Destinations like San Diego are recognized for their beaches, parks, and attractions, drawing international tourists.

3. **Economic Influence**: Cities such as Irvine and Santa Monica are recognized for their tech and startup ecosystems, attracting global business attention.

4. **Historical Importance**: Cities with rich histories, like Santa Barbara, are often recognized for their architecture and heritage.

5. **Culinary Recognition**: Areas like Los Angeles and San Diego are celebrated for their diverse culinary scenes, gaining international acclaim for their unique dining experiences.

6. **Environmental and Outdoor Recognition**: Regions known for their natural beauty, such as the San Gabriel Mountains or the beaches of Malibu, attract international visitors for outdoor activities.

These forms of recognition contribute to the unique identity and appeal of Southern California as a whole.",global,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8164,factual_qa,rajpurkar/squad_v2,8164,5729f12e3f37b319004785e3,1,gpt-4o-mini,original,,pathogens or pathogen-infected cells,Antigen specificity allows responses that are specific to certain types of pathogens or pathogen-infected cells.,pathogens or pathogen-infected cells,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8164,factual_qa,rajpurkar/squad_v2,8164,5729f12e3f37b319004785e3,2,gpt-4o-mini,original,,pathogens or pathogen-infected cells,Antigen specificity allows responses that are specific to certain types of pathogens or pathogen-infected cells.,pathogens or pathogen-infected cells,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8164,factual_qa,rajpurkar/squad_v2,8164,5729f12e3f37b319004785e3,3,gpt-4o-mini,original,,pathogens or pathogen-infected cells,Antigen specificity allows responses that are specific to certain types of pathogens or pathogen-infected cells.,pathogens or pathogen-infected cells,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8164,factual_qa,rajpurkar/squad_v2,8164,5729f12e3f37b319004785e3,4,gpt-4o-mini,original,,pathogens or pathogen-infected cells,Antigen specificity allows responses that are specific to certain types of pathogens or pathogen-infected cells.,pathogens or pathogen-infected cells,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8164,factual_qa,rajpurkar/squad_v2,8164,5729f12e3f37b319004785e3,5,gpt-4o-mini,original,,pathogens or pathogen-infected cells,Antigen specificity allows responses that are specific to certain types of pathogens or pathogen-infected cells.,pathogens or pathogen-infected cells,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_2289,factual_qa,rajpurkar/squad_v2,2289,571a49de4faf5e1900b8a94a,1,gpt-4o-mini,original,,photosynthesis,"Oxygen is not released in cellular respiration; instead, it is consumed during the process. In cellular respiration, oxygen is used to help break down glucose to produce energy, carbon dioxide, and water. The oxygen used comes from the air and is taken in by organisms during respiration. On the other hand, oxygen is released during photosynthesis, where plants convert water and carbon dioxide into glucose and oxygen using sunlight.",photosynthesis,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_2289,factual_qa,rajpurkar/squad_v2,2289,571a49de4faf5e1900b8a94a,2,gpt-4o-mini,original,,photosynthesis,"Oxygen is not released in cellular respiration; instead, it is consumed. During cellular respiration, organisms use oxygen to break down glucose and produce energy, carbon dioxide, and water. The process that releases oxygen is photosynthesis, where plants convert sunlight, water, and carbon dioxide into glucose and oxygen.",photosynthesis,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_2289,factual_qa,rajpurkar/squad_v2,2289,571a49de4faf5e1900b8a94a,3,gpt-4o-mini,original,,photosynthesis,"Oxygen is not released in cellular respiration; rather, it is consumed. In cellular respiration, organisms use oxygen to break down glucose, resulting in the production of carbon dioxide, water, and energy (in the form of ATP). Oxygen is released during photosynthesis, where plants convert water and carbon dioxide into glucose and oxygen using sunlight.",photosynthesis,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_2289,factual_qa,rajpurkar/squad_v2,2289,571a49de4faf5e1900b8a94a,4,gpt-4o-mini,original,,photosynthesis,"Oxygen is not released in cellular respiration; rather, it is consumed during the process. In cellular respiration, organisms use oxygen to help convert glucose into energy, producing carbon dioxide and water as by-products. Oxygen is released during photosynthesis, where plants and some other organisms use sunlight to convert water and carbon dioxide into glucose and oxygen.",photosynthesis,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_2289,factual_qa,rajpurkar/squad_v2,2289,571a49de4faf5e1900b8a94a,5,gpt-4o-mini,original,,photosynthesis,"Oxygen is not released in cellular respiration; instead, it is consumed. During cellular respiration, oxygen is used to help convert glucose into energy, producing carbon dioxide and water as by-products. Oxygen is released during photosynthesis, where plants convert carbon dioxide and water into glucose and oxygen using sunlight.",photosynthesis,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8650,factual_qa,rajpurkar/squad_v2,8650,572949306aef051400154c6b,1,gpt-4o-mini,original,,2001,The Third Assessment Report (TAR) by the Intergovernmental Panel on Climate Change (IPCC) was published in 2001.,2001,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8650,factual_qa,rajpurkar/squad_v2,8650,572949306aef051400154c6b,2,gpt-4o-mini,original,,2001,The Third Assessment Report (TAR) by the Intergovernmental Panel on Climate Change (IPCC) was published in 2001.,2001,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8650,factual_qa,rajpurkar/squad_v2,8650,572949306aef051400154c6b,3,gpt-4o-mini,original,,2001,The Third Assessment Report (TAR) by the Intergovernmental Panel on Climate Change (IPCC) was published in 2001.,2001,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8650,factual_qa,rajpurkar/squad_v2,8650,572949306aef051400154c6b,4,gpt-4o-mini,original,,2001,The Third Assessment Report (TAR) by the Intergovernmental Panel on Climate Change (IPCC) was published in 2001.,2001,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8650,factual_qa,rajpurkar/squad_v2,8650,572949306aef051400154c6b,5,gpt-4o-mini,original,,2001,The Third Assessment Report (TAR) was published in 2001.,2001,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3373,factual_qa,rajpurkar/squad_v2,3373,5728349dff5b5019007d9f00,1,gpt-4o-mini,original,,Brazil,"Most of the Amazon rainforest can be found in Brazil, which contains 60% of the rainforest.",Brazil,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3373,factual_qa,rajpurkar/squad_v2,3373,5728349dff5b5019007d9f00,2,gpt-4o-mini,original,,Brazil,"Most of the Amazon rainforest can be found in Brazil, which contains about 60% of the rainforest.",Brazil,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3373,factual_qa,rajpurkar/squad_v2,3373,5728349dff5b5019007d9f00,3,gpt-4o-mini,original,,Brazil,"Most of the Amazon rainforest can be found in Brazil, which contains about 60% of the rainforest.",Brazil,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3373,factual_qa,rajpurkar/squad_v2,3373,5728349dff5b5019007d9f00,4,gpt-4o-mini,original,,Brazil,"Most of the Amazon rainforest can be found in Brazil, which contains about 60% of the rainforest.",Brazil,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3373,factual_qa,rajpurkar/squad_v2,3373,5728349dff5b5019007d9f00,5,gpt-4o-mini,original,,Brazil,"Most of the Amazon rainforest can be found in Brazil, which contains about 60% of the rainforest.",Brazil,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_7525,factual_qa,rajpurkar/squad_v2,7525,572870b2ff5b5019007da222,1,gpt-4o-mini,original,,Milton Friedman,"The Nobel Memorial Prize in Economic Sciences winners mentioned in your context who are also university alumni include Milton Friedman, George Stigler, Gary Becker, Herbert A. Simon, Paul Samuelson, and Eugene Fama. Additionally, Thomas Sowell is noted as an alumnus.",Milton Friedman,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_7525,factual_qa,rajpurkar/squad_v2,7525,572870b2ff5b5019007da222,2,gpt-4o-mini,original,,Milton Friedman,"All the mentioned Nobel Memorial Prize in Economic Sciences winners—Milton Friedman, George Stigler, Gary Becker, Herbert A. Simon, Paul Samuelson, and Eugene Fama—are university alumni. Additionally, Thomas Sowell, who is not a Nobel laureate, is also an alumnus. If you are looking for a specific name among the Nobel laureates, any of them fit the criteria of being a university alumni member.",Milton Friedman,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_7525,factual_qa,rajpurkar/squad_v2,7525,572870b2ff5b5019007da222,3,gpt-4o-mini,original,,Milton Friedman,Thomas Sowell is a Nobel Memorial Prize in Economic Sciences winner who is also a university alumni member.,Milton Friedman,0.000000,false,0.000000,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.00; token_f1=0.000000; binary correctness not assigned for factual QA
factual_qa_7525,factual_qa,rajpurkar/squad_v2,7525,572870b2ff5b5019007da222,4,gpt-4o-mini,original,,Milton Friedman,"All the mentioned Nobel Memorial Prize winners, including Milton Friedman, George Stigler, Gary Becker, Herbert A. Simon, Paul Samuelson, Eugene Fama, and Thomas Sowell, are university alumni. If you are looking for a specific individual among them, please clarify.",Milton Friedman,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_7525,factual_qa,rajpurkar/squad_v2,7525,572870b2ff5b5019007da222,5,gpt-4o-mini,original,,Milton Friedman,"The Nobel Memorial Prize in Economic Sciences winners who are also university alumni members mentioned in your context are Milton Friedman, George Stigler, Gary Becker, Herbert A. Simon, Paul Samuelson, Eugene Fama, and Thomas Sowell.",Milton Friedman,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_4029,factual_qa,rajpurkar/squad_v2,4029,5725d662ec44d21400f3d68b,1,gpt-4o-mini,original,,Kearney Park,Kearney Park hosts the largest Civil War reenactment on the west coast.,Kearney Park,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_4029,factual_qa,rajpurkar/squad_v2,4029,5725d662ec44d21400f3d68b,2,gpt-4o-mini,original,,Kearney Park,Kearney Park hosts the largest Civil War reenactment on the west coast.,Kearney Park,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_4029,factual_qa,rajpurkar/squad_v2,4029,5725d662ec44d21400f3d68b,3,gpt-4o-mini,original,,Kearney Park,Kearney Park hosts the largest Civil War reenactment on the west coast.,Kearney Park,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_4029,factual_qa,rajpurkar/squad_v2,4029,5725d662ec44d21400f3d68b,4,gpt-4o-mini,original,,Kearney Park,Kearney Park hosts the largest Civil War reenactment on the west coast.,Kearney Park,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_4029,factual_qa,rajpurkar/squad_v2,4029,5725d662ec44d21400f3d68b,5,gpt-4o-mini,original,,Kearney Park,Kearney Park hosts the largest Civil War reenactment on the west coast.,Kearney Park,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
