item_id,task_type,perturbation_type,n_original_outputs,n_perturbed_outputs,baseline_similarity,perturbation_similarity,uncorrected_drift,noise_corrected_drift,similarity_metric
code_generation_110,code_generation,context_injection,5,5,0.899047,0.904418,0.095582,-0.005371,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,formatting_changes,5,5,0.899047,0.904066,0.095934,-0.005018,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,paraphrasing,5,5,0.899047,0.848489,0.151511,0.050558,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,reordering,5,5,0.899047,0.901696,0.098304,-0.002648,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,surface_noise,5,5,0.899047,0.809936,0.190064,0.089112,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,context_injection,5,5,0.797472,0.863051,0.136949,-0.065579,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,formatting_changes,5,5,0.797472,0.862731,0.137269,-0.065259,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,paraphrasing,5,5,0.797472,0.837171,0.162829,-0.039699,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,reordering,5,5,0.797472,0.865914,0.134086,-0.068442,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,surface_noise,5,5,0.797472,0.838544,0.161456,-0.041072,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,context_injection,5,5,0.940768,0.924904,0.075096,0.015864,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,formatting_changes,5,5,0.940768,0.86505,0.13495,0.075718,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,paraphrasing,5,5,0.940768,0.908895,0.091105,0.031873,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,reordering,5,5,0.940768,0.92769,0.07231,0.013078,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,surface_noise,5,5,0.940768,0.888783,0.111217,0.051985,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,context_injection,5,5,0.928678,0.915399,0.084601,0.01328,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,formatting_changes,5,5,0.928678,0.931099,0.068901,-0.002421,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,paraphrasing,5,5,0.928678,0.926102,0.073898,0.002576,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,reordering,5,5,0.928678,0.917129,0.082871,0.01155,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,surface_noise,5,5,0.928678,0.930423,0.069577,-0.001745,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,context_injection,5,5,0.914653,0.913356,0.086644,0.001296,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,formatting_changes,5,5,0.914653,0.92091,0.07909,-0.006258,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,paraphrasing,5,5,0.914653,0.905701,0.094299,0.008951,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,reordering,5,5,0.914653,0.920645,0.079355,-0.005993,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,surface_noise,5,5,0.914653,0.9078,0.0922,0.006853,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,context_injection,5,5,0.840089,0.865631,0.134369,-0.025542,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,formatting_changes,5,5,0.840089,0.875403,0.124597,-0.035314,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,paraphrasing,5,5,0.840089,0.80829,0.19171,0.031799,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,reordering,5,5,0.840089,0.887375,0.112625,-0.047286,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,surface_noise,5,5,0.840089,0.87775,0.12225,-0.037661,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,context_injection,5,5,0.922637,0.919184,0.080816,0.003453,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,formatting_changes,5,5,0.922637,0.918433,0.081567,0.004204,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,paraphrasing,5,5,0.922637,0.88764,0.11236,0.034997,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,reordering,5,5,0.922637,0.912365,0.087635,0.010272,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,surface_noise,5,5,0.922637,0.909694,0.090306,0.012943,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,context_injection,5,5,0.936109,0.903312,0.096688,0.032797,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,formatting_changes,5,5,0.936109,0.905623,0.094377,0.030486,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,paraphrasing,5,5,0.936109,0.899048,0.100952,0.037061,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,reordering,5,5,0.936109,0.903208,0.096792,0.032901,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,surface_noise,5,5,0.936109,0.854848,0.145152,0.081262,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,context_injection,5,5,0.86567,0.868283,0.131717,-0.002613,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,formatting_changes,5,5,0.86567,0.89983,0.10017,-0.03416,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,paraphrasing,5,5,0.86567,0.708487,0.291513,0.157183,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,reordering,5,5,0.86567,0.878905,0.121095,-0.013235,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,surface_noise,5,5,0.86567,0.903336,0.096664,-0.037666,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,context_injection,5,5,0.907329,0.885056,0.114944,0.022272,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,formatting_changes,5,5,0.907329,0.889398,0.110602,0.017931,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,paraphrasing,5,5,0.907329,0.847955,0.152045,0.059373,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,reordering,5,5,0.907329,0.875692,0.124308,0.031637,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,surface_noise,5,5,0.907329,0.880884,0.119116,0.026445,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,context_injection,5,5,0.961107,0.960538,0.039462,0.000569,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,formatting_changes,5,5,0.961107,0.934042,0.065958,0.027065,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,paraphrasing,5,5,0.961107,0.9231,0.0769,0.038007,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,reordering,5,5,0.961107,0.961065,0.038935,4.2e-05,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,surface_noise,5,5,0.961107,0.945258,0.054742,0.015849,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,context_injection,5,5,0.909354,0.925341,0.074659,-0.015986,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,formatting_changes,5,5,0.909354,0.909151,0.090849,0.000204,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,paraphrasing,5,5,0.909354,0.890357,0.109643,0.018997,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,reordering,5,5,0.909354,0.927969,0.072031,-0.018615,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,surface_noise,5,5,0.909354,0.926434,0.073566,-0.01708,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,context_injection,5,5,0.877261,0.874153,0.125847,0.003108,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,formatting_changes,5,5,0.877261,0.892502,0.107498,-0.015241,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,paraphrasing,5,5,0.877261,0.897918,0.102082,-0.020657,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,reordering,5,5,0.877261,0.857896,0.142104,0.019365,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,surface_noise,5,5,0.877261,0.879289,0.120711,-0.002028,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,context_injection,5,5,0.790766,0.812459,0.187541,-0.021693,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,formatting_changes,5,5,0.790766,0.826402,0.173598,-0.035636,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,paraphrasing,5,5,0.790766,0.814441,0.185559,-0.023675,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,reordering,5,5,0.790766,0.787633,0.212367,0.003134,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,surface_noise,5,5,0.790766,0.846508,0.153492,-0.055741,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,context_injection,5,5,0.892471,0.905452,0.094548,-0.012981,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,formatting_changes,5,5,0.892471,0.917553,0.082447,-0.025082,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,paraphrasing,5,5,0.892471,0.898911,0.101089,-0.00644,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,reordering,5,5,0.892471,0.903775,0.096225,-0.011304,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,surface_noise,5,5,0.892471,0.918996,0.081004,-0.026525,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,context_injection,5,5,0.871972,0.904054,0.095946,-0.032082,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,formatting_changes,5,5,0.871972,0.895677,0.104323,-0.023705,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,paraphrasing,5,5,0.871972,0.885282,0.114718,-0.013311,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,reordering,5,5,0.871972,0.892562,0.107438,-0.020591,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,surface_noise,5,5,0.871972,0.878844,0.121156,-0.006873,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,context_injection,5,5,0.930248,0.870952,0.129048,0.059297,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,formatting_changes,5,5,0.930248,0.921934,0.078066,0.008314,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,paraphrasing,5,5,0.930248,0.839048,0.160952,0.0912,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,reordering,5,5,0.930248,0.876783,0.123217,0.053465,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,surface_noise,5,5,0.930248,0.902008,0.097992,0.02824,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,context_injection,5,5,0.842521,0.855166,0.144834,-0.012645,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,formatting_changes,5,5,0.842521,0.838638,0.161362,0.003883,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,paraphrasing,5,5,0.842521,0.789788,0.210212,0.052733,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,reordering,5,5,0.842521,0.836898,0.163102,0.005623,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,surface_noise,5,5,0.842521,0.857876,0.142124,-0.015355,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,context_injection,5,5,0.917439,0.913107,0.086893,0.004333,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,formatting_changes,5,5,0.917439,0.866485,0.133515,0.050954,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,paraphrasing,5,5,0.917439,0.88348,0.11652,0.03396,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,reordering,5,5,0.917439,0.847691,0.152309,0.069748,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,surface_noise,5,5,0.917439,0.934328,0.065672,-0.016888,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,context_injection,5,5,0.91502,0.895774,0.104226,0.019246,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,formatting_changes,5,5,0.91502,0.901489,0.098511,0.013531,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,paraphrasing,5,5,0.91502,0.897943,0.102057,0.017077,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,reordering,5,5,0.91502,0.897387,0.102613,0.017633,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,surface_noise,5,5,0.91502,0.926541,0.073459,-0.01152,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,context_injection,5,5,0.942017,0.885859,0.114141,0.056158,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,formatting_changes,5,5,0.942017,0.871581,0.128419,0.070436,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,paraphrasing,5,5,0.942017,0.905158,0.094842,0.03686,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,reordering,5,5,0.942017,0.90135,0.09865,0.040667,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,surface_noise,5,5,0.942017,0.899672,0.100328,0.042345,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,context_injection,5,5,0.869323,0.882959,0.117041,-0.013636,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,formatting_changes,5,5,0.869323,0.875018,0.124982,-0.005695,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,paraphrasing,5,5,0.869323,0.886269,0.113731,-0.016946,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,reordering,5,5,0.869323,0.874523,0.125477,-0.0052,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,surface_noise,5,5,0.869323,0.84194,0.15806,0.027383,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,context_injection,5,5,0.932857,0.895967,0.104033,0.036891,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,formatting_changes,5,5,0.932857,0.94284,0.05716,-0.009983,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,paraphrasing,5,5,0.932857,0.875774,0.124226,0.057083,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,reordering,5,5,0.932857,0.927668,0.072332,0.005189,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,surface_noise,5,5,0.932857,0.925872,0.074128,0.006985,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,context_injection,5,5,0.927892,0.92906,0.07094,-0.001168,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,formatting_changes,5,5,0.927892,0.938796,0.061204,-0.010904,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,paraphrasing,5,5,0.927892,0.882704,0.117296,0.045188,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,reordering,5,5,0.927892,0.947905,0.052095,-0.020013,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,surface_noise,5,5,0.927892,0.933008,0.066992,-0.005116,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,context_injection,5,5,0.856113,0.869305,0.130695,-0.013192,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,formatting_changes,5,5,0.856113,0.872462,0.127538,-0.016349,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,paraphrasing,5,5,0.856113,0.797723,0.202277,0.05839,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,reordering,5,5,0.856113,0.891645,0.108355,-0.035532,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,surface_noise,5,5,0.856113,0.870801,0.129199,-0.014688,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,context_injection,5,5,0.872982,0.868896,0.131104,0.004085,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,formatting_changes,5,5,0.872982,0.878307,0.121693,-0.005325,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,paraphrasing,5,5,0.872982,0.838842,0.161158,0.034139,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,reordering,5,5,0.872982,0.879208,0.120792,-0.006226,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,surface_noise,5,5,0.872982,0.89977,0.10023,-0.026789,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,context_injection,5,5,0.916448,0.910969,0.089031,0.00548,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,formatting_changes,5,5,0.916448,0.914457,0.085543,0.001991,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,paraphrasing,5,5,0.916448,0.934846,0.065154,-0.018398,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,reordering,5,5,0.916448,0.916101,0.083899,0.000347,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,surface_noise,5,5,0.916448,0.942463,0.057537,-0.026015,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,context_injection,5,5,0.91849,0.943474,0.056526,-0.024984,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,formatting_changes,5,5,0.91849,0.935681,0.064319,-0.017191,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,paraphrasing,5,5,0.91849,0.908293,0.091707,0.010197,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,reordering,5,5,0.91849,0.933058,0.066942,-0.014568,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,surface_noise,5,5,0.91849,0.931417,0.068583,-0.012927,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,context_injection,5,5,0.907802,0.906792,0.093208,0.00101,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,formatting_changes,5,5,0.907802,0.914622,0.085378,-0.00682,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,paraphrasing,5,5,0.907802,0.863597,0.136403,0.044206,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,reordering,5,5,0.907802,0.910184,0.089816,-0.002382,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,surface_noise,5,5,0.907802,0.906994,0.093006,0.000808,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,context_injection,5,5,0.895576,0.87097,0.12903,0.024606,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,formatting_changes,5,5,0.895576,0.850123,0.149877,0.045453,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,paraphrasing,5,5,0.895576,0.839992,0.160008,0.055584,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,reordering,5,5,0.895576,0.846777,0.153223,0.048799,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,surface_noise,5,5,0.895576,0.854978,0.145022,0.040598,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,context_injection,5,5,0.88018,0.903306,0.096694,-0.023126,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,formatting_changes,5,5,0.88018,0.908584,0.091416,-0.028403,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,paraphrasing,5,5,0.88018,0.881371,0.118629,-0.001191,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,reordering,5,5,0.88018,0.900598,0.099402,-0.020418,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,surface_noise,5,5,0.88018,0.867741,0.132259,0.012439,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,context_injection,5,5,0.88712,0.848615,0.151385,0.038505,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,formatting_changes,5,5,0.88712,0.887211,0.112789,-9.2e-05,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,paraphrasing,5,5,0.88712,0.829099,0.170901,0.058021,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,reordering,5,5,0.88712,0.860028,0.139972,0.027092,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,surface_noise,5,5,0.88712,0.871503,0.128497,0.015616,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,context_injection,5,5,0.901971,0.904468,0.095532,-0.002497,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,formatting_changes,5,5,0.901971,0.920521,0.079479,-0.018551,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,paraphrasing,5,5,0.901971,0.894918,0.105082,0.007052,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,reordering,5,5,0.901971,0.891034,0.108966,0.010937,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,surface_noise,5,5,0.901971,0.915154,0.084846,-0.013183,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,context_injection,5,5,0.836041,0.869919,0.130081,-0.033879,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,formatting_changes,5,5,0.836041,0.865696,0.134304,-0.029656,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,paraphrasing,5,5,0.836041,0.85243,0.14757,-0.016389,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,reordering,5,5,0.836041,0.830069,0.169931,0.005971,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,surface_noise,5,5,0.836041,0.8701,0.1299,-0.034059,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,context_injection,5,5,0.93176,0.943296,0.056704,-0.011536,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,formatting_changes,5,5,0.93176,0.932369,0.067631,-0.000609,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,paraphrasing,5,5,0.93176,0.926274,0.073726,0.005486,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,reordering,5,5,0.93176,0.947709,0.052291,-0.015949,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,surface_noise,5,5,0.93176,0.938141,0.061859,-0.006381,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,context_injection,5,5,0.921844,0.931507,0.068493,-0.009663,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,formatting_changes,5,5,0.921844,0.92555,0.07445,-0.003706,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,paraphrasing,5,5,0.921844,0.898585,0.101415,0.023258,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,reordering,5,5,0.921844,0.927491,0.072509,-0.005648,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,surface_noise,5,5,0.921844,0.932026,0.067974,-0.010182,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,context_injection,5,5,0.871857,0.865191,0.134809,0.006666,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,formatting_changes,5,5,0.871857,0.860721,0.139279,0.011136,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,paraphrasing,5,5,0.871857,0.879296,0.120704,-0.00744,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,reordering,5,5,0.871857,0.897849,0.102151,-0.025992,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,surface_noise,5,5,0.871857,0.885404,0.114596,-0.013548,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,context_injection,5,5,0.952432,0.93016,0.06984,0.022272,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,formatting_changes,5,5,0.952432,0.940598,0.059402,0.011833,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,paraphrasing,5,5,0.952432,0.932726,0.067274,0.019706,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,reordering,5,5,0.952432,0.941445,0.058555,0.010987,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,surface_noise,5,5,0.952432,0.915376,0.084624,0.037055,sentence-transformers/all-MiniLM-L6-v2
