item_id,task_type,dataset_name,n_outputs,n_pairs,mean_within_prompt_similarity,sampling_noise_drift,similarity_metric
factual_qa_10197,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10550,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10779,factual_qa,rajpurkar/squad_v2,5,10,0.996132,0.003868,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10908,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11075,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11262,factual_qa,rajpurkar/squad_v2,5,10,0.990527,0.009473,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11313,factual_qa,rajpurkar/squad_v2,5,10,0.910992,0.089008,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11559,factual_qa,rajpurkar/squad_v2,5,10,0.933386,0.066614,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11773,factual_qa,rajpurkar/squad_v2,5,10,0.98397,0.01603,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1292,factual_qa,rajpurkar/squad_v2,5,10,0.991385,0.008615,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1302,factual_qa,rajpurkar/squad_v2,5,10,0.969545,0.030455,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1601,factual_qa,rajpurkar/squad_v2,5,10,0.938179,0.061821,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2022,factual_qa,rajpurkar/squad_v2,5,10,0.996261,0.003739,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2289,factual_qa,rajpurkar/squad_v2,5,10,0.820532,0.179468,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2682,factual_qa,rajpurkar/squad_v2,5,10,0.999706,0.000294,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3095,factual_qa,rajpurkar/squad_v2,5,10,0.924616,0.075384,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3135,factual_qa,rajpurkar/squad_v2,5,10,0.990019,0.009981,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3339,factual_qa,rajpurkar/squad_v2,5,10,0.6635,0.3365,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3373,factual_qa,rajpurkar/squad_v2,5,10,0.964845,0.035155,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3740,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3976,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4029,factual_qa,rajpurkar/squad_v2,5,10,0.917321,0.082679,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4277,factual_qa,rajpurkar/squad_v2,5,10,0.880114,0.119886,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5271,factual_qa,rajpurkar/squad_v2,5,10,0.958352,0.041648,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5359,factual_qa,rajpurkar/squad_v2,5,10,0.98315,0.01685,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5525,factual_qa,rajpurkar/squad_v2,5,10,0.846274,0.153726,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6353,factual_qa,rajpurkar/squad_v2,5,10,0.984346,0.015654,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6442,factual_qa,rajpurkar/squad_v2,5,10,0.919349,0.080651,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6460,factual_qa,rajpurkar/squad_v2,5,10,0.99883,0.00117,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6578,factual_qa,rajpurkar/squad_v2,5,10,0.888957,0.111043,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6819,factual_qa,rajpurkar/squad_v2,5,10,0.899028,0.100972,sentence-transformers/all-MiniLM-L6-v2
factual_qa_684,factual_qa,rajpurkar/squad_v2,5,10,0.881495,0.118505,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7048,factual_qa,rajpurkar/squad_v2,5,10,0.979069,0.020931,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7187,factual_qa,rajpurkar/squad_v2,5,10,0.862043,0.137957,sentence-transformers/all-MiniLM-L6-v2
factual_qa_720,factual_qa,rajpurkar/squad_v2,5,10,0.990076,0.009924,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7525,factual_qa,rajpurkar/squad_v2,5,10,0.883484,0.116516,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7699,factual_qa,rajpurkar/squad_v2,5,10,0.905128,0.094872,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7854,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7989,factual_qa,rajpurkar/squad_v2,5,10,0.988119,0.011881,sentence-transformers/all-MiniLM-L6-v2
factual_qa_800,factual_qa,rajpurkar/squad_v2,5,10,0.824901,0.175099,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8049,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8077,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8164,factual_qa,rajpurkar/squad_v2,5,10,0.995453,0.004547,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8302,factual_qa,rajpurkar/squad_v2,5,10,0.980612,0.019388,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8326,factual_qa,rajpurkar/squad_v2,5,10,0.999612,0.000388,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8650,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8989,factual_qa,rajpurkar/squad_v2,5,10,0.773849,0.226151,sentence-transformers/all-MiniLM-L6-v2
factual_qa_919,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_9228,factual_qa,rajpurkar/squad_v2,5,10,0.919478,0.080522,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10051,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.909353,0.090647,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10521,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.891441,0.108559,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10586,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.768719,0.231281,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10682,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.870432,0.129568,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10926,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.941834,0.058166,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11055,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.821912,0.178088,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1121,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.869242,0.130758,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11297,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.895632,0.104368,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11759,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.873827,0.126173,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1600,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.649741,0.350259,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1650,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.798353,0.201647,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_190,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.733095,0.266905,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2166,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.824354,0.175646,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2652,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.698071,0.301929,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2817,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.706089,0.293911,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2832,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.855927,0.144073,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2873,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.605251,0.394749,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2891,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.799244,0.200756,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3251,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.84283,0.15717,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3336,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.852337,0.147663,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3374,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.623251,0.376749,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_338,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.682184,0.317816,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3402,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.800413,0.199587,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3715,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.948592,0.051408,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3886,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.703885,0.296115,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4506,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.642607,0.357393,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4531,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.708758,0.291242,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_467,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.931601,0.068399,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4807,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.79245,0.20755,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4880,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.682176,0.317824,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4896,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.807295,0.192705,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4965,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.907505,0.092495,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5038,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.803867,0.196133,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5201,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.845727,0.154273,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5281,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.82592,0.17408,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5408,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.822857,0.177143,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5497,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.894452,0.105548,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5594,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.905558,0.094442,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5912,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.816797,0.183203,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6164,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.789945,0.210055,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6746,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.855087,0.144913,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6807,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.861726,0.138274,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7372,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.827706,0.172294,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7390,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.943988,0.056012,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7546,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.721611,0.278389,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8004,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.891051,0.108949,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_9083,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.943323,0.056677,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_9403,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.97106,0.02894,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_9599,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.863429,0.136571,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_9765,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.985071,0.014929,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10208,open_ended_writing,tatsu-lab/alpaca,5,10,0.890439,0.109561,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_1043,open_ended_writing,tatsu-lab/alpaca,5,10,0.944545,0.055455,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10774,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_1105,open_ended_writing,tatsu-lab/alpaca,5,10,0.879938,0.120062,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_11297,open_ended_writing,tatsu-lab/alpaca,5,10,0.92581,0.07419,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_12741,open_ended_writing,tatsu-lab/alpaca,5,10,0.948847,0.051153,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_1279,open_ended_writing,tatsu-lab/alpaca,5,10,0.987593,0.012407,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_13047,open_ended_writing,tatsu-lab/alpaca,5,10,0.61504,0.38496,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_14306,open_ended_writing,tatsu-lab/alpaca,5,10,0.94596,0.05404,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_16258,open_ended_writing,tatsu-lab/alpaca,5,10,0.847961,0.152039,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_16598,open_ended_writing,tatsu-lab/alpaca,5,10,0.944092,0.055908,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_17839,open_ended_writing,tatsu-lab/alpaca,5,10,0.790941,0.209059,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_20111,open_ended_writing,tatsu-lab/alpaca,5,10,0.815225,0.184775,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_20944,open_ended_writing,tatsu-lab/alpaca,5,10,0.810906,0.189094,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_21063,open_ended_writing,tatsu-lab/alpaca,5,10,0.955751,0.044249,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_2378,open_ended_writing,tatsu-lab/alpaca,5,10,0.873448,0.126552,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_24950,open_ended_writing,tatsu-lab/alpaca,5,10,0.946626,0.053374,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_25984,open_ended_writing,tatsu-lab/alpaca,5,10,0.908954,0.091046,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_26882,open_ended_writing,tatsu-lab/alpaca,5,10,0.828685,0.171315,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_27838,open_ended_writing,tatsu-lab/alpaca,5,10,0.915824,0.084176,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_28407,open_ended_writing,tatsu-lab/alpaca,5,10,0.918382,0.081618,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_28710,open_ended_writing,tatsu-lab/alpaca,5,10,0.915652,0.084348,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_32192,open_ended_writing,tatsu-lab/alpaca,5,10,0.912484,0.087516,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_33075,open_ended_writing,tatsu-lab/alpaca,5,10,0.715953,0.284047,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_33898,open_ended_writing,tatsu-lab/alpaca,5,10,0.829492,0.170508,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_34294,open_ended_writing,tatsu-lab/alpaca,5,10,0.928769,0.071231,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35012,open_ended_writing,tatsu-lab/alpaca,5,10,0.915507,0.084493,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35144,open_ended_writing,tatsu-lab/alpaca,5,10,0.840975,0.159025,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35341,open_ended_writing,tatsu-lab/alpaca,5,10,0.839736,0.160264,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35625,open_ended_writing,tatsu-lab/alpaca,5,10,0.897234,0.102766,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35890,open_ended_writing,tatsu-lab/alpaca,5,10,0.98855,0.01145,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_36102,open_ended_writing,tatsu-lab/alpaca,5,10,0.719294,0.280706,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_41294,open_ended_writing,tatsu-lab/alpaca,5,10,0.838868,0.161132,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_42563,open_ended_writing,tatsu-lab/alpaca,5,10,0.997157,0.002843,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_4286,open_ended_writing,tatsu-lab/alpaca,5,10,0.938493,0.061507,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_42931,open_ended_writing,tatsu-lab/alpaca,5,10,0.53965,0.46035,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_43335,open_ended_writing,tatsu-lab/alpaca,5,10,0.91555,0.08445,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_44324,open_ended_writing,tatsu-lab/alpaca,5,10,0.814365,0.185635,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45032,open_ended_writing,tatsu-lab/alpaca,5,10,0.908608,0.091392,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45338,open_ended_writing,tatsu-lab/alpaca,5,10,0.95053,0.04947,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_47449,open_ended_writing,tatsu-lab/alpaca,5,10,0.929103,0.070897,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_49476,open_ended_writing,tatsu-lab/alpaca,5,10,0.957381,0.042619,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_501,open_ended_writing,tatsu-lab/alpaca,5,10,0.986006,0.013994,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_50246,open_ended_writing,tatsu-lab/alpaca,5,10,0.858199,0.141801,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_6480,open_ended_writing,tatsu-lab/alpaca,5,10,0.963582,0.036418,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_6859,open_ended_writing,tatsu-lab/alpaca,5,10,0.808635,0.191365,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_6968,open_ended_writing,tatsu-lab/alpaca,5,10,0.922933,0.077067,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_7032,open_ended_writing,tatsu-lab/alpaca,5,10,0.924513,0.075487,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_7384,open_ended_writing,tatsu-lab/alpaca,5,10,0.854315,0.145685,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_9613,open_ended_writing,tatsu-lab/alpaca,5,10,0.891704,0.108296,sentence-transformers/all-MiniLM-L6-v2
