item_id,task_type,dataset_name,n_outputs,n_pairs,mean_within_prompt_similarity,sampling_noise_drift,similarity_metric
code_generation_126,code_generation,bigcode/humanevalpack,5,10,0.898843,0.101157,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,bigcode/humanevalpack,5,10,0.942876,0.057124,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,bigcode/humanevalpack,5,10,0.97237,0.02763,sentence-transformers/all-MiniLM-L6-v2
code_generation_129,code_generation,bigcode/humanevalpack,5,10,0.930656,0.069344,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,bigcode/humanevalpack,5,10,0.988781,0.011219,sentence-transformers/all-MiniLM-L6-v2
code_generation_130,code_generation,bigcode/humanevalpack,5,10,0.870229,0.129771,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,bigcode/humanevalpack,5,10,0.98636,0.01364,sentence-transformers/all-MiniLM-L6-v2
code_generation_132,code_generation,bigcode/humanevalpack,5,10,0.966518,0.033482,sentence-transformers/all-MiniLM-L6-v2
code_generation_133,code_generation,bigcode/humanevalpack,5,10,0.973419,0.026581,sentence-transformers/all-MiniLM-L6-v2
code_generation_134,code_generation,bigcode/humanevalpack,5,10,0.934462,0.065538,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,bigcode/humanevalpack,5,10,0.929578,0.070422,sentence-transformers/all-MiniLM-L6-v2
code_generation_136,code_generation,bigcode/humanevalpack,5,10,0.982592,0.017408,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,bigcode/humanevalpack,5,10,0.955416,0.044584,sentence-transformers/all-MiniLM-L6-v2
code_generation_139,code_generation,bigcode/humanevalpack,5,10,0.949056,0.050944,sentence-transformers/all-MiniLM-L6-v2
code_generation_14,code_generation,bigcode/humanevalpack,5,10,0.978289,0.021711,sentence-transformers/all-MiniLM-L6-v2
code_generation_140,code_generation,bigcode/humanevalpack,5,10,0.935761,0.064239,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,bigcode/humanevalpack,5,10,0.832081,0.167919,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,bigcode/humanevalpack,5,10,0.918483,0.081517,sentence-transformers/all-MiniLM-L6-v2
code_generation_144,code_generation,bigcode/humanevalpack,5,10,0.980646,0.019354,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,bigcode/humanevalpack,5,10,0.931755,0.068245,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,bigcode/humanevalpack,5,10,0.952868,0.047132,sentence-transformers/all-MiniLM-L6-v2
code_generation_147,code_generation,bigcode/humanevalpack,5,10,0.971591,0.028409,sentence-transformers/all-MiniLM-L6-v2
code_generation_148,code_generation,bigcode/humanevalpack,5,10,0.995682,0.004318,sentence-transformers/all-MiniLM-L6-v2
code_generation_149,code_generation,bigcode/humanevalpack,5,10,0.909563,0.090437,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,bigcode/humanevalpack,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_151,code_generation,bigcode/humanevalpack,5,10,0.932586,0.067414,sentence-transformers/all-MiniLM-L6-v2
code_generation_152,code_generation,bigcode/humanevalpack,5,10,0.973423,0.026577,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,bigcode/humanevalpack,5,10,0.987754,0.012246,sentence-transformers/all-MiniLM-L6-v2
code_generation_154,code_generation,bigcode/humanevalpack,5,10,0.968551,0.031449,sentence-transformers/all-MiniLM-L6-v2
code_generation_155,code_generation,bigcode/humanevalpack,5,10,0.972667,0.027333,sentence-transformers/all-MiniLM-L6-v2
code_generation_156,code_generation,bigcode/humanevalpack,5,10,0.960319,0.039681,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,bigcode/humanevalpack,5,10,0.948622,0.051378,sentence-transformers/all-MiniLM-L6-v2
code_generation_158,code_generation,bigcode/humanevalpack,5,10,0.946564,0.053436,sentence-transformers/all-MiniLM-L6-v2
code_generation_159,code_generation,bigcode/humanevalpack,5,10,0.86865,0.13135,sentence-transformers/all-MiniLM-L6-v2
code_generation_16,code_generation,bigcode/humanevalpack,5,10,0.992548,0.007452,sentence-transformers/all-MiniLM-L6-v2
code_generation_160,code_generation,bigcode/humanevalpack,5,10,0.914145,0.085855,sentence-transformers/all-MiniLM-L6-v2
code_generation_161,code_generation,bigcode/humanevalpack,5,10,0.91961,0.08039,sentence-transformers/all-MiniLM-L6-v2
code_generation_162,code_generation,bigcode/humanevalpack,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_163,code_generation,bigcode/humanevalpack,5,10,0.879894,0.120106,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,bigcode/humanevalpack,5,10,0.948478,0.051522,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,bigcode/humanevalpack,5,10,0.989709,0.010291,sentence-transformers/all-MiniLM-L6-v2
code_generation_19,code_generation,bigcode/humanevalpack,5,10,0.994332,0.005668,sentence-transformers/all-MiniLM-L6-v2
code_generation_20,code_generation,bigcode/humanevalpack,5,10,0.991566,0.008434,sentence-transformers/all-MiniLM-L6-v2
code_generation_21,code_generation,bigcode/humanevalpack,5,10,0.961985,0.038015,sentence-transformers/all-MiniLM-L6-v2
code_generation_22,code_generation,bigcode/humanevalpack,5,10,0.987907,0.012093,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,bigcode/humanevalpack,5,10,0.957165,0.042835,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,bigcode/humanevalpack,5,10,0.979728,0.020272,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,bigcode/humanevalpack,5,10,0.990566,0.009434,sentence-transformers/all-MiniLM-L6-v2
code_generation_27,code_generation,bigcode/humanevalpack,5,10,0.997019,0.002981,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,bigcode/humanevalpack,5,10,0.977159,0.022841,sentence-transformers/all-MiniLM-L6-v2
code_generation_29,code_generation,bigcode/humanevalpack,5,10,0.999165,0.000835,sentence-transformers/all-MiniLM-L6-v2
code_generation_3,code_generation,bigcode/humanevalpack,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_30,code_generation,bigcode/humanevalpack,5,10,0.999403,0.000597,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,bigcode/humanevalpack,5,10,0.983808,0.016192,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,bigcode/humanevalpack,5,10,0.897836,0.102164,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,bigcode/humanevalpack,5,10,0.961786,0.038214,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,bigcode/humanevalpack,5,10,0.998333,0.001667,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,bigcode/humanevalpack,5,10,0.994826,0.005174,sentence-transformers/all-MiniLM-L6-v2
code_generation_36,code_generation,bigcode/humanevalpack,5,10,0.943002,0.056998,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,bigcode/humanevalpack,5,10,0.873782,0.126218,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,bigcode/humanevalpack,5,10,0.936898,0.063102,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,bigcode/humanevalpack,5,10,0.996137,0.003863,sentence-transformers/all-MiniLM-L6-v2
code_generation_41,code_generation,bigcode/humanevalpack,5,10,0.935335,0.064665,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,bigcode/humanevalpack,5,10,0.937858,0.062142,sentence-transformers/all-MiniLM-L6-v2
code_generation_45,code_generation,bigcode/humanevalpack,5,10,0.999652,0.000348,sentence-transformers/all-MiniLM-L6-v2
code_generation_46,code_generation,bigcode/humanevalpack,5,10,0.796797,0.203203,sentence-transformers/all-MiniLM-L6-v2
code_generation_47,code_generation,bigcode/humanevalpack,5,10,0.998297,0.001703,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,bigcode/humanevalpack,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,bigcode/humanevalpack,5,10,0.976302,0.023698,sentence-transformers/all-MiniLM-L6-v2
code_generation_5,code_generation,bigcode/humanevalpack,5,10,0.908089,0.091911,sentence-transformers/all-MiniLM-L6-v2
code_generation_50,code_generation,bigcode/humanevalpack,5,10,0.9406,0.0594,sentence-transformers/all-MiniLM-L6-v2
code_generation_51,code_generation,bigcode/humanevalpack,5,10,0.992805,0.007195,sentence-transformers/all-MiniLM-L6-v2
code_generation_52,code_generation,bigcode/humanevalpack,5,10,0.999761,0.000239,sentence-transformers/all-MiniLM-L6-v2
code_generation_53,code_generation,bigcode/humanevalpack,5,10,0.963629,0.036371,sentence-transformers/all-MiniLM-L6-v2
code_generation_54,code_generation,bigcode/humanevalpack,5,10,0.937215,0.062785,sentence-transformers/all-MiniLM-L6-v2
code_generation_55,code_generation,bigcode/humanevalpack,5,10,0.914237,0.085763,sentence-transformers/all-MiniLM-L6-v2
code_generation_56,code_generation,bigcode/humanevalpack,5,10,0.997179,0.002821,sentence-transformers/all-MiniLM-L6-v2
code_generation_57,code_generation,bigcode/humanevalpack,5,10,0.985674,0.014326,sentence-transformers/all-MiniLM-L6-v2
code_generation_58,code_generation,bigcode/humanevalpack,5,10,0.993895,0.006105,sentence-transformers/all-MiniLM-L6-v2
code_generation_59,code_generation,bigcode/humanevalpack,5,10,0.983992,0.016008,sentence-transformers/all-MiniLM-L6-v2
code_generation_6,code_generation,bigcode/humanevalpack,5,10,0.999233,0.000767,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,bigcode/humanevalpack,5,10,0.995718,0.004282,sentence-transformers/all-MiniLM-L6-v2
code_generation_62,code_generation,bigcode/humanevalpack,5,10,0.945925,0.054075,sentence-transformers/all-MiniLM-L6-v2
code_generation_63,code_generation,bigcode/humanevalpack,5,10,0.961521,0.038479,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,bigcode/humanevalpack,5,10,0.980264,0.019736,sentence-transformers/all-MiniLM-L6-v2
code_generation_66,code_generation,bigcode/humanevalpack,5,10,0.944552,0.055448,sentence-transformers/all-MiniLM-L6-v2
code_generation_67,code_generation,bigcode/humanevalpack,5,10,0.867225,0.132775,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,bigcode/humanevalpack,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_69,code_generation,bigcode/humanevalpack,5,10,0.970959,0.029041,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,bigcode/humanevalpack,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_70,code_generation,bigcode/humanevalpack,5,10,0.999856,0.000144,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,bigcode/humanevalpack,5,10,0.987407,0.012593,sentence-transformers/all-MiniLM-L6-v2
code_generation_72,code_generation,bigcode/humanevalpack,5,10,0.867329,0.132671,sentence-transformers/all-MiniLM-L6-v2
code_generation_73,code_generation,bigcode/humanevalpack,5,10,0.967302,0.032698,sentence-transformers/all-MiniLM-L6-v2
code_generation_74,code_generation,bigcode/humanevalpack,5,10,0.895266,0.104734,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,bigcode/humanevalpack,5,10,0.945642,0.054358,sentence-transformers/all-MiniLM-L6-v2
code_generation_76,code_generation,bigcode/humanevalpack,5,10,0.859555,0.140445,sentence-transformers/all-MiniLM-L6-v2
code_generation_77,code_generation,bigcode/humanevalpack,5,10,0.943609,0.056391,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,bigcode/humanevalpack,5,10,0.943326,0.056674,sentence-transformers/all-MiniLM-L6-v2
code_generation_79,code_generation,bigcode/humanevalpack,5,10,0.993842,0.006158,sentence-transformers/all-MiniLM-L6-v2
code_generation_8,code_generation,bigcode/humanevalpack,5,10,0.996315,0.003685,sentence-transformers/all-MiniLM-L6-v2
code_generation_80,code_generation,bigcode/humanevalpack,5,10,0.999807,0.000193,sentence-transformers/all-MiniLM-L6-v2
code_generation_81,code_generation,bigcode/humanevalpack,5,10,0.81707,0.18293,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,bigcode/humanevalpack,5,10,0.946464,0.053536,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,bigcode/humanevalpack,5,10,0.939959,0.060041,sentence-transformers/all-MiniLM-L6-v2
code_generation_84,code_generation,bigcode/humanevalpack,5,10,0.908632,0.091368,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,bigcode/humanevalpack,5,10,0.90868,0.09132,sentence-transformers/all-MiniLM-L6-v2
code_generation_86,code_generation,bigcode/humanevalpack,5,10,0.926973,0.073027,sentence-transformers/all-MiniLM-L6-v2
code_generation_87,code_generation,bigcode/humanevalpack,5,10,0.98094,0.01906,sentence-transformers/all-MiniLM-L6-v2
code_generation_88,code_generation,bigcode/humanevalpack,5,10,0.98388,0.01612,sentence-transformers/all-MiniLM-L6-v2
code_generation_89,code_generation,bigcode/humanevalpack,5,10,0.820701,0.179299,sentence-transformers/all-MiniLM-L6-v2
code_generation_9,code_generation,bigcode/humanevalpack,5,10,0.960877,0.039123,sentence-transformers/all-MiniLM-L6-v2
code_generation_90,code_generation,bigcode/humanevalpack,5,10,0.997042,0.002958,sentence-transformers/all-MiniLM-L6-v2
code_generation_91,code_generation,bigcode/humanevalpack,5,10,0.891734,0.108266,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,bigcode/humanevalpack,5,10,0.986251,0.013749,sentence-transformers/all-MiniLM-L6-v2
code_generation_93,code_generation,bigcode/humanevalpack,5,10,0.885245,0.114755,sentence-transformers/all-MiniLM-L6-v2
code_generation_94,code_generation,bigcode/humanevalpack,5,10,0.958222,0.041778,sentence-transformers/all-MiniLM-L6-v2
code_generation_95,code_generation,bigcode/humanevalpack,5,10,0.993111,0.006889,sentence-transformers/all-MiniLM-L6-v2
code_generation_96,code_generation,bigcode/humanevalpack,5,10,0.966272,0.033728,sentence-transformers/all-MiniLM-L6-v2
code_generation_97,code_generation,bigcode/humanevalpack,5,10,0.939647,0.060353,sentence-transformers/all-MiniLM-L6-v2
code_generation_98,code_generation,bigcode/humanevalpack,5,10,0.947954,0.052046,sentence-transformers/all-MiniLM-L6-v2
code_generation_99,code_generation,bigcode/humanevalpack,5,10,0.881128,0.118872,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1000,factual_qa,rajpurkar/squad_v2,5,10,0.939299,0.060701,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10038,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10189,factual_qa,rajpurkar/squad_v2,5,10,0.991897,0.008103,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10197,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10227,factual_qa,rajpurkar/squad_v2,5,10,0.998395,0.001605,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10472,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10479,factual_qa,rajpurkar/squad_v2,5,10,0.95173,0.04827,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10491,factual_qa,rajpurkar/squad_v2,5,10,0.986475,0.013525,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10535,factual_qa,rajpurkar/squad_v2,5,10,0.939813,0.060187,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10550,factual_qa,rajpurkar/squad_v2,5,10,0.950215,0.049785,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10757,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10760,factual_qa,rajpurkar/squad_v2,5,10,0.98428,0.01572,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10779,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10908,factual_qa,rajpurkar/squad_v2,5,10,0.931115,0.068885,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10966,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11005,factual_qa,rajpurkar/squad_v2,5,10,0.940608,0.059392,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11034,factual_qa,rajpurkar/squad_v2,5,10,0.999139,0.000861,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11035,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11075,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11086,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11149,factual_qa,rajpurkar/squad_v2,5,10,0.976033,0.023967,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11262,factual_qa,rajpurkar/squad_v2,5,10,0.977875,0.022125,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11313,factual_qa,rajpurkar/squad_v2,5,10,0.983856,0.016144,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1142,factual_qa,rajpurkar/squad_v2,5,10,0.999279,0.000721,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11559,factual_qa,rajpurkar/squad_v2,5,10,0.961117,0.038883,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11643,factual_qa,rajpurkar/squad_v2,5,10,0.917195,0.082805,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11652,factual_qa,rajpurkar/squad_v2,5,10,0.884364,0.115636,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1173,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11773,factual_qa,rajpurkar/squad_v2,5,10,0.956273,0.043727,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1239,factual_qa,rajpurkar/squad_v2,5,10,0.952414,0.047586,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1292,factual_qa,rajpurkar/squad_v2,5,10,0.973227,0.026773,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1302,factual_qa,rajpurkar/squad_v2,5,10,0.993259,0.006741,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1310,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1370,factual_qa,rajpurkar/squad_v2,5,10,0.9599,0.0401,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1470,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1601,factual_qa,rajpurkar/squad_v2,5,10,0.999761,0.000239,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1687,factual_qa,rajpurkar/squad_v2,5,10,0.951917,0.048083,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1717,factual_qa,rajpurkar/squad_v2,5,10,0.943949,0.056051,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1726,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1902,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1967,factual_qa,rajpurkar/squad_v2,5,10,0.939758,0.060242,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2022,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_204,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2060,factual_qa,rajpurkar/squad_v2,5,10,0.969671,0.030329,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2102,factual_qa,rajpurkar/squad_v2,5,10,0.999734,0.000266,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2289,factual_qa,rajpurkar/squad_v2,5,10,0.935086,0.064914,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2308,factual_qa,rajpurkar/squad_v2,5,10,0.97995,0.02005,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2682,factual_qa,rajpurkar/squad_v2,5,10,0.994541,0.005459,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2722,factual_qa,rajpurkar/squad_v2,5,10,0.97089,0.02911,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2951,factual_qa,rajpurkar/squad_v2,5,10,0.975874,0.024126,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3011,factual_qa,rajpurkar/squad_v2,5,10,0.927427,0.072573,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3024,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3095,factual_qa,rajpurkar/squad_v2,5,10,0.94712,0.05288,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3135,factual_qa,rajpurkar/squad_v2,5,10,0.7778,0.2222,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3208,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3339,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3373,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3388,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3396,factual_qa,rajpurkar/squad_v2,5,10,0.977239,0.022761,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3483,factual_qa,rajpurkar/squad_v2,5,10,0.976974,0.023026,sentence-transformers/all-MiniLM-L6-v2
factual_qa_349,factual_qa,rajpurkar/squad_v2,5,10,0.887709,0.112291,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3503,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3545,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3611,factual_qa,rajpurkar/squad_v2,5,10,0.981412,0.018588,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3634,factual_qa,rajpurkar/squad_v2,5,10,0.959487,0.040513,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3682,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3740,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3903,factual_qa,rajpurkar/squad_v2,5,10,0.966914,0.033086,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3920,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3976,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4028,factual_qa,rajpurkar/squad_v2,5,10,0.999914,8.6e-05,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4029,factual_qa,rajpurkar/squad_v2,5,10,0.997921,0.002079,sentence-transformers/all-MiniLM-L6-v2
factual_qa_419,factual_qa,rajpurkar/squad_v2,5,10,0.971684,0.028316,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4242,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4277,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4332,factual_qa,rajpurkar/squad_v2,5,10,0.992691,0.007309,sentence-transformers/all-MiniLM-L6-v2
factual_qa_436,factual_qa,rajpurkar/squad_v2,5,10,0.99766,0.00234,sentence-transformers/all-MiniLM-L6-v2
