item_id,task_type,perturbation_type,similarity,retention_probability,is_correct_simulated,similarity_metric
code_generation_11,code_generation,surface_noise,0.94385,0.8621150422575738,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,context_injection,0.961524,0.8727694264053321,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,formatting_changes,0.961581,0.8728011576080783,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,paraphrasing,0.860805,0.7851842064215762,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,reordering,0.792057,0.6808795254297584,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,surface_noise,0.919857,0.8447905811147722,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,context_injection,0.986476,0.8852026842182934,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,formatting_changes,0.984279,0.8842186254539963,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,paraphrasing,0.945343,0.8630803523900756,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,reordering,0.920965,0.84566960615744,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,surface_noise,0.98047,0.8824643627259268,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,context_injection,0.855873,0.778977481408994,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,formatting_changes,0.885516,0.8133294873276389,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,paraphrasing,0.847733,0.76829557652297,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,reordering,0.895295,0.8231550987501897,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,surface_noise,0.906664,0.8336933392852897,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,context_injection,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,formatting_changes,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,paraphrasing,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,reordering,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,surface_noise,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,context_injection,0.810276,0.7121399568949591,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,formatting_changes,0.871708,0.7982022268622966,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,paraphrasing,0.805304,0.7038494546602689,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,reordering,0.920235,0.8450913649001788,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,surface_noise,0.902753,0.8301728267889836,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,context_injection,0.959215,0.8714703327310152,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,formatting_changes,0.974499,0.8795874695506678,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,paraphrasing,0.830941,0.7445303486810884,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,reordering,0.815532,0.7206986143920888,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,surface_noise,0.969942,0.8772836543063027,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,context_injection,0.989488,0.8865195348816188,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,formatting_changes,0.990748,0.8870595330660851,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,paraphrasing,0.902724,0.830146316775948,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,reordering,0.985509,0.8847720262903396,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,surface_noise,0.987098,0.8854776566410196,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,context_injection,0.980302,0.8823855591046517,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,formatting_changes,0.976656,0.880644970975264,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,paraphrasing,0.932331,0.8542349888712981,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,reordering,0.962292,0.8731956032931405,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,surface_noise,0.80794,0.708268049448421,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,context_injection,0.91575,0.8414618933970524,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,formatting_changes,0.925768,0.8493884231952291,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,paraphrasing,0.892832,0.8207479655092655,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,reordering,0.874485,0.8013651370201083,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,surface_noise,0.905144,0.8323379488584159,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,context_injection,0.945761,0.8633483763318139,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,formatting_changes,0.962501,0.8733110739419385,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,paraphrasing,0.933888,0.8553459759248487,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,reordering,0.939196,0.8590246719651444,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,surface_noise,0.957981,0.8707649964667683,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,context_injection,0.817946,0.7245573501996934,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,formatting_changes,0.874275,0.8011280989981111,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,paraphrasing,0.730291,0.5610503445151145,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,reordering,0.855446,0.7784307227971334,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,surface_noise,0.878902,0.8062700502394384,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,context_injection,0.865774,0.7912364659546784,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,formatting_changes,0.91364,0.8397080433774273,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,paraphrasing,0.816117,0.7216379278788345,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,reordering,0.869027,0.795090172663993,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,surface_noise,0.918425,0.8436426120107365,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,context_injection,0.815658,0.7209011544883559,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,formatting_changes,0.920923,0.8456364315189182,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,paraphrasing,0.900483,0.8280795053087935,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,reordering,0.823202,0.7327993174802887,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,surface_noise,0.88543,0.8132398640187168,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,context_injection,0.607027,0.33247030973319425,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,formatting_changes,0.956824,0.8700965941988452,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,paraphrasing,0.714945,0.5296523166951739,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,reordering,0.604867,0.3293191614241828,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,surface_noise,0.608243,0.3342611296017963,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,context_injection,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,formatting_changes,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,paraphrasing,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,reordering,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,surface_noise,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,context_injection,0.982866,0.8835750552493784,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,formatting_changes,0.988762,0.8862054978095648,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,paraphrasing,0.988602,0.8861360022285962,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,reordering,0.99053,0.8869665587743061,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,surface_noise,0.982147,0.8832443324909103,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,context_injection,0.933632,0.8551643147857169,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,formatting_changes,0.945426,0.8631336500490501,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,paraphrasing,0.880524,0.8080327360010673,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,reordering,0.922455,0.8468391184113548,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,surface_noise,0.939768,0.8594112103673168,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,context_injection,0.809776,0.7113146998821747,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,formatting_changes,0.733537,0.5676704368783695,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,paraphrasing,0.938878,0.8588089553102431,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,reordering,0.54934,0.261412284991687,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,surface_noise,0.92095,0.8456577593884795,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,context_injection,0.957043,0.8702236394580158,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,formatting_changes,0.966447,0.8754509670172146,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,paraphrasing,0.961161,0.8725669681715651,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,reordering,0.985435,0.8847389104849737,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,surface_noise,0.983112,0.8836877053723093,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,context_injection,0.952204,0.8673581705873488,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,formatting_changes,0.937645,0.8579669584772491,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,paraphrasing,0.927172,0.8504477689359435,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,reordering,0.895682,0.8235292384883395,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,surface_noise,0.935868,0.8567377371119886,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,context_injection,0.975994,0.880322634744563,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,formatting_changes,0.983858,0.8840277551545386,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,paraphrasing,0.983304,0.8837754494283854,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,reordering,0.95776,0.8706378552251406,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,surface_noise,0.985164,0.8846174406993463,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,context_injection,0.974034,0.8793567487207605,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,formatting_changes,0.982866,0.8835750552493784,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,paraphrasing,0.869068,0.7951381992171498,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,reordering,0.987626,0.8857098286628786,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,surface_noise,0.98787,0.8858167354632929,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,context_injection,0.988579,0.886126003717226,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,formatting_changes,0.965402,0.8748916526589141,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,paraphrasing,0.948891,0.8653245992369689,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,reordering,0.988579,0.886126003717226,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,surface_noise,0.988579,0.886126003717226,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,context_injection,0.983446,0.8838402432410994,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,formatting_changes,0.972878,0.878778907786488,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,paraphrasing,0.965136,0.8747484379444495,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,reordering,0.983446,0.8838402432410994,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,surface_noise,0.983446,0.8838402432410994,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,context_injection,0.894826,0.8227002021618228,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,formatting_changes,0.863438,0.7884162401168378,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,paraphrasing,0.847774,0.7683507514627479,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,reordering,0.785447,0.668967006735605,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,surface_noise,0.856623,0.7799341994049838,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,context_injection,0.9682,0.8763774452688355,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,formatting_changes,0.974693,0.8796834377085547,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,paraphrasing,0.842549,0.7612072541411836,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,reordering,0.763774,0.6280820354249443,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,surface_noise,0.980037,0.8822610074445503,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,context_injection,0.997441,0.8898235420451501,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,formatting_changes,0.998444,0.8902229759786553,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,paraphrasing,0.950132,0.866093284832633,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,reordering,0.997663,0.8899122767436363,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,surface_noise,0.990787,0.8870761461211172,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,context_injection,0.876891,0.8040559882784974,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,formatting_changes,0.99276,0.8879087383979909,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,paraphrasing,0.970012,0.8773197706546596,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,reordering,0.884507,0.8122744021165502,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,surface_noise,0.936421,0.8571222708207826,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,context_injection,0.883649,0.8113710525935187,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,formatting_changes,0.875667,0.8026927988062285,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,paraphrasing,0.807612,0.7077210814117716,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,reordering,0.883378,0.8110845492397043,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,surface_noise,0.826362,0.7376479851706492,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,context_injection,0.934136,0.8555215840376169,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,formatting_changes,0.902113,0.829586380615144,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,paraphrasing,0.910136,0.8367287937648173,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,reordering,0.921757,0.8462930416404231,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,surface_noise,0.927166,0.8504432681852518,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,context_injection,0.944593,0.8625969990200428,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,formatting_changes,0.997099,0.889686479075402,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,paraphrasing,0.985187,0.884627761809488,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,reordering,0.951886,0.8671655374858096,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,surface_noise,0.996336,0.8893790974023696,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,context_injection,0.953412,0.8680850302229539,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,formatting_changes,0.931977,0.8539803442135292,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,paraphrasing,0.943603,0.8619541331929179,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,reordering,0.891973,0.8198978342240193,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,surface_noise,0.950988,0.8666186397467606,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,context_injection,0.999242,0.8905380837158161,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,formatting_changes,0.998945,0.8904210838285582,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,paraphrasing,0.997957,0.8900295049965785,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,reordering,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,surface_noise,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,context_injection,0.938939,0.8588503805851235,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,formatting_changes,0.969044,0.8768182919292369,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,paraphrasing,0.933138,0.854812648363019,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,reordering,0.937102,0.8575933225255701,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,surface_noise,0.96335,0.8737779177725657,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,context_injection,0.990488,0.8869486245316653,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,formatting_changes,0.99118,0.8872432170895985,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,paraphrasing,0.895023,0.8228914760831554,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,reordering,0.967896,0.8762178294219136,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,surface_noise,0.995124,0.8888862745578974,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,context_injection,0.977166,0.8808919654096912,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,formatting_changes,0.980961,0.8826939771196496,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,paraphrasing,0.953439,0.8681011878735028,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,reordering,0.961796,0.8729206997239232,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,surface_noise,0.980523,0.8824891980753244,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,context_injection,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,formatting_changes,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,paraphrasing,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,reordering,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,surface_noise,1.0,0.8908352069115921,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,context_injection,1.0,0.8908352069115921,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,formatting_changes,0.998061,0.89007089579315,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,paraphrasing,0.991205,0.8872538242652301,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,reordering,0.990272,0.8868562800705417,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,surface_noise,0.990203,0.8868267418664237,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,context_injection,0.985206,0.8846362862828188,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,formatting_changes,0.97932,0.8819224845783524,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,paraphrasing,0.985272,0.8846658859366858,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,reordering,0.953493,0.8681334916156993,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,surface_noise,0.984728,0.8844213712383828,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,context_injection,0.860724,0.7850838808989913,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,formatting_changes,0.926843,0.8502006444291244,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,paraphrasing,0.908834,0.835600307494621,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,reordering,0.91557,0.8413134424725905,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,surface_noise,0.854441,0.7771379313562514,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,context_injection,0.889014,0.8169270032081917,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,formatting_changes,0.921977,0.8464654971331917,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,paraphrasing,0.865677,0.791120240178909,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,reordering,0.943363,0.861797453956971,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,surface_noise,0.926402,0.8498683256396959,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,context_injection,0.948791,0.8652622936229313,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,formatting_changes,0.9151,0.8409247973747904,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,paraphrasing,0.917232,0.8426759210375976,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,reordering,0.86792,0.7937883390964457,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,surface_noise,0.941138,0.8603293121203162,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,context_injection,0.870081,0.7963205147569867,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,formatting_changes,0.886097,0.8139334811152501,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,paraphrasing,0.871094,0.7974945940098874,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,reordering,0.958337,0.8709692776798863,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,surface_noise,0.903213,0.830592527861677,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,context_injection,0.863243,0.7881788132749186,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,formatting_changes,0.944757,0.8627029615861359,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,paraphrasing,0.934477,0.8557624418769134,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,reordering,0.932215,0.8541516299515279,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,surface_noise,0.947149,0.8642314012837284,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,context_injection,0.974436,0.879556267999372,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,formatting_changes,0.99016,0.8868083243720433,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,paraphrasing,0.943601,0.8619528288787166,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,reordering,0.967854,0.87619574267389,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,surface_noise,0.982285,0.8833079797706758,1,sentence-transformers/all-MiniLM-L6-v2
