item_id,task_type,perturbation_type,n_original_outputs,n_perturbed_outputs,baseline_similarity,perturbation_similarity,uncorrected_drift,noise_corrected_drift,similarity_metric
code_generation_11,code_generation,formatting_changes,5,5,0.927812,0.924443,0.075557,0.003368,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,formatting_changes,5,5,0.955384,0.961581,0.038419,-0.006197,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,formatting_changes,5,5,0.975701,0.984279,0.015721,-0.008578,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,formatting_changes,5,5,0.869712,0.885516,0.114484,-0.015804,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,formatting_changes,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,formatting_changes,5,5,0.877173,0.871708,0.128292,0.005464,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,formatting_changes,5,5,0.97237,0.974499,0.025501,-0.00213,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,formatting_changes,5,5,0.988781,0.990748,0.009252,-0.001968,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,formatting_changes,5,5,0.98636,0.976656,0.023344,0.009704,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,formatting_changes,5,5,0.929578,0.925768,0.074232,0.003809,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,formatting_changes,5,5,0.955416,0.962501,0.037499,-0.007085,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,formatting_changes,5,5,0.832081,0.874275,0.125725,-0.042193,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,formatting_changes,5,5,0.918483,0.91364,0.08636,0.004843,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,formatting_changes,5,5,0.931755,0.920923,0.079077,0.010832,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,formatting_changes,5,5,0.952868,0.956824,0.043176,-0.003956,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,formatting_changes,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,formatting_changes,5,5,0.987754,0.988762,0.011238,-0.001008,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,formatting_changes,5,5,0.948622,0.945426,0.054574,0.003196,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,formatting_changes,5,5,0.948478,0.733537,0.266463,0.214941,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,formatting_changes,5,5,0.989709,0.966447,0.033553,0.023262,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,formatting_changes,5,5,0.957165,0.937645,0.062355,0.01952,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,formatting_changes,5,5,0.979728,0.983858,0.016142,-0.00413,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,formatting_changes,5,5,0.990566,0.982866,0.017134,0.007699,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,formatting_changes,5,5,0.977159,0.965402,0.034598,0.011756,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,formatting_changes,5,5,0.983808,0.972878,0.027122,0.01093,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,formatting_changes,5,5,0.897836,0.863438,0.136562,0.034398,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,formatting_changes,5,5,0.961786,0.974693,0.025307,-0.012907,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,formatting_changes,5,5,0.998333,0.998444,0.001556,-0.000111,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,formatting_changes,5,5,0.994826,0.99276,0.00724,0.002066,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,formatting_changes,5,5,0.873782,0.875667,0.124333,-0.001884,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,formatting_changes,5,5,0.936898,0.902113,0.097887,0.034785,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,formatting_changes,5,5,0.996137,0.997099,0.002901,-0.000962,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,formatting_changes,5,5,0.937858,0.931977,0.068023,0.005881,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,formatting_changes,5,5,1.0,0.998945,0.001055,0.001055,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,formatting_changes,5,5,0.976302,0.969044,0.030956,0.007259,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,formatting_changes,5,5,0.995718,0.99118,0.00882,0.004537,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,formatting_changes,5,5,0.980264,0.980961,0.019039,-0.000697,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,formatting_changes,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,formatting_changes,5,5,1.0,0.998061,0.001939,0.001939,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,formatting_changes,5,5,0.987407,0.97932,0.02068,0.008087,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,formatting_changes,5,5,0.945642,0.926843,0.073157,0.018799,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,formatting_changes,5,5,0.943326,0.921977,0.078023,0.021349,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,formatting_changes,5,5,0.946464,0.9151,0.0849,0.031363,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,formatting_changes,5,5,0.939959,0.886097,0.113903,0.053862,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,formatting_changes,5,5,0.90868,0.944757,0.055243,-0.036077,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,formatting_changes,5,5,0.986251,0.99016,0.00984,-0.003909,sentence-transformers/all-MiniLM-L6-v2
code_generation_102,code_generation,paraphrasing,5,5,0.98761,0.973091,0.026909,0.014519,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,paraphrasing,5,5,0.877013,0.918932,0.081068,-0.041918,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,paraphrasing,5,5,0.991559,0.974111,0.025889,0.017448,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,paraphrasing,5,5,0.905124,0.906481,0.093519,-0.001357,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,paraphrasing,5,5,0.927812,0.897963,0.102037,0.029849,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,paraphrasing,5,5,0.955384,0.860805,0.139195,0.09458,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,paraphrasing,5,5,0.975701,0.945343,0.054657,0.030358,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,paraphrasing,5,5,0.869712,0.847733,0.152267,0.021979,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,paraphrasing,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,paraphrasing,5,5,0.877173,0.805304,0.194696,0.071869,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,paraphrasing,5,5,0.97237,0.830941,0.169059,0.141429,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,paraphrasing,5,5,0.988781,0.902724,0.097276,0.086057,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,paraphrasing,5,5,0.98636,0.932331,0.067669,0.054028,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,paraphrasing,5,5,0.929578,0.892832,0.107168,0.036746,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,paraphrasing,5,5,0.955416,0.933888,0.066112,0.021528,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,paraphrasing,5,5,0.832081,0.730291,0.269709,0.101791,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,paraphrasing,5,5,0.918483,0.816117,0.183883,0.102366,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,paraphrasing,5,5,0.931755,0.900483,0.099517,0.031273,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,paraphrasing,5,5,0.952868,0.714945,0.285055,0.237923,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,paraphrasing,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,paraphrasing,5,5,0.987754,0.988602,0.011398,-0.000848,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,paraphrasing,5,5,0.948622,0.880524,0.119476,0.068098,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,paraphrasing,5,5,0.948478,0.938878,0.061122,0.0096,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,paraphrasing,5,5,0.989709,0.961161,0.038839,0.028548,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,paraphrasing,5,5,0.957165,0.927172,0.072828,0.029992,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,paraphrasing,5,5,0.979728,0.983304,0.016696,-0.003576,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,paraphrasing,5,5,0.990566,0.869068,0.130932,0.121497,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,paraphrasing,5,5,0.977159,0.948891,0.051109,0.028268,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,paraphrasing,5,5,0.983808,0.965136,0.034864,0.018673,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,paraphrasing,5,5,0.897836,0.847774,0.152226,0.050061,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,paraphrasing,5,5,0.961786,0.842549,0.157451,0.119237,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,paraphrasing,5,5,0.998333,0.950132,0.049868,0.048201,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,paraphrasing,5,5,0.994826,0.970012,0.029988,0.024814,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,paraphrasing,5,5,0.873782,0.807612,0.192388,0.06617,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,paraphrasing,5,5,0.936898,0.910136,0.089864,0.026762,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,paraphrasing,5,5,0.996137,0.985187,0.014813,0.01095,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,paraphrasing,5,5,0.937858,0.943603,0.056397,-0.005745,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,paraphrasing,5,5,1.0,0.997957,0.002043,0.002043,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,paraphrasing,5,5,0.976302,0.933138,0.066862,0.043165,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,paraphrasing,5,5,0.995718,0.895023,0.104977,0.100694,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,paraphrasing,5,5,0.980264,0.953439,0.046561,0.026825,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,paraphrasing,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,paraphrasing,5,5,1.0,0.991205,0.008795,0.008795,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,paraphrasing,5,5,0.987407,0.985272,0.014728,0.002135,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,paraphrasing,5,5,0.945642,0.908834,0.091166,0.036808,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,paraphrasing,5,5,0.943326,0.865677,0.134323,0.077649,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,paraphrasing,5,5,0.946464,0.917232,0.082768,0.029231,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,paraphrasing,5,5,0.939959,0.871094,0.128906,0.068865,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,paraphrasing,5,5,0.90868,0.934477,0.065523,-0.025797,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,paraphrasing,5,5,0.986251,0.943601,0.056399,0.04265,sentence-transformers/all-MiniLM-L6-v2
code_generation_102,code_generation,reordering,5,5,0.98761,0.986123,0.013877,0.001487,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,reordering,5,5,0.877013,0.635051,0.364949,0.241963,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,reordering,5,5,0.991559,0.896993,0.103007,0.094566,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,reordering,5,5,0.905124,0.914832,0.085168,-0.009708,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,reordering,5,5,0.927812,0.91582,0.08418,0.011992,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,reordering,5,5,0.955384,0.792057,0.207943,0.163327,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,reordering,5,5,0.975701,0.920965,0.079035,0.054736,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,reordering,5,5,0.869712,0.895295,0.104705,-0.025583,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,reordering,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,reordering,5,5,0.877173,0.920235,0.079765,-0.043062,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,reordering,5,5,0.97237,0.815532,0.184468,0.156838,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,reordering,5,5,0.988781,0.985509,0.014491,0.003272,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,reordering,5,5,0.98636,0.962292,0.037708,0.024068,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,reordering,5,5,0.929578,0.874485,0.125515,0.055093,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,reordering,5,5,0.955416,0.939196,0.060804,0.01622,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,reordering,5,5,0.832081,0.855446,0.144554,-0.023364,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,reordering,5,5,0.918483,0.869027,0.130973,0.049456,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,reordering,5,5,0.931755,0.823202,0.176798,0.108554,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,reordering,5,5,0.952868,0.604867,0.395133,0.348,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,reordering,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,reordering,5,5,0.987754,0.99053,0.00947,-0.002776,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,reordering,5,5,0.948622,0.922455,0.077545,0.026168,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,reordering,5,5,0.948478,0.54934,0.45066,0.399138,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,reordering,5,5,0.989709,0.985435,0.014565,0.004274,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,reordering,5,5,0.957165,0.895682,0.104318,0.061483,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,reordering,5,5,0.979728,0.95776,0.04224,0.021968,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,reordering,5,5,0.990566,0.987626,0.012374,0.00294,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,reordering,5,5,0.977159,0.988579,0.011421,-0.011421,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,reordering,5,5,0.983808,0.983446,0.016554,0.000362,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,reordering,5,5,0.897836,0.785447,0.214553,0.112388,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,reordering,5,5,0.961786,0.763774,0.236226,0.198012,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,reordering,5,5,0.998333,0.997663,0.002337,0.00067,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,reordering,5,5,0.994826,0.884507,0.115493,0.110319,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,reordering,5,5,0.873782,0.883378,0.116622,-0.009595,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,reordering,5,5,0.936898,0.921757,0.078243,0.015141,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,reordering,5,5,0.996137,0.951886,0.048114,0.044251,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,reordering,5,5,0.937858,0.891973,0.108027,0.045885,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,reordering,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,reordering,5,5,0.976302,0.937102,0.062898,0.039201,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,reordering,5,5,0.995718,0.967896,0.032104,0.027822,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,reordering,5,5,0.980264,0.961796,0.038204,0.018468,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,reordering,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,reordering,5,5,1.0,0.990272,0.009728,0.009728,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,reordering,5,5,0.987407,0.953493,0.046507,0.033914,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,reordering,5,5,0.945642,0.91557,0.08443,0.030072,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,reordering,5,5,0.943326,0.943363,0.056637,-3.7e-05,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,reordering,5,5,0.946464,0.86792,0.13208,0.078544,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,reordering,5,5,0.939959,0.958337,0.041663,-0.018378,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,reordering,5,5,0.90868,0.932215,0.067785,-0.023535,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,reordering,5,5,0.986251,0.967854,0.032146,0.018397,sentence-transformers/all-MiniLM-L6-v2
code_generation_102,code_generation,surface_noise,5,5,0.98761,0.980755,0.019245,0.006855,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,surface_noise,5,5,0.877013,0.906927,0.093073,-0.029913,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,surface_noise,5,5,0.991559,0.975675,0.024325,0.015884,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,surface_noise,5,5,0.905124,0.926077,0.073923,-0.020953,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,surface_noise,5,5,0.927812,0.94385,0.05615,-0.016038,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,surface_noise,5,5,0.955384,0.919857,0.080143,0.035527,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,surface_noise,5,5,0.975701,0.98047,0.01953,-0.004769,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,surface_noise,5,5,0.869712,0.906664,0.093336,-0.036952,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,surface_noise,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,surface_noise,5,5,0.877173,0.902753,0.097247,-0.02558,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,surface_noise,5,5,0.97237,0.969942,0.030058,0.002428,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,surface_noise,5,5,0.988781,0.987098,0.012902,0.001683,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,surface_noise,5,5,0.98636,0.80794,0.19206,0.17842,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,surface_noise,5,5,0.929578,0.905144,0.094856,0.024434,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,surface_noise,5,5,0.955416,0.957981,0.042019,-0.002565,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,surface_noise,5,5,0.832081,0.878902,0.121098,-0.046821,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,surface_noise,5,5,0.918483,0.918425,0.081575,5.9e-05,sentence-transformers/all-MiniLM-L6-v2
