item_id,task_type,perturbation_type,n_original_outputs,n_perturbed_outputs,baseline_similarity,perturbation_similarity,uncorrected_drift,noise_corrected_drift,similarity_metric,problem_content_recall,problem_content_jaccard,prompt_content_recall,math_token_recall,number_recall,problem_length_delta_tokens,original_mean_output_length_tokens,original_answer_token_f1,original_answer_containment,paraphrase_mean_output_length_tokens,paraphrase_answer_token_f1,paraphrase_answer_containment,output_length_delta_tokens,answer_token_f1_delta,answer_containment_delta
math_reasoning_2817,math_reasoning,paraphrasing,5,5,0.989115,0.974821,0.025179,0.014294,sentence-transformers/all-MiniLM-L6-v2,0.7857142857142857,0.6470588235294118,0.8235294117647058,0.9090909090909091,1.0,2,708.8,0.005844567486287769,1.0,625.0,0.006433955895624589,1.0,-83.79999999999995,0.0005893884093368202,0.0
math_reasoning_2832,math_reasoning,paraphrasing,5,5,0.874907,0.87922,0.12078,-0.004313,sentence-transformers/all-MiniLM-L6-v2,0.6428571428571429,0.375,0.75,0.8,0.6666666666666666,12,1442.0,0.005587478610968468,0.0,1323.0,0.006101891611885438,0.0,-119.0,0.0005144130009169696,0.0
math_reasoning_2873,math_reasoning,paraphrasing,5,5,0.952762,0.854454,0.145546,0.098307,sentence-transformers/all-MiniLM-L6-v2,0.5833333333333334,0.3684210526315789,0.7222222222222222,0.3,0.375,9,219.0,0.009258371626526474,1.0,297.8,0.006702715734923913,1.0,78.80000000000001,-0.0025556558916025613,0.0
math_reasoning_2891,math_reasoning,paraphrasing,5,5,0.86848,0.833497,0.166503,0.034983,sentence-transformers/all-MiniLM-L6-v2,0.9444444444444444,0.8947368421052632,0.9523809523809523,1.0,1.0,-2,1377.0,0.0015313577060067792,1.0,1197.0,0.0014677997540144187,1.0,-180.0,-6.355795199236049e-05,0.0
math_reasoning_3251,math_reasoning,paraphrasing,5,5,0.991696,0.990679,0.009321,0.001017,sentence-transformers/all-MiniLM-L6-v2,0.7,0.3888888888888889,0.8125,1.0,1.0,9,92.0,0.02152819051190568,1.0,92.4,0.021427969422681423,1.0,0.4000000000000057,-0.00010022108922425749,0.0
math_reasoning_3336,math_reasoning,paraphrasing,5,5,0.859606,0.894606,0.105394,-0.035,sentence-transformers/all-MiniLM-L6-v2,0.8888888888888888,0.8275862068965517,0.9,1.0,1.0,-4,655.4,0.0030667147075833967,1.0,674.4,0.002981361552417338,1.0,19.0,-8.535315516605864e-05,0.0
math_reasoning_3374,math_reasoning,paraphrasing,5,5,0.853451,0.847627,0.152373,0.005824,sentence-transformers/all-MiniLM-L6-v2,0.68,0.4473684210526316,0.7419354838709677,1.0,1.0,8,3081.8,0.0006633665323410017,1.0,2784.0,0.0007260490920329297,1.0,-297.8000000000002,6.2682559691928e-05,0.0
math_reasoning_338,math_reasoning,paraphrasing,5,5,0.949892,0.916359,0.083641,0.033533,sentence-transformers/all-MiniLM-L6-v2,0.8666666666666667,0.8,0.8787878787878788,1.0,1.0,-10,2478.6,0.0016533224448218812,1.0,2327.0,0.0017425694309973869,1.0,-151.5999999999999,8.92469861755057e-05,0.0
math_reasoning_3402,math_reasoning,paraphrasing,5,5,0.925086,0.92829,0.07171,-0.003204,sentence-transformers/all-MiniLM-L6-v2,0.75,0.5142857142857142,0.8,1.0,1.0,11,1186.0,0.001793222470344305,1.0,1040.8,0.001958033529078227,1.0,-145.20000000000005,0.00016481105873392197,0.0
math_reasoning_3715,math_reasoning,paraphrasing,5,5,0.999708,0.9852,0.0148,0.014508,sentence-transformers/all-MiniLM-L6-v2,0.6363636363636364,0.30434782608695654,0.7647058823529411,1.0,1.0,6,36.0,0.05405405405405406,1.0,35.0,0.05555555555555556,1.0,-1.0,0.0015015015015015024,0.0
math_reasoning_3886,math_reasoning,paraphrasing,5,5,0.904184,0.879522,0.120478,0.024662,sentence-transformers/all-MiniLM-L6-v2,0.6666666666666666,0.375,0.8,1.0,1.0,7,1134.0,0.0018903833279345149,1.0,991.6,0.0020315688154995317,1.0,-142.39999999999998,0.00014118548756501684,0.0
math_reasoning_4506,math_reasoning,paraphrasing,5,5,0.721827,0.46905,0.53095,0.252777,sentence-transformers/all-MiniLM-L6-v2,0.5238095238095238,0.44,0.5833333333333334,0.4444444444444444,0.0,-35,2913.4,0.0007004273626987627,1.0,1814.2,0.0,0.0,-1099.2,-0.0007004273626987627,-1.0
math_reasoning_4531,math_reasoning,paraphrasing,5,5,0.959954,0.95176,0.04824,0.008194,sentence-transformers/all-MiniLM-L6-v2,0.6,0.46875,0.7,1.0,1.0,-12,175.0,0.022640783909333183,1.0,181.6,0.02201163772970622,1.0,6.599999999999994,-0.0006291461796269632,0.0
math_reasoning_467,math_reasoning,paraphrasing,5,5,0.964073,0.958824,0.041176,0.005249,sentence-transformers/all-MiniLM-L6-v2,0.6666666666666666,0.2857142857142857,0.8888888888888888,0.7,1.0,7,69.2,0.02869645306557277,1.0,75.0,0.0270813862408431,1.0,5.799999999999997,-0.0016150668247296683,0.0
math_reasoning_4807,math_reasoning,paraphrasing,5,5,0.869501,0.85538,0.14462,0.014121,sentence-transformers/all-MiniLM-L6-v2,0.6842105263157895,0.38235294117647056,0.76,1.0,1.0,22,231.2,0.008858499228472072,1.0,256.0,0.007933414283018726,1.0,24.80000000000001,-0.0009250849454533455,0.0
math_reasoning_4880,math_reasoning,paraphrasing,5,5,0.90036,0.897856,0.102144,0.002504,sentence-transformers/all-MiniLM-L6-v2,0.85,0.6071428571428571,0.8846153846153846,1.0,1.0,9,904.4,0.004456066961647363,1.0,996.2,0.0040667870122194655,1.0,91.80000000000007,-0.0003892799494278976,0.0
math_reasoning_4896,math_reasoning,paraphrasing,5,5,0.93928,0.937174,0.062826,0.002105,sentence-transformers/all-MiniLM-L6-v2,0.8461538461538461,0.5,0.8947368421052632,1.0,1.0,8,238.0,0.008465832616018378,1.0,241.2,0.0083278099409065,1.0,3.1999999999999886,-0.00013802267511187766,0.0
math_reasoning_4965,math_reasoning,paraphrasing,5,5,0.98305,0.947625,0.052375,0.035425,sentence-transformers/all-MiniLM-L6-v2,0.75,0.631578947368421,0.8571428571428571,1.0,1.0,2,238.0,0.01667819277458161,1.0,208.4,0.019145500445860747,1.0,-29.599999999999994,0.0024673076712791384,0.0
math_reasoning_5038,math_reasoning,paraphrasing,5,5,0.931337,0.930659,0.069341,0.000678,sentence-transformers/all-MiniLM-L6-v2,0.3888888888888889,0.22580645161290322,0.5652173913043478,0.75,0.5,8,932.2,0.0029116839169242583,1.0,1003.6,0.002993785865193446,1.0,71.39999999999998,8.210194826918779e-05,0.0
math_reasoning_5201,math_reasoning,paraphrasing,5,5,0.981013,0.953157,0.046843,0.027856,sentence-transformers/all-MiniLM-L6-v2,0.8095238095238095,0.4358974358974359,0.8518518518518519,1.0,1.0,23,1927.6,0.0020936218407011146,1.0,1925.6,0.002117461895448949,1.0,-2.0,2.3840054747834537e-05,0.0
math_reasoning_5281,math_reasoning,paraphrasing,5,5,0.953347,0.803165,0.196835,0.150182,sentence-transformers/all-MiniLM-L6-v2,0.42857142857142855,0.23076923076923078,0.6923076923076923,,,3,126.0,0.01582035820291517,1.0,67.2,0.03087972137152465,1.0,-58.8,0.01505936316860948,0.0
math_reasoning_5408,math_reasoning,paraphrasing,5,5,0.960934,0.873337,0.126663,0.087597,sentence-transformers/all-MiniLM-L6-v2,0.8571428571428571,0.6923076923076923,0.8888888888888888,1.0,1.0,6,349.2,0.011561217548003164,1.0,408.6,0.009939211425851675,1.0,59.400000000000034,-0.001622006122151489,0.0
math_reasoning_5497,math_reasoning,paraphrasing,5,5,0.995713,0.991894,0.008106,0.003819,sentence-transformers/all-MiniLM-L6-v2,0.8,0.42105263157894735,0.875,1.0,1.0,7,117.4,0.01689265536723164,1.0,170.0,0.012934567766500541,1.0,52.599999999999994,-0.003958087600731099,0.0
math_reasoning_5594,math_reasoning,paraphrasing,5,5,0.967718,0.925542,0.074458,0.042177,sentence-transformers/all-MiniLM-L6-v2,0.7142857142857143,0.35714285714285715,0.8461538461538461,1.0,1.0,10,55.0,0.03597995448723529,1.0,66.4,0.02974821860319324,1.0,11.400000000000006,-0.00623173588404205,0.0
math_reasoning_5912,math_reasoning,paraphrasing,5,5,0.996836,0.865941,0.134059,0.130895,sentence-transformers/all-MiniLM-L6-v2,0.5,0.125,0.875,0.25,1.0,11,6.2,0.48888888888888893,1.0,13.2,0.2642857142857143,1.0,6.999999999999999,-0.22460317460317464,0.0
math_reasoning_6164,math_reasoning,paraphrasing,5,5,0.922333,0.894531,0.105469,0.027802,sentence-transformers/all-MiniLM-L6-v2,0.7777777777777778,0.3684210526315789,0.8333333333333334,1.0,,30,1024.6,0.0020385051969698626,1.0,1358.4,0.0015211325540764407,1.0,333.8000000000002,-0.000517372642893422,0.0
math_reasoning_6746,math_reasoning,paraphrasing,5,5,0.980227,0.924592,0.075408,0.055636,sentence-transformers/all-MiniLM-L6-v2,0.8333333333333334,0.5263157894736842,0.8888888888888888,1.0,1.0,15,327.6,0.018371843897476602,1.0,437.6,0.013658141208892425,1.0,110.0,-0.004713702688584178,0.0
math_reasoning_6807,math_reasoning,paraphrasing,5,5,0.96574,0.916568,0.083432,0.049172,sentence-transformers/all-MiniLM-L6-v2,1.0,0.4166666666666667,1.0,0.2857142857142857,1.0,16,989.6,0.0060002005521813786,1.0,652.4,0.012270127500541423,1.0,-337.20000000000005,0.0062699269483600445,0.0
math_reasoning_7372,math_reasoning,paraphrasing,5,5,0.951014,0.927574,0.072426,0.023441,sentence-transformers/all-MiniLM-L6-v2,0.75,0.391304347826087,0.8823529411764706,1.0,1.0,13,139.0,0.02858348415622287,1.0,139.8,0.028616617978945342,1.0,0.8000000000000114,3.3133822722471173e-05,0.0
math_reasoning_7390,math_reasoning,paraphrasing,5,5,0.969001,0.976077,0.023923,-0.007077,sentence-transformers/all-MiniLM-L6-v2,1.0,0.5,1.0,1.0,1.0,10,974.6,0.006262480937956056,1.0,958.4,0.007469219138579715,1.0,-16.200000000000045,0.001206738200623659,0.0
math_reasoning_7546,math_reasoning,paraphrasing,5,5,0.971158,0.952679,0.047321,0.018479,sentence-transformers/all-MiniLM-L6-v2,0.7333333333333333,0.44,0.8095238095238095,1.0,1.0,13,262.4,0.015151110685015678,1.0,279.6,0.014213840972760452,1.0,17.200000000000045,-0.0009372697122552263,0.0
math_reasoning_8004,math_reasoning,paraphrasing,5,5,0.975975,0.954009,0.045991,0.021966,sentence-transformers/all-MiniLM-L6-v2,0.7692307692307693,0.47619047619047616,0.8421052631578947,1.0,1.0,9,110.8,0.03548900101268529,1.0,129.0,0.030616406795153782,1.0,18.200000000000003,-0.004872594217531508,0.0
math_reasoning_9083,math_reasoning,paraphrasing,5,5,0.980273,0.956496,0.043504,0.023777,sentence-transformers/all-MiniLM-L6-v2,1.0,0.6,1.0,1.0,1.0,7,80.8,0.04837449123554906,1.0,73.8,0.05323071989738657,1.0,-7.0,0.0048562286618375125,0.0
math_reasoning_9403,math_reasoning,paraphrasing,5,5,0.968331,0.960661,0.039339,0.00767,sentence-transformers/all-MiniLM-L6-v2,0.8888888888888888,0.5333333333333333,0.9333333333333333,1.0,1.0,2,72.8,0.027167016984368585,1.0,73.0,0.027035007610350076,1.0,0.20000000000000284,-0.0001320093740185095,0.0
math_reasoning_9599,math_reasoning,paraphrasing,5,5,0.888301,0.900461,0.099539,-0.012161,sentence-transformers/all-MiniLM-L6-v2,0.8076923076923077,0.5,0.84375,1.0,1.0,30,1089.8,0.001871050631404159,1.0,1014.6,0.0020030626287296507,1.0,-75.19999999999993,0.00013201199732549174,0.0
math_reasoning_9765,math_reasoning,paraphrasing,5,5,0.938051,0.920075,0.079925,0.017976,sentence-transformers/all-MiniLM-L6-v2,0.6666666666666666,0.4,0.8333333333333334,1.0,1.0,4,107.6,0.03716999679466233,1.0,94.0,0.042458777970577274,1.0,-13.599999999999994,0.005288781175914942,0.0
