item_id,task_type,dataset_name,n_outputs,n_pairs,mean_within_prompt_similarity,sampling_noise_drift,similarity_metric
code_generation_24,code_generation,bigcode/humanevalpack,5,10,0.957165,0.042835,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,bigcode/humanevalpack,5,10,0.979728,0.020272,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,bigcode/humanevalpack,5,10,0.990566,0.009434,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,bigcode/humanevalpack,5,10,0.977159,0.022841,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,bigcode/humanevalpack,5,10,0.983808,0.016192,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,bigcode/humanevalpack,5,10,0.897836,0.102164,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,bigcode/humanevalpack,5,10,0.961786,0.038214,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,bigcode/humanevalpack,5,10,0.998333,0.001667,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,bigcode/humanevalpack,5,10,0.994826,0.005174,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,bigcode/humanevalpack,5,10,0.873782,0.126218,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,bigcode/humanevalpack,5,10,0.936898,0.063102,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,bigcode/humanevalpack,5,10,0.996137,0.003863,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,bigcode/humanevalpack,5,10,0.937858,0.062142,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,bigcode/humanevalpack,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,bigcode/humanevalpack,5,10,0.976302,0.023698,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,bigcode/humanevalpack,5,10,0.995718,0.004282,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,bigcode/humanevalpack,5,10,0.980264,0.019736,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,bigcode/humanevalpack,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,bigcode/humanevalpack,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,bigcode/humanevalpack,5,10,0.987407,0.012593,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,bigcode/humanevalpack,5,10,0.945642,0.054358,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,bigcode/humanevalpack,5,10,0.943326,0.056674,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,bigcode/humanevalpack,5,10,0.946464,0.053536,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,bigcode/humanevalpack,5,10,0.939959,0.060041,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,bigcode/humanevalpack,5,10,0.90868,0.09132,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,bigcode/humanevalpack,5,10,0.986251,0.013749,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10038,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10197,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10550,factual_qa,rajpurkar/squad_v2,5,10,0.950215,0.049785,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10779,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10908,factual_qa,rajpurkar/squad_v2,5,10,0.931115,0.068885,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11075,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11262,factual_qa,rajpurkar/squad_v2,5,10,0.977875,0.022125,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11313,factual_qa,rajpurkar/squad_v2,5,10,0.983856,0.016144,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11559,factual_qa,rajpurkar/squad_v2,5,10,0.961117,0.038883,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11773,factual_qa,rajpurkar/squad_v2,5,10,0.956273,0.043727,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1292,factual_qa,rajpurkar/squad_v2,5,10,0.973227,0.026773,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1302,factual_qa,rajpurkar/squad_v2,5,10,0.993259,0.006741,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1601,factual_qa,rajpurkar/squad_v2,5,10,0.999761,0.000239,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2022,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2289,factual_qa,rajpurkar/squad_v2,5,10,0.935086,0.064914,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2682,factual_qa,rajpurkar/squad_v2,5,10,0.994541,0.005459,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3095,factual_qa,rajpurkar/squad_v2,5,10,0.94712,0.05288,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3135,factual_qa,rajpurkar/squad_v2,5,10,0.7778,0.2222,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3339,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3373,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3740,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3976,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4029,factual_qa,rajpurkar/squad_v2,5,10,0.997921,0.002079,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4277,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5271,factual_qa,rajpurkar/squad_v2,5,10,0.942487,0.057513,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5359,factual_qa,rajpurkar/squad_v2,5,10,0.943502,0.056498,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5525,factual_qa,rajpurkar/squad_v2,5,10,0.865402,0.134598,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6353,factual_qa,rajpurkar/squad_v2,5,10,0.931762,0.068238,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6442,factual_qa,rajpurkar/squad_v2,5,10,0.934981,0.065019,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6460,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6578,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6819,factual_qa,rajpurkar/squad_v2,5,10,0.959413,0.040587,sentence-transformers/all-MiniLM-L6-v2
factual_qa_684,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7048,factual_qa,rajpurkar/squad_v2,5,10,0.929723,0.070277,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7187,factual_qa,rajpurkar/squad_v2,5,10,0.953625,0.046375,sentence-transformers/all-MiniLM-L6-v2
factual_qa_720,factual_qa,rajpurkar/squad_v2,5,10,0.977539,0.022461,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7525,factual_qa,rajpurkar/squad_v2,5,10,0.934328,0.065672,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7699,factual_qa,rajpurkar/squad_v2,5,10,0.938513,0.061487,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7854,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7989,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_800,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8049,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8077,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8164,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8302,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8326,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8650,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8989,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_919,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_9228,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10051,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.936568,0.063432,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10521,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.952218,0.047782,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10586,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.944529,0.055471,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10682,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.96521,0.03479,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10926,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.948786,0.051214,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11055,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.956668,0.043332,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1121,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.955122,0.044878,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11297,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.980055,0.019945,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11759,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.954365,0.045635,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1600,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.924134,0.075866,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1650,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.984701,0.015299,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_190,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.972824,0.027176,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2166,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.841558,0.158442,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2652,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.934077,0.065923,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2817,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.989115,0.010885,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2832,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.874907,0.125093,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2873,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.952762,0.047238,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2891,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.86848,0.13152,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3251,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.991696,0.008304,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3336,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.859606,0.140394,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3374,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.853451,0.146549,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_338,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.949892,0.050108,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3402,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.925086,0.074914,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3715,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.999708,0.000292,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3886,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.904184,0.095816,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4506,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.721827,0.278173,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4531,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.959954,0.040046,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_467,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.964073,0.035927,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4807,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.869501,0.130499,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4880,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.90036,0.09964,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4896,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.93928,0.06072,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4965,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.98305,0.01695,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5038,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.931337,0.068663,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5201,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.981013,0.018987,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5281,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.953347,0.046653,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5408,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.960934,0.039066,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5497,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.995713,0.004287,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5594,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.967718,0.032282,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5912,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.996836,0.003164,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6164,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.922333,0.077667,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6746,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.980227,0.019773,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6807,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.96574,0.03426,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7372,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.951014,0.048986,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7390,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.969001,0.030999,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7546,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.971158,0.028842,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8004,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.975975,0.024025,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_9083,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.980273,0.019727,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_9403,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.968331,0.031669,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_9599,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.888301,0.111699,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_9765,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.938051,0.061949,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10208,open_ended_writing,tatsu-lab/alpaca,5,10,0.912328,0.087672,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_1043,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10774,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_1105,open_ended_writing,tatsu-lab/alpaca,5,10,0.83849,0.16151,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_11297,open_ended_writing,tatsu-lab/alpaca,5,10,0.901424,0.098576,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_12741,open_ended_writing,tatsu-lab/alpaca,5,10,0.977837,0.022163,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_1279,open_ended_writing,tatsu-lab/alpaca,5,10,0.977507,0.022493,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_13047,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_14306,open_ended_writing,tatsu-lab/alpaca,5,10,0.983555,0.016445,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_16258,open_ended_writing,tatsu-lab/alpaca,5,10,0.85833,0.14167,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_16598,open_ended_writing,tatsu-lab/alpaca,5,10,0.989983,0.010017,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_17839,open_ended_writing,tatsu-lab/alpaca,5,10,0.81306,0.18694,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_20111,open_ended_writing,tatsu-lab/alpaca,5,10,0.860464,0.139536,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_20944,open_ended_writing,tatsu-lab/alpaca,5,10,0.863427,0.136573,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_21063,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_2378,open_ended_writing,tatsu-lab/alpaca,5,10,0.861245,0.138755,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_24950,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_25984,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_26882,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_27838,open_ended_writing,tatsu-lab/alpaca,5,10,0.943006,0.056994,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_28407,open_ended_writing,tatsu-lab/alpaca,5,10,0.973036,0.026964,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_28710,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_32192,open_ended_writing,tatsu-lab/alpaca,5,10,0.92933,0.07067,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_33075,open_ended_writing,tatsu-lab/alpaca,5,10,0.881784,0.118216,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_33898,open_ended_writing,tatsu-lab/alpaca,5,10,0.899514,0.100486,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_34294,open_ended_writing,tatsu-lab/alpaca,5,10,0.998661,0.001339,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35012,open_ended_writing,tatsu-lab/alpaca,5,10,0.923021,0.076979,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35144,open_ended_writing,tatsu-lab/alpaca,5,10,0.801986,0.198014,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35341,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35625,open_ended_writing,tatsu-lab/alpaca,5,10,0.895974,0.104026,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35890,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_36102,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_41294,open_ended_writing,tatsu-lab/alpaca,5,10,0.844895,0.155105,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_42563,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_4286,open_ended_writing,tatsu-lab/alpaca,5,10,0.962155,0.037845,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_42931,open_ended_writing,tatsu-lab/alpaca,5,10,0.970893,0.029107,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_43335,open_ended_writing,tatsu-lab/alpaca,5,10,0.983637,0.016363,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_44324,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45032,open_ended_writing,tatsu-lab/alpaca,5,10,0.965062,0.034938,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45338,open_ended_writing,tatsu-lab/alpaca,5,10,0.991254,0.008746,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_47449,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_49476,open_ended_writing,tatsu-lab/alpaca,5,10,0.886636,0.113364,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_501,open_ended_writing,tatsu-lab/alpaca,5,10,0.940671,0.059329,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_50246,open_ended_writing,tatsu-lab/alpaca,5,10,0.92266,0.07734,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_6480,open_ended_writing,tatsu-lab/alpaca,5,10,0.969641,0.030359,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_6859,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_6968,open_ended_writing,tatsu-lab/alpaca,5,10,0.928817,0.071183,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_7032,open_ended_writing,tatsu-lab/alpaca,5,10,0.896753,0.103247,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_7384,open_ended_writing,tatsu-lab/alpaca,5,10,0.93403,0.06597,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_9613,open_ended_writing,tatsu-lab/alpaca,5,10,0.965015,0.034985,sentence-transformers/all-MiniLM-L6-v2
