branch,item_id,reference_answer,original_question,paraphrased_question,original_prompt,perturbed_prompt,noise_corrected_drift,question_content_recall,cue_disruption,question_context_content_overlap_delta,original_mean_factual_score,paraphrase_mean_factual_score,factual_score_delta,original_containment_rate,paraphrase_containment_rate,containment_rate_delta,original_mean_output_length_tokens,paraphrase_mean_output_length_tokens,output_length_delta_tokens,prompt_char_edit_distance,prompt_char_edit_distance_norm,question_char_edit_distance,question_char_edit_distance_norm,prompt_token_edit_distance,prompt_token_edit_distance_norm,question_token_edit_distance,question_token_edit_distance_norm,original_prompt_length_tokens,perturbed_prompt_length_tokens,prompt_length_delta_tokens,original_question_length_tokens,paraphrased_question_length_tokens,question_length_delta_tokens,question_length_ratio,mean_output_char_edit_distance,mean_output_char_edit_distance_norm,mean_output_token_edit_distance,mean_output_token_edit_distance_norm,median_output_token_edit_distance_norm,min_output_token_edit_distance_norm,max_output_token_edit_distance_norm,n_output_pairs,output_length_ratio,answer_compactness_loss_proxy,style_expansion_proxy,answer_scope_proxy
qwen_fixed,factual_qa_1292,below 0 °C,What is the temperature in the highest portion of the mountain range in winter?,What is the temperature at the highest elevation of the mountain range during winter?,"Context: The Victorian Alps in the northeast are the coldest part of Victoria. The Alps are part of the Great Dividing Range mountain system extending east-west through the centre of Victoria. Average temperatures are less than 9 °C (48 °F) in winter and below 0 °C (32 °F) in the highest parts of the ranges. The state's lowest minimum temperature of −11.7 °C (10.9 °F) was recorded at Omeo on 13 June 1965, and again at Falls Creek on 3 July 1970. Temperature extremes for the state are listed in the table below:

Question: What is the temperature in the highest portion of the mountain range in winter?","Context: The Victorian Alps in the northeast are the coldest part of Victoria. The Alps are part of the Great Dividing Range mountain system extending east-west through the centre of Victoria. Average temperatures are less than 9 °C (48 °F) in winter and below 0 °C (32 °F) in the highest parts of the ranges. The state's lowest minimum temperature of −11.7 °C (10.9 °F) was recorded at Omeo on 13 June 1965, and again at Falls Creek on 3 July 1970. Temperature extremes for the state are listed in the table below:

Question: What is the temperature at the highest elevation of the mountain range during winter?",0.004563,0.8571428571428571,0.0714285714285714,0.0,0.2785714285714286,0.2857142857142857,0.0071428571428571,1.0,1.0,0.0,18.6,18.0,-0.6000000000000014,57.291808873720136,0.09726962457337884,8.296296296296296,0.09876543209876543,3,0.026785714285714284,3,0.21428571428571427,112,112,0,14,14,0,1.0,10.12442184680991,0.10316549122519274,3.6,0.19047619047619047,0.16666666666666666,0.16666666666666666,0.2857142857142857,25,0.9677419354838709,-0.3540351978098629,-0.32894580050931715,-0.746353423371628
qwen_fixed,factual_qa_1302,freight services,What type of rail line is Pacific National?,What category of railway service does Pacific National provide?,"Context: Rail transport in Victoria is provided by several private and public railway operators who operate over government-owned lines. Major operators include: Metro Trains Melbourne which runs an extensive, electrified, passenger system throughout Melbourne and suburbs; V/Line which is now owned by the Victorian Government, operates a concentrated service to major regional centres, as well as long distance services on other lines; Pacific National, CFCL Australia which operate freight services; Great Southern Rail which operates The Overland Melbourne—Adelaide; and NSW TrainLink which operates XPTs Melbourne—Sydney.

Question: What type of rail line is Pacific National?","Context: Rail transport in Victoria is provided by several private and public railway operators who operate over government-owned lines. Major operators include: Metro Trains Melbourne which runs an extensive, electrified, passenger system throughout Melbourne and suburbs; V/Line which is now owned by the Victorian Government, operates a concentrated service to major regional centres, as well as long distance services on other lines; Pacific National, CFCL Australia which operate freight services; Great Southern Rail which operates The Overland Melbourne—Adelaide; and NSW TrainLink which operates XPTs Melbourne—Sydney.

Question: What category of railway service does Pacific National provide?",0.222532,0.5,0.1666666666666666,-0.0013976240391334,0.1615384615384615,0.5714285714285715,0.40989010989011,1.0,1.0,0.0,22.8,5.0,-17.8,21.311111111111096,0.03111111111111109,17.884615384615383,0.28846153846153844,5,0.050505050505050504,5,0.5555555555555556,98,99,1,8,9,1,1.125,90.38201878960015,0.6099519335809481,18.8,0.8242424242424242,0.8181818181818182,0.8181818181818182,0.8333333333333334,25,0.21929824561403508,-2.4803804152098916,-0.5340896644962735,-3.0778425047586127
qwen_fixed,factual_qa_1601,Switzerland and the Netherlands,What were the first two destinations of Huguenot emigres?,"Where did the initial group of Huguenots seek refuge after leaving France to escape persecution, and where did a contingent of Huguenots settle as part of a French colonization effort in 1555?","Context: The first Huguenots to leave France sought freedom from persecution in Switzerland and the Netherlands.[citation needed] A group of Huguenots was part of the French colonisers who arrived in Brazil in 1555 to found France Antarctique. A couple of ships with around 500 people arrived at the Guanabara Bay, present-day Rio de Janeiro, and settled in a small island. A fort, named Fort Coligny, was built to protect them from attack from the Portuguese troops and Brazilian Native Americans. It was an attempt to establish a French colony in South America. The fort was destroyed in 1560 by the Portuguese, who captured part of the Huguenots. The Portuguese threatened the prisoners with death if they did not convert to Catholicism. The Huguenots of Guanabara, as they are now known, produced a declaration of faith to express their beliefs to the Portuguese. This was their death sentence. This document, the Guanabara Confession of Faith, became the first Protestant confession of faith in the whole of the Americas.[citation needed]

Question: What were the first two destinations of Huguenot emigres?","Context: The first Huguenots to leave France sought freedom from persecution in Switzerland and the Netherlands.[citation needed] A group of Huguenots was part of the French colonisers who arrived in Brazil in 1555 to found France Antarctique. A couple of ships with around 500 people arrived at the Guanabara Bay, present-day Rio de Janeiro, and settled in a small island. A fort, named Fort Coligny, was built to protect them from attack from the Portuguese troops and Brazilian Native Americans. It was an attempt to establish a French colony in South America. The fort was destroyed in 1560 by the Portuguese, who captured part of the Huguenots. The Portuguese threatened the prisoners with death if they did not convert to Catholicism. The Huguenots of Guanabara, as they are now known, produced a declaration of faith to express their beliefs to the Portuguese. This was their death sentence. This document, the Guanabara Confession of Faith, became the first Protestant confession of faith in the whole of the Americas.[citation needed]

Question: Where did the initial group of Huguenots seek refuge after leaving France to escape persecution, and where did a contingent of Huguenots settle as part of a French colonization effort in 1555?",0.371976,0.0,1.0,0.0690496698248636,0.5,0.1382603833771798,-0.3617396166228201,1.0,1.0,0.0,12.0,54.0,42.0,128.02512998266897,0.1048526863084922,139.02439024390245,0.7317073170731707,30,0.14705882352941177,30,0.9375,181,204,23,9,32,23,3.5555555555555554,325.574783964934,0.9665688678923618,49.0,0.9071521900832247,0.9074074074074074,0.9,0.9137931034482759,25,4.5,1.5935174633788094,0.17914307192349324,1.7092881102498547
qwen_fixed,factual_qa_2022,Matthew Murray,Who designed Salamanca?,Who was the designer of the successful twin-cylinder locomotive Salamanca used by the Middleton Railway?,"Context: Trevithick continued his own experiments using a trio of locomotives, concluding with the Catch Me Who Can in 1808. Only four years later, the successful twin-cylinder locomotive Salamanca by Matthew Murray was used by the edge railed rack and pinion Middleton Railway. In 1825 George Stephenson built the Locomotion for the Stockton and Darlington Railway. This was the first public steam railway in the world and then in 1829, he built The Rocket which was entered in and won the Rainhill Trials. The Liverpool and Manchester Railway opened in 1830 making exclusive use of steam power for both passenger and freight trains.

Question: Who designed Salamanca?","Context: Trevithick continued his own experiments using a trio of locomotives, concluding with the Catch Me Who Can in 1808. Only four years later, the successful twin-cylinder locomotive Salamanca by Matthew Murray was used by the edge railed rack and pinion Middleton Railway. In 1825 George Stephenson built the Locomotion for the Stockton and Darlington Railway. This was the first public steam railway in the world and then in 1829, he built The Rocket which was entered in and won the Rainhill Trials. The Liverpool and Manchester Railway opened in 1830 making exclusive use of steam power for both passenger and freight trains.

Question: Who was the designer of the successful twin-cylinder locomotive Salamanca used by the Middleton Railway?",0.275824,0.6666666666666666,0.1111111111111111,0.1129032258064516,0.5714285714285715,0.2105263157894736,-0.3609022556390978,1.0,1.0,0.0,5.0,17.0,12.0,61.89677419354838,0.08387096774193548,66.744,0.648,14,0.11570247933884298,14,0.875,108,121,13,3,16,13,5.333333333333333,92.86092715231787,0.8145695364238409,15.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,25,3.4,1.5890965306205351,-0.1786659931700352,1.347058112398052
qwen_fixed,factual_qa_2289,photosynthesis,Oxygen is released in cellular respiration by?,What process releases oxygen in cellular respiration?,"Context: Many major classes of organic molecules in living organisms, such as proteins, nucleic acids, carbohydrates, and fats, contain oxygen, as do the major inorganic compounds that are constituents of animal shells, teeth, and bone. Most of the mass of living organisms is oxygen as it is a part of water, the major constituent of lifeforms. Oxygen is used in cellular respiration and released by photosynthesis, which uses the energy of sunlight to produce oxygen from water. It is too chemically reactive to remain a free element in air without being continuously replenished by the photosynthetic action of living organisms. Another form (allotrope) of oxygen, ozone (O 3), strongly absorbs UVB radiation and consequently the high-altitude ozone layer helps protect the biosphere from ultraviolet radiation, but is a pollutant near the surface where it is a by-product of smog. At even higher low earth orbit altitudes, sufficient atomic oxygen is present to cause erosion for spacecraft.

Question: Oxygen is released in cellular respiration by?","Context: Many major classes of organic molecules in living organisms, such as proteins, nucleic acids, carbohydrates, and fats, contain oxygen, as do the major inorganic compounds that are constituents of animal shells, teeth, and bone. Most of the mass of living organisms is oxygen as it is a part of water, the major constituent of lifeforms. Oxygen is used in cellular respiration and released by photosynthesis, which uses the energy of sunlight to produce oxygen from water. It is too chemically reactive to remain a free element in air without being continuously replenished by the photosynthetic action of living organisms. Another form (allotrope) of oxygen, ozone (O 3), strongly absorbs UVB radiation and consequently the high-altitude ozone layer helps protect the biosphere from ultraviolet radiation, but is a pollutant near the surface where it is a by-product of smog. At even higher low earth orbit altitudes, sufficient atomic oxygen is present to cause erosion for spacecraft.

Question: What process releases oxygen in cellular respiration?",0.041567,0.75,0.25,-0.0131362889983579,0.0223919603307232,0.0214379763081572,-0.0009539840225659,1.0,1.0,0.0,91.4,93.6,2.1999999999999886,40.63782207097716,0.039377734564900346,14.474226804123711,0.27835051546391754,5,0.030120481927710843,5,0.7142857142857143,166,166,0,7,7,0,1.0,398.20824577968955,0.6853638059019435,59.8,0.5938576780681428,0.5789473684210527,0.35714285714285715,0.7065217391304348,25,1.024070021881838,-0.31128709867149507,-0.2955502877672546,-0.6702098114911976
qwen_fixed,factual_qa_2682,50 kilopascals,At what point does oxygen toxicity begin to happen?,When does oxygen toxicity usually begin to occur?,"Context: Oxygen gas (O 2) can be toxic at elevated partial pressures, leading to convulsions and other health problems.[j] Oxygen toxicity usually begins to occur at partial pressures more than 50 kilopascals (kPa), equal to about 50% oxygen composition at standard pressure or 2.5 times the normal sea-level O 2 partial pressure of about 21 kPa. This is not a problem except for patients on mechanical ventilators, since gas supplied through oxygen masks in medical applications is typically composed of only 30%–50% O 2 by volume (about 30 kPa at standard pressure). (although this figure also is subject to wide variation, depending on type of mask).

Question: At what point does oxygen toxicity begin to happen?","Context: Oxygen gas (O 2) can be toxic at elevated partial pressures, leading to convulsions and other health problems.[j] Oxygen toxicity usually begins to occur at partial pressures more than 50 kilopascals (kPa), equal to about 50% oxygen composition at standard pressure or 2.5 times the normal sea-level O 2 partial pressure of about 21 kPa. This is not a problem except for patients on mechanical ventilators, since gas supplied through oxygen masks in medical applications is typically composed of only 30%–50% O 2 by volume (about 30 kPa at standard pressure). (although this figure also is subject to wide variation, depending on type of mask).

Question: When does oxygen toxicity usually begin to occur?",0.009049,0.5,0.75,0.0369458128078817,0.0940114703472616,0.1163824289405684,0.0223709585933068,1.0,1.0,0.0,40.6,37.2,-3.3999999999999986,47.06801736613602,0.06801736613603471,15.306122448979592,0.30612244897959184,5,0.041666666666666664,5,0.5555555555555556,120,119,-1,9,8,-1,0.8888888888888888,32.14175627976617,0.12789200467583392,8.2,0.19771834140523875,0.09302325581395349,0.024390243902439025,0.627906976744186,25,0.916256157635468,-0.43443351330021485,-0.3623413132513798,-0.8601472516040425
qwen_fixed,factual_qa_3095,"by assuming the task of interpreting the treaties, and accelerating economic and political integration",How is the judicial branch of the EU an important factor in the development of EU law?,"How does the EU judicial branch contribute to the evolution of EU law through interpreting treaties and promoting economic and political integration, with the Court of Justice of the European Union (CJEU) as the primary judicial body overseeing the European Court of Justice (ECJ) for cases of public significance, the General Court for detailed matters, and the Civil Service Tribunal for EU staff issues?","Context: The judicial branch of the EU has played an important role in the development of EU law, by assuming the task of interpreting the treaties, and accelerating economic and political integration. Today the Court of Justice of the European Union (CJEU) is the main judicial body, within which there is a higher European Court of Justice (commonly abbreviated as ECJ) that deals with cases that contain more public importance, and a General Court that deals with issues of detail but without general importance. There is also a Civil Service Tribunal to deal with EU staff issues, and then a separate Court of Auditors. Under the Treaty on European Union article 19(2) there is one judge from each member state, 28 at present, who are supposed to ""possess the qualifications required for appointment to the highest judicial offices"" (or for the General Court, the ""ability required for appointment to high judicial office""). A president is elected by the judges for three years. Under TEU article 19(3) is to be the ultimate court to interpret questions of EU law. In fact, most EU law is applied by member state courts (the English Court of Appeal, the German Bundesgerichtshof, the Belgian Cour du travail, etc.) but they can refer questions to the EU court for a preliminary ruling. The CJEU's duty is to ""ensure that in the interpretation and application of the Treaties the law is observed"", although realistically it has the ability to expand and develop the law according to the principles it deems to be appropriate. Arguably this has been done through both seminal and controversial judgments, including Van Gend en Loos, Mangold v Helm, and Kadi v Commission.

Question: How is the judicial branch of the EU an important factor in the development of EU law?","Context: The judicial branch of the EU has played an important role in the development of EU law, by assuming the task of interpreting the treaties, and accelerating economic and political integration. Today the Court of Justice of the European Union (CJEU) is the main judicial body, within which there is a higher European Court of Justice (commonly abbreviated as ECJ) that deals with cases that contain more public importance, and a General Court that deals with issues of detail but without general importance. There is also a Civil Service Tribunal to deal with EU staff issues, and then a separate Court of Auditors. Under the Treaty on European Union article 19(2) there is one judge from each member state, 28 at present, who are supposed to ""possess the qualifications required for appointment to the highest judicial offices"" (or for the General Court, the ""ability required for appointment to high judicial office""). A president is elected by the judges for three years. Under TEU article 19(3) is to be the ultimate court to interpret questions of EU law. In fact, most EU law is applied by member state courts (the English Court of Appeal, the German Bundesgerichtshof, the Belgian Cour du travail, etc.) but they can refer questions to the EU court for a preliminary ruling. The CJEU's duty is to ""ensure that in the interpretation and application of the Treaties the law is observed"", although realistically it has the ability to expand and develop the law according to the principles it deems to be appropriate. Arguably this has been done through both seminal and controversial judgments, including Van Gend en Loos, Mangold v Helm, and Kadi v Commission.

Question: How does the EU judicial branch contribute to the evolution of EU law through interpreting treaties and promoting economic and political integration, with the Court of Justice of the European Union (CJEU) as the primary judicial body overseeing the European Court of Justice (ECJ) for cases of public significance, the General Court for detailed matters, and the Civil Service Tribunal for EU staff issues?",0.045543,0.625,0.125,0.1318603831237513,0.0683671155061371,0.0537434968528736,-0.0146236186532634,0.0,0.0,0.0,279.6,390.0,110.39999999999998,225.8426787137921,0.1108158384267871,384.81573498964804,0.9668737060041408,55,0.1585014409221902,55,0.859375,300,347,47,17,64,47,3.764705882352941,2497.366187302066,0.9233169170698666,332.44,0.8515708498025534,0.8563218390804598,0.7796143250688705,0.896551724137931,25,1.3948497854077253,-0.23911686778271915,0.9949477403367378,0.6924584475015708
qwen_fixed,factual_qa_3135,article 30,Which TEFU article states that no quantitative restrictions can be placed on trade?,Which TEFU article prohibits placing quantitative restrictions on trade without a valid justification?,"Context: Although it is generally accepted that EU law has primacy, not all EU laws give citizens standing to bring claims: that is, not all EU laws have ""direct effect"". In Van Gend en Loos v Nederlandse Administratie der Belastingen it was held that the provisions of the Treaties (and EU Regulations) are directly effective, if they are (1) clear and unambiguous (2) unconditional, and (3) did not require EU or national authorities to take further action to implement them. Van Gend en Loos, a postal company, claimed that what is now TFEU article 30 prevented the Dutch Customs Authorities charging tariffs, when it imported urea-formaldehyde plastics from Germany to the Netherlands. After a Dutch court made a reference, the Court of Justice held that even though the Treaties did not ""expressly"" confer a right on citizens or companies to bring claims, they could do so. Historically, international treaties had only allowed states to have legal claims for their enforcement, but the Court of Justice proclaimed ""the Community constitutes a new legal order of international law"". Because article 30 clearly, unconditionally and immediately stated that no quantitative restrictions could be placed on trade, without a good justification, Van Gend en Loos could recover the money it paid for the tariff. EU Regulations are the same as Treaty provisions in this sense, because as TFEU article 288 states, they are ‘directly applicable in all Member States’. Moreover, member states comes under a duty not to replicate Regulations in their own law, in order to prevent confusion. For instance, in Commission v Italy the Court of Justice held that Italy had breached a duty under the Treaties, both by failing to operate a scheme to pay farmers a premium to slaughter cows (to reduce dairy overproduction), and by reproducing the rules in a decree with various additions. ""Regulations,"" held the Court of Justice, ""come into force solely by virtue of their publication"" and implementation could have the effect of ""jeopardizing their simultaneous and uniform application in the whole of the Union."" On the other hand, some Regulations may themselves expressly require implementing measures, in which case those specific rules should be followed.

Question: Which TEFU article states that no quantitative restrictions can be placed on trade?","Context: Although it is generally accepted that EU law has primacy, not all EU laws give citizens standing to bring claims: that is, not all EU laws have ""direct effect"". In Van Gend en Loos v Nederlandse Administratie der Belastingen it was held that the provisions of the Treaties (and EU Regulations) are directly effective, if they are (1) clear and unambiguous (2) unconditional, and (3) did not require EU or national authorities to take further action to implement them. Van Gend en Loos, a postal company, claimed that what is now TFEU article 30 prevented the Dutch Customs Authorities charging tariffs, when it imported urea-formaldehyde plastics from Germany to the Netherlands. After a Dutch court made a reference, the Court of Justice held that even though the Treaties did not ""expressly"" confer a right on citizens or companies to bring claims, they could do so. Historically, international treaties had only allowed states to have legal claims for their enforcement, but the Court of Justice proclaimed ""the Community constitutes a new legal order of international law"". Because article 30 clearly, unconditionally and immediately stated that no quantitative restrictions could be placed on trade, without a good justification, Van Gend en Loos could recover the money it paid for the tariff. EU Regulations are the same as Treaty provisions in this sense, because as TFEU article 288 states, they are ‘directly applicable in all Member States’. Moreover, member states comes under a duty not to replicate Regulations in their own law, in order to prevent confusion. For instance, in Commission v Italy the Court of Justice held that Italy had breached a duty under the Treaties, both by failing to operate a scheme to pay farmers a premium to slaughter cows (to reduce dairy overproduction), and by reproducing the rules in a decree with various additions. ""Regulations,"" held the Court of Justice, ""come into force solely by virtue of their publication"" and implementation could have the effect of ""jeopardizing their simultaneous and uniform application in the whole of the Union."" On the other hand, some Regulations may themselves expressly require implementing measures, in which case those specific rules should be followed.

Question: Which TEFU article prohibits placing quantitative restrictions on trade without a valid justification?",-0.019331,0.75,0.0833333333333333,-0.0007640067911714,0.1819104362867576,0.2488888888888888,0.0669784526021312,1.0,1.0,0.0,64.0,14.2,-49.8,45.688961748633886,0.019890710382513666,35.874316939890704,0.35519125683060104,9,0.024,9,0.6923076923076923,375,375,0,13,13,0,1.0,323.9272595952238,0.5205630021262359,58.92,0.7778527204502815,0.75,0.6923076923076923,0.9708333333333333,25,0.221875,-0.669943329689673,-0.9157526672627039,-1.6490684220048248
qwen_fixed,factual_qa_3339,2006,In which year did a toxic waste spill from a European ship prompt the Commission to look into legislation against waste?,When did a toxic waste spill from a European ship in Côte d'Ivoire lead to the Commission considering legislation against toxic waste?,"Context: In 2006, a toxic waste spill off the coast of Côte d'Ivoire, from a European ship, prompted the Commission to look into legislation against toxic waste. Environment Commissioner Stavros Dimas stated that ""Such highly toxic waste should never have left the European Union"". With countries such as Spain not even having a crime against shipping toxic waste, Franco Frattini, the Justice, Freedom and Security Commissioner, proposed with Dimas to create criminal sentences for ""ecological crimes"". The competence for the Union to do this was contested in 2005 at the Court of Justice resulting in a victory for the Commission. That ruling set a precedent that the Commission, on a supranational basis, may legislate in criminal law – something never done before. So far, the only other proposal has been the draft intellectual property rights directive. Motions were tabled in the European Parliament against that legislation on the basis that criminal law should not be an EU competence, but was rejected at vote. However, in October 2007, the Court of Justice ruled that the Commission could not propose what the criminal sanctions could be, only that there must be some.

Question: In which year did a toxic waste spill from a European ship prompt the Commission to look into legislation against waste?","Context: In 2006, a toxic waste spill off the coast of Côte d'Ivoire, from a European ship, prompted the Commission to look into legislation against toxic waste. Environment Commissioner Stavros Dimas stated that ""Such highly toxic waste should never have left the European Union"". With countries such as Spain not even having a crime against shipping toxic waste, Franco Frattini, the Justice, Freedom and Security Commissioner, proposed with Dimas to create criminal sentences for ""ecological crimes"". The competence for the Union to do this was contested in 2005 at the Court of Justice resulting in a victory for the Commission. That ruling set a precedent that the Commission, on a supranational basis, may legislate in criminal law – something never done before. So far, the only other proposal has been the draft intellectual property rights directive. Motions were tabled in the European Parliament against that legislation on the basis that criminal law should not be an EU competence, but was rejected at vote. However, in October 2007, the Court of Justice ruled that the Commission could not propose what the criminal sanctions could be, only that there must be some.

Question: When did a toxic waste spill from a European ship in Côte d'Ivoire lead to the Commission considering legislation against toxic waste?",0.580121,0.6363636363636364,0.4545454545454546,0.0105042016806722,1.0,0.3045698924731183,-0.6954301075268817,1.0,1.0,0.0,1.0,19.2,18.2,80.43545878693618,0.06220839813374801,31.66666666666667,0.23809523809523814,13,0.06018518518518518,13,0.5416666666666666,213,216,3,21,24,3,1.1428571428571428,100.07191011235955,0.6820224719101122,18.2,0.7804301075268818,0.9666666666666667,0.5,0.967741935483871,25,19.2,3.355270460042941,-0.10471878638403934,3.187179248606454
qwen_fixed,factual_qa_3373,Brazil,In what country can most of the Amazon rainforest be found?,Where is the majority of the Amazon rainforest located?,"Context: The Amazon rainforest (Portuguese: Floresta Amazônica or Amazônia; Spanish: Selva Amazónica, Amazonía or usually Amazonia; French: Forêt amazonienne; Dutch: Amazoneregenwoud), also known in English as Amazonia or the Amazon Jungle, is a moist broadleaf forest that covers most of the Amazon basin of South America. This basin encompasses 7,000,000 square kilometres (2,700,000 sq mi), of which 5,500,000 square kilometres (2,100,000 sq mi) are covered by the rainforest. This region includes territory belonging to nine nations. The majority of the forest is contained within Brazil, with 60% of the rainforest, followed by Peru with 13%, Colombia with 10%, and with minor amounts in Venezuela, Ecuador, Bolivia, Guyana, Suriname and French Guiana. States or departments in four nations contain ""Amazonas"" in their names. The Amazon represents over half of the planet's remaining rainforests, and comprises the largest and most biodiverse tract of tropical rainforest in the world, with an estimated 390 billion individual trees divided into 16,000 species.

Question: In what country can most of the Amazon rainforest be found?","Context: The Amazon rainforest (Portuguese: Floresta Amazônica or Amazônia; Spanish: Selva Amazónica, Amazonía or usually Amazonia; French: Forêt amazonienne; Dutch: Amazoneregenwoud), also known in English as Amazonia or the Amazon Jungle, is a moist broadleaf forest that covers most of the Amazon basin of South America. This basin encompasses 7,000,000 square kilometres (2,700,000 sq mi), of which 5,500,000 square kilometres (2,100,000 sq mi) are covered by the rainforest. This region includes territory belonging to nine nations. The majority of the forest is contained within Brazil, with 60% of the rainforest, followed by Peru with 13%, Colombia with 10%, and with minor amounts in Venezuela, Ecuador, Bolivia, Guyana, Suriname and French Guiana. States or departments in four nations contain ""Amazonas"" in their names. The Amazon represents over half of the planet's remaining rainforests, and comprises the largest and most biodiverse tract of tropical rainforest in the world, with an estimated 390 billion individual trees divided into 16,000 species.

Question: Where is the majority of the Amazon rainforest located?",0.048773,0.4,0.5333333333333334,0.0108622620380739,0.1176470588235294,0.1176470588235294,0.0,1.0,1.0,0.0,16.0,16.0,0.0,54.098810612991805,0.04940530649588293,21.75,0.375,7,0.03804347826086957,7,0.6363636363636364,184,182,-2,11,9,-2,0.8181818181818182,12.395604395604394,0.13186813186813184,5.0,0.3125,0.3125,0.3125,0.3125,25,1.0,-0.31632375466361434,-0.3217896192074466,-0.7014857989235088
qwen_fixed,factual_qa_3740,sponges,"Ctenophores, cnidarians and what other group are labelled diploblastic?","What other group, along with ctenophores and cnidarians, is classified as diploblastic?","Context: Like sponges and cnidarians, ctenophores have two main layers of cells that sandwich a middle layer of jelly-like material, which is called the mesoglea in cnidarians and ctenophores; more complex animals have three main cell layers and no intermediate jelly-like layer. Hence ctenophores and cnidarians have traditionally been labelled diploblastic, along with sponges. Both ctenophores and cnidarians have a type of muscle that, in more complex animals, arises from the middle cell layer, and as a result some recent text books classify ctenophores as triploblastic, while others still regard them as diploblastic.

Question: Ctenophores, cnidarians and what other group are labelled diploblastic?","Context: Like sponges and cnidarians, ctenophores have two main layers of cells that sandwich a middle layer of jelly-like material, which is called the mesoglea in cnidarians and ctenophores; more complex animals have three main cell layers and no intermediate jelly-like layer. Hence ctenophores and cnidarians have traditionally been labelled diploblastic, along with sponges. Both ctenophores and cnidarians have a type of muscle that, in more complex animals, arises from the middle cell layer, and as a result some recent text books classify ctenophores as triploblastic, while others still regard them as diploblastic.

Question: What other group, along with ctenophores and cnidarians, is classified as diploblastic?",0.0,0.8,0.0999999999999999,-0.0050031269543464,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,58.116511794138646,0.0822015725518227,42.27450980392157,0.5032679738562091,11,0.10185185185185185,11,0.9166666666666666,105,108,3,9,12,3,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1.0,-0.31632375466361434,-0.3217896192074466,-0.7014857989235088
qwen_fixed,factual_qa_3976,220 miles (350 km),How far is Fresno from Los Angeles?,What is the distance between Fresno and Los Angeles?,"Context: Fresno (/ˈfrɛznoʊ/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.

Question: How far is Fresno from Los Angeles?","Context: Fresno (/ˈfrɛznoʊ/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.

Question: What is the distance between Fresno and Los Angeles?",0.077711,0.6,0.4666666666666667,0.0,0.5333333333333333,0.4705882352941176,-0.0627450980392156,1.0,1.0,0.0,11.0,13.0,2.0,29.85592618878635,0.04187366926898506,21.0,0.4117647058823529,6,0.043795620437956206,6,0.6666666666666666,135,137,2,7,9,2,1.2857142857142858,33.61971830985915,0.4366197183098592,10.0,0.7692307692307694,0.7692307692307693,0.7692307692307693,0.7692307692307693,25,1.1818181818181819,0.014945392974021593,-0.2979356815345447,-0.34636271361297094
