item_id,task_type,perturbation_type,n_original_outputs,n_perturbed_outputs,original_performance,perturbed_performance,absolute_performance_change,pdr,performance_dropped,baseline_similarity,perturbation_similarity,uncorrected_drift,noise_corrected_drift,similarity_metric
code_generation_12,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.928678,0.931099,0.068901,-0.002421,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.928678,0.926102,0.073898,0.002576,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.928678,0.917129,0.082871,0.011550,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.928678,0.930423,0.069577,-0.001745,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false,0.914653,0.913356,0.086644,0.001296,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false,0.914653,0.920910,0.079090,-0.006258,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,paraphrasing,5,5,0.000000,0.000000,0.000000,,false,0.914653,0.905701,0.094299,0.008951,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false,0.914653,0.920645,0.079355,-0.005993,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false,0.914653,0.907800,0.092200,0.006853,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,context_injection,5,5,0.200000,0.400000,-0.200000,-1.000000,false,0.840089,0.865631,0.134369,-0.025542,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,formatting_changes,5,5,0.200000,0.400000,-0.200000,-1.000000,false,0.840089,0.875403,0.124597,-0.035314,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,paraphrasing,5,5,0.200000,0.400000,-0.200000,-1.000000,false,0.840089,0.808290,0.191710,0.031799,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,reordering,5,5,0.200000,0.600000,-0.400000,-2.000000,false,0.840089,0.887375,0.112625,-0.047286,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,surface_noise,5,5,0.200000,0.600000,-0.400000,-2.000000,false,0.840089,0.877750,0.122250,-0.037661,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.922637,0.919184,0.080816,0.003453,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.922637,0.918433,0.081567,0.004204,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.922637,0.887640,0.112360,0.034997,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.922637,0.912365,0.087635,0.010272,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.922637,0.909694,0.090306,0.012943,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false,0.936109,0.903312,0.096688,0.032797,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false,0.936109,0.905623,0.094377,0.030486,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,paraphrasing,5,5,0.000000,0.000000,0.000000,,false,0.936109,0.899048,0.100952,0.037061,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false,0.936109,0.903208,0.096792,0.032901,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false,0.936109,0.854848,0.145152,0.081262,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false,0.865670,0.868283,0.131717,-0.002613,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false,0.865670,0.899830,0.100170,-0.034160,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,paraphrasing,5,5,0.000000,0.000000,0.000000,,false,0.865670,0.708487,0.291513,0.157183,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false,0.865670,0.878905,0.121095,-0.013235,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false,0.865670,0.903336,0.096664,-0.037666,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,context_injection,5,5,0.600000,0.400000,0.200000,0.333333,true,0.907329,0.885056,0.114944,0.022272,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,formatting_changes,5,5,0.600000,0.200000,0.400000,0.666667,true,0.907329,0.889398,0.110602,0.017931,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,paraphrasing,5,5,0.600000,0.000000,0.600000,1.000000,true,0.907329,0.847955,0.152045,0.059373,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,reordering,5,5,0.600000,0.800000,-0.200000,-0.333333,false,0.907329,0.875692,0.124308,0.031637,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,surface_noise,5,5,0.600000,0.400000,0.200000,0.333333,true,0.907329,0.880884,0.119116,0.026445,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false,0.961107,0.960538,0.039462,0.000569,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,formatting_changes,5,5,0.000000,0.600000,-0.600000,,false,0.961107,0.934042,0.065958,0.027065,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,paraphrasing,5,5,0.000000,1.000000,-1.000000,,false,0.961107,0.923100,0.076900,0.038007,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false,0.961107,0.961065,0.038935,0.000042,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false,0.961107,0.945258,0.054742,0.015849,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.909354,0.925341,0.074659,-0.015986,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.909354,0.909151,0.090849,0.000204,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true,0.909354,0.890357,0.109643,0.018997,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.909354,0.927969,0.072031,-0.018615,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.909354,0.926434,0.073566,-0.017080,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false,0.877261,0.874153,0.125847,0.003108,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false,0.877261,0.892502,0.107498,-0.015241,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,paraphrasing,5,5,0.000000,0.000000,0.000000,,false,0.877261,0.897918,0.102082,-0.020657,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false,0.877261,0.857896,0.142104,0.019365,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false,0.877261,0.879289,0.120711,-0.002028,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,context_injection,5,5,0.200000,0.200000,0.000000,0.000000,false,0.790766,0.812459,0.187541,-0.021693,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,formatting_changes,5,5,0.200000,0.400000,-0.200000,-1.000000,false,0.790766,0.826402,0.173598,-0.035636,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,paraphrasing,5,5,0.200000,0.000000,0.200000,1.000000,true,0.790766,0.814441,0.185559,-0.023675,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,reordering,5,5,0.200000,0.200000,0.000000,0.000000,false,0.790766,0.787633,0.212367,0.003134,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,surface_noise,5,5,0.200000,0.000000,0.200000,1.000000,true,0.790766,0.846508,0.153492,-0.055741,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.892471,0.905452,0.094548,-0.012981,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.892471,0.917553,0.082447,-0.025082,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.892471,0.898911,0.101089,-0.006440,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.892471,0.903775,0.096225,-0.011304,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.892471,0.918996,0.081004,-0.026525,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,context_injection,5,5,0.800000,0.400000,0.400000,0.500000,true,0.871972,0.904054,0.095946,-0.032082,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,formatting_changes,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.871972,0.895677,0.104323,-0.023705,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,paraphrasing,5,5,0.800000,0.000000,0.800000,1.000000,true,0.871972,0.885282,0.114718,-0.013311,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,reordering,5,5,0.800000,0.200000,0.600000,0.750000,true,0.871972,0.892562,0.107438,-0.020591,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,surface_noise,5,5,0.800000,0.800000,0.000000,0.000000,false,0.871972,0.878844,0.121156,-0.006873,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,context_injection,5,5,1.000000,0.800000,0.200000,0.200000,true,0.930248,0.870952,0.129048,0.059297,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,formatting_changes,5,5,1.000000,0.800000,0.200000,0.200000,true,0.930248,0.921934,0.078066,0.008314,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true,0.930248,0.839048,0.160952,0.091200,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.930248,0.876783,0.123217,0.053465,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,surface_noise,5,5,1.000000,0.800000,0.200000,0.200000,true,0.930248,0.902008,0.097992,0.028240,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,context_injection,5,5,0.600000,0.200000,0.400000,0.666667,true,0.842521,0.855166,0.144834,-0.012645,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,formatting_changes,5,5,0.600000,0.200000,0.400000,0.666667,true,0.842521,0.838638,0.161362,0.003883,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,paraphrasing,5,5,0.600000,0.000000,0.600000,1.000000,true,0.842521,0.789788,0.210212,0.052733,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,reordering,5,5,0.600000,0.000000,0.600000,1.000000,true,0.842521,0.836898,0.163102,0.005623,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,surface_noise,5,5,0.600000,0.400000,0.200000,0.333333,true,0.842521,0.857876,0.142124,-0.015355,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.917439,0.913107,0.086893,0.004333,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.917439,0.866485,0.133515,0.050954,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,paraphrasing,5,5,1.000000,0.800000,0.200000,0.200000,true,0.917439,0.883480,0.116520,0.033960,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.917439,0.847691,0.152309,0.069748,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.917439,0.934328,0.065672,-0.016888,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,context_injection,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.915020,0.895774,0.104226,0.019246,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,formatting_changes,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.915020,0.901489,0.098511,0.013531,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,paraphrasing,5,5,0.800000,0.600000,0.200000,0.250000,true,0.915020,0.897943,0.102057,0.017077,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,reordering,5,5,0.800000,0.600000,0.200000,0.250000,true,0.915020,0.897387,0.102613,0.017633,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,surface_noise,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.915020,0.926541,0.073459,-0.011520,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,context_injection,5,5,1.000000,0.800000,0.200000,0.200000,true,0.942017,0.885859,0.114141,0.056158,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,formatting_changes,5,5,1.000000,0.800000,0.200000,0.200000,true,0.942017,0.871581,0.128419,0.070436,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942017,0.905158,0.094842,0.036860,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,reordering,5,5,1.000000,0.800000,0.200000,0.200000,true,0.942017,0.901350,0.098650,0.040667,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942017,0.899672,0.100328,0.042345,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false,0.869323,0.882959,0.117041,-0.013636,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false,0.869323,0.875018,0.124982,-0.005695,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,paraphrasing,5,5,0.000000,0.000000,0.000000,,false,0.869323,0.886269,0.113731,-0.016946,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,reordering,5,5,0.000000,0.200000,-0.200000,,false,0.869323,0.874523,0.125477,-0.005200,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false,0.869323,0.841940,0.158060,0.027383,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.932857,0.895967,0.104033,0.036891,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.932857,0.942840,0.057160,-0.009983,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.932857,0.875774,0.124226,0.057083,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.932857,0.927668,0.072332,0.005189,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.932857,0.925872,0.074128,0.006985,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927892,0.929060,0.070940,-0.001168,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927892,0.938796,0.061204,-0.010904,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927892,0.882704,0.117296,0.045188,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927892,0.947905,0.052095,-0.020013,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927892,0.933008,0.066992,-0.005116,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false,0.856113,0.869305,0.130695,-0.013192,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false,0.856113,0.872462,0.127538,-0.016349,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,paraphrasing,5,5,0.000000,0.000000,0.000000,,false,0.856113,0.797723,0.202277,0.058390,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false,0.856113,0.891645,0.108355,-0.035532,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false,0.856113,0.870801,0.129199,-0.014688,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false,0.872982,0.868896,0.131104,0.004085,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false,0.872982,0.878307,0.121693,-0.005325,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,paraphrasing,5,5,0.000000,0.200000,-0.200000,,false,0.872982,0.838842,0.161158,0.034139,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false,0.872982,0.879208,0.120792,-0.006226,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false,0.872982,0.899770,0.100230,-0.026789,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.916448,0.910969,0.089031,0.005480,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.916448,0.914457,0.085543,0.001991,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.916448,0.934846,0.065154,-0.018398,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.916448,0.916101,0.083899,0.000347,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.916448,0.942463,0.057537,-0.026015,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.918490,0.943474,0.056526,-0.024984,sentence-transformers/all-MiniLM-L6-v2
