item_id,task_type,dataset_name,source_index,source_id,sample_id,model_name,prompt_variant,perturbation_type,reference_answer,output_text,extracted_answer,performance_score,factual_containment_match,factual_token_f1,is_correct,needs_manual_review,correctness_method,notes
factual_qa_800,factual_qa,rajpurkar/squad_v2,800,570602fa52bb89140068979f,2,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,global,"Outside of national recognition, some cities in Southern California receive global recognition for being hubs of innovation, entrepreneurship, and entertainment. For example, Los Angeles is often referred to as the ""Entertainment Capital of the World"" due to its iconic film and television production industry, while San Diego is known for its biotech and telecommunications industries. Additionally, cities like Pasadena, Santa Monica, and Long Beach are famous for their beaches, while cities like Irvine, Newport Beach, and Laguna Beach are known for their upscale lifestyle and luxury shopping. Some cities, like San Jose and San Francisco, are recognized for their role in the tech industry, with many major tech companies having a presence in the region. Overall, these cities contribute to the global reputation of Southern California as a hub of creativity, innovation, and entertainment.",global,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8164,factual_qa,rajpurkar/squad_v2,8164,5729f12e3f37b319004785e3,1,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,pathogens or pathogen-infected cells,Antigen specificity allows responses that are tailored to specific pathogens or pathogen-infected cells.,pathogens or pathogen-infected cells,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_800,factual_qa,rajpurkar/squad_v2,800,570602fa52bb89140068979f,3,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,global,"Outside of national recognition, some cities in Southern California receive recognition for their unique cultural, entertainment, and lifestyle offerings, making them popular tourist destinations. For example:

* Beverly Hills is known for its luxury shopping and high-end lifestyle.
* Santa Monica is famous for its pier and beach, as well as its vibrant downtown area.
* Venice is recognized for its boardwalk, canals, and eclectic art scene.
* Long Beach is known for its port, aquarium, and Queen Mary ocean liner.
* Anaheim is home to Disneyland, a world-famous theme park.
* San Diego is famous for its beaches, Balboa Park, and the San Diego Zoo.
* Palm Springs is a popular destination for golfing, hot springs, and mid-century modern architecture.

These cities, among others, contribute to the rich tapestry of Southern California's cultural landscape, making them popular among tourists and locals alike.",global,0.000000,false,0.000000,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.00; token_f1=0.000000; binary correctness not assigned for factual QA
factual_qa_800,factual_qa,rajpurkar/squad_v2,800,570602fa52bb89140068979f,4,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,global,"Outside of national recognition, some cities in Southern California also get recognition for being hubs of innovation, entrepreneurship, and entertainment. For example, Los Angeles is known for its thriving tech industry, with cities like Santa Monica and Playa Vista being hotspots for startups and venture capital. Meanwhile, San Diego is recognized for its biotech and life sciences industries, with many major companies and research institutions calling the city home.

Additionally, cities like Pasadena, Beverly Hills, and Malibu are famous for their luxury and high-end lifestyles, with many celebrity homes and upscale shopping and dining destinations. The city of Palm Springs is also known for its mid-century modern architecture and design, and is a popular destination for architecture and design enthusiasts.

These types of recognition can contribute to a city's reputation and appeal, making it a desirable place to live, work, and visit.",global,0.000000,false,0.000000,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.00; token_f1=0.000000; binary correctness not assigned for factual QA
factual_qa_8164,factual_qa,rajpurkar/squad_v2,8164,5729f12e3f37b319004785e3,4,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,pathogens or pathogen-infected cells,Antigen specificity allows responses that are tailored to specific pathogens or pathogen-infected cells.,pathogens or pathogen-infected cells,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8164,factual_qa,rajpurkar/squad_v2,8164,5729f12e3f37b319004785e3,5,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,pathogens or pathogen-infected cells,Antigen specificity allows responses that are tailored to specific pathogens or pathogen-infected cells.,pathogens or pathogen-infected cells,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8164,factual_qa,rajpurkar/squad_v2,8164,5729f12e3f37b319004785e3,3,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,pathogens or pathogen-infected cells,Antigen specificity allows responses that are tailored to specific pathogens or pathogen-infected cells.,pathogens or pathogen-infected cells,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8164,factual_qa,rajpurkar/squad_v2,8164,5729f12e3f37b319004785e3,2,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,pathogens or pathogen-infected cells,Antigen specificity allows responses that are specific to certain types of pathogens or pathogen-infected cells.,pathogens or pathogen-infected cells,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_800,factual_qa,rajpurkar/squad_v2,800,570602fa52bb89140068979f,5,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,global,"Outside of national recognition, some cities in Southern California receive international recognition for their unique culture, economy, and attractions. For instance, cities like Los Angeles, San Diego, and Santa Monica are known for their world-class beaches, while cities like Pasadena and Beverly Hills are famous for their luxury and high-end lifestyles. Some cities like Anaheim and Buena Park are popular for their theme parks and family-friendly attractions, while cities like Long Beach and San Pedro are known for their ports and maritime activities. Additionally, cities like Palm Springs and La Jolla are recognized for their luxury resorts and upscale shopping districts. These cities, among others, contribute to the diverse and vibrant cultural landscape of Southern California.",global,0.000000,false,0.000000,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.00; token_f1=0.000000; binary correctness not assigned for factual QA
factual_qa_2289,factual_qa,rajpurkar/squad_v2,2289,571a49de4faf5e1900b8a94a,1,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,photosynthesis,Oxygen is released in cellular respiration.,photosynthesis,0.000000,false,0.000000,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.00; token_f1=0.000000; binary correctness not assigned for factual QA
factual_qa_2289,factual_qa,rajpurkar/squad_v2,2289,571a49de4faf5e1900b8a94a,4,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,photosynthesis,"Oxygen is released by photosynthesis, which uses the energy of sunlight to produce oxygen from water.",photosynthesis,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_2289,factual_qa,rajpurkar/squad_v2,2289,571a49de4faf5e1900b8a94a,2,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,photosynthesis,Oxygen is released in cellular respiration.,photosynthesis,0.000000,false,0.000000,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.00; token_f1=0.000000; binary correctness not assigned for factual QA
factual_qa_2289,factual_qa,rajpurkar/squad_v2,2289,571a49de4faf5e1900b8a94a,5,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,photosynthesis,Oxygen is released in cellular respiration.,photosynthesis,0.000000,false,0.000000,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.00; token_f1=0.000000; binary correctness not assigned for factual QA
factual_qa_2289,factual_qa,rajpurkar/squad_v2,2289,571a49de4faf5e1900b8a94a,3,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,photosynthesis,"Oxygen is released by photosynthesis, which uses the energy of sunlight to produce oxygen from water.",photosynthesis,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8650,factual_qa,rajpurkar/squad_v2,8650,572949306aef051400154c6b,2,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,2001,The Third Assessment Report was published in 2001.,2001,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8650,factual_qa,rajpurkar/squad_v2,8650,572949306aef051400154c6b,1,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,2001,The Third Assessment Report was published in 2001.,2001,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3373,factual_qa,rajpurkar/squad_v2,3373,5728349dff5b5019007d9f00,1,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,Brazil,"Most of the Amazon rainforest, 60%, is found in Brazil.",Brazil,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8650,factual_qa,rajpurkar/squad_v2,8650,572949306aef051400154c6b,3,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,2001,The Third Assessment Report was published in 2001.,2001,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8650,factual_qa,rajpurkar/squad_v2,8650,572949306aef051400154c6b,5,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,2001,The Third Assessment Report was published in 2001.,2001,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_8650,factual_qa,rajpurkar/squad_v2,8650,572949306aef051400154c6b,4,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,2001,The Third Assessment Report was published in 2001.,2001,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3373,factual_qa,rajpurkar/squad_v2,3373,5728349dff5b5019007d9f00,2,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,Brazil,"Most of the Amazon rainforest can be found in Brazil, with 60% of the rainforest.",Brazil,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3373,factual_qa,rajpurkar/squad_v2,3373,5728349dff5b5019007d9f00,3,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,Brazil,"Most of the Amazon rainforest can be found in Brazil, with 60% of the rainforest located within the country.",Brazil,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_7525,factual_qa,rajpurkar/squad_v2,7525,572870b2ff5b5019007da222,1,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,Milton Friedman,"According to the given context, Thomas Sowell, an American economist, social theorist, political philosopher, and author, is also an alumnus of the mentioned university.",Milton Friedman,0.000000,false,0.000000,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.00; token_f1=0.000000; binary correctness not assigned for factual QA
factual_qa_3373,factual_qa,rajpurkar/squad_v2,3373,5728349dff5b5019007d9f00,4,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,Brazil,"Most of the Amazon rainforest is contained within Brazil, which has 60% of the rainforest.",Brazil,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3373,factual_qa,rajpurkar/squad_v2,3373,5728349dff5b5019007d9f00,5,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,Brazil,"Most of the Amazon rainforest can be found in Brazil, with 60% of the rainforest.",Brazil,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_7525,factual_qa,rajpurkar/squad_v2,7525,572870b2ff5b5019007da222,5,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,Milton Friedman,"According to the context, Thomas Sowell is also a Nobel Memorial Prize in Economic Sciences winner who is an alumnus of the university.",Milton Friedman,0.000000,false,0.000000,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.00; token_f1=0.000000; binary correctness not assigned for factual QA
factual_qa_7525,factual_qa,rajpurkar/squad_v2,7525,572870b2ff5b5019007da222,3,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,Milton Friedman,"According to the context, Thomas Sowell, an American economist, social theorist, political philosopher, and author, is also a Nobel Memorial Prize in Economic Sciences winner and a university alumnus.",Milton Friedman,0.000000,false,0.000000,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.00; token_f1=0.000000; binary correctness not assigned for factual QA
factual_qa_7525,factual_qa,rajpurkar/squad_v2,7525,572870b2ff5b5019007da222,4,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,Milton Friedman,"According to the given context, Thomas Sowell is also a Nobel Memorial Prize in Economic Sciences winner and an alumnus.",Milton Friedman,0.000000,false,0.000000,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.00; token_f1=0.000000; binary correctness not assigned for factual QA
factual_qa_4029,factual_qa,rajpurkar/squad_v2,4029,5725d662ec44d21400f3d68b,1,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,Kearney Park,"According to the context, Kearney Park hosts the annual Civil War Revisited, the largest reenactment of the Civil War in the west coast of the U.S.",Kearney Park,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_7525,factual_qa,rajpurkar/squad_v2,7525,572870b2ff5b5019007da222,2,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,Milton Friedman,Thomas Sowell is also a Nobel Memorial Prize in Economic Sciences winner who is an alumnus.,Milton Friedman,0.000000,false,0.000000,,false,factual_qa_containment_token_f1,reference answer not contained; token overlap=0.00; token_f1=0.000000; binary correctness not assigned for factual QA
factual_qa_4029,factual_qa,rajpurkar/squad_v2,4029,5725d662ec44d21400f3d68b,4,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,Kearney Park,"Kearney Park hosts the annual Civil War Revisited, the largest reenactment of the Civil War in the west coast of the U.S.",Kearney Park,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_4029,factual_qa,rajpurkar/squad_v2,4029,5725d662ec44d21400f3d68b,3,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,Kearney Park,"Kearney Park is the park that hosts the largest Civil War reenactment on the west coast, specifically the annual Civil War Revisited.",Kearney Park,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_4029,factual_qa,rajpurkar/squad_v2,4029,5725d662ec44d21400f3d68b,2,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,Kearney Park,"Kearney Park hosts the annual Civil War Revisited, the largest reenactment of the Civil War on the west coast of the U.S.",Kearney Park,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_4029,factual_qa,rajpurkar/squad_v2,4029,5725d662ec44d21400f3d68b,5,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,Kearney Park,"Kearney Park is the largest of the Fresno region's park system and is home to historic Kearney Mansion and plays host to the annual Civil War Revisited, the largest reenactment of the Civil War in the west coast of the U.S.",Kearney Park,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,5730b541396df919000962c3,1,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,1776,Great Britain lost its colonies in North America in 1776.,1776,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,5730b541396df919000962c3,2,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,1776,Great Britain lost its colonies in North America in 1776.,1776,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,5730b541396df919000962c3,4,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,1776,Great Britain lost its colonies in North America in 1776.,1776,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,5730b541396df919000962c3,3,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,1776,Great Britain lost its colonies in North America in 1776.,1776,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3740,factual_qa,rajpurkar/squad_v2,3740,572647d0708984140094c14e,1,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,sponges,Sponges.,sponges,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,5730b541396df919000962c3,5,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,1776,Great Britain lost its colonies in North America in 1776.,1776,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3740,factual_qa,rajpurkar/squad_v2,3740,572647d0708984140094c14e,2,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,sponges,Sponges.,sponges,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3740,factual_qa,rajpurkar/squad_v2,3740,572647d0708984140094c14e,3,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,sponges,Sponges.,sponges,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3740,factual_qa,rajpurkar/squad_v2,3740,572647d0708984140094c14e,4,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,sponges,Sponges.,sponges,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3740,factual_qa,rajpurkar/squad_v2,3740,572647d0708984140094c14e,5,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,sponges,Sponges.,sponges,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3976,factual_qa,rajpurkar/squad_v2,3976,5725ce4d38643c19005acd4e,2,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,220 miles (350 km),Fresno is approximately 220 miles (350 km) northwest of Los Angeles.,220 miles (350 km),1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3976,factual_qa,rajpurkar/squad_v2,3976,5725ce4d38643c19005acd4e,3,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,220 miles (350 km),Fresno is approximately 220 miles (350 km) northwest of Los Angeles.,220 miles (350 km),1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3976,factual_qa,rajpurkar/squad_v2,3976,5725ce4d38643c19005acd4e,1,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,220 miles (350 km),Fresno is approximately 220 miles (350 km) northwest of Los Angeles.,220 miles (350 km),1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3976,factual_qa,rajpurkar/squad_v2,3976,5725ce4d38643c19005acd4e,4,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,220 miles (350 km),Fresno is approximately 220 miles (350 km) northwest of Los Angeles.,220 miles (350 km),1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
factual_qa_3976,factual_qa,rajpurkar/squad_v2,3976,5725ce4d38643c19005acd4e,5,meta-llama/Meta-Llama-3-8B-Instruct-Lite,original,,220 miles (350 km),Fresno is approximately 220 miles (350 km) northwest of Los Angeles.,220 miles (350 km),1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained in output; factual_score=1.0; binary correctness not assigned for factual QA
