item_id,task_type,perturbation_type,n_original_outputs,n_perturbed_outputs,original_performance,perturbed_performance,absolute_performance_change,pdr,performance_dropped,baseline_similarity,perturbation_similarity,uncorrected_drift,noise_corrected_drift,similarity_metric
code_generation_109,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.919763,0.934266,0.065734,-0.014502,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.970613,0.949131,0.050869,0.021482,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.970613,0.936682,0.063318,0.033931,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.970613,0.874408,0.125592,0.096205,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.970613,0.937421,0.062579,0.033192,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.970613,0.913252,0.086748,0.057361,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.947575,0.960341,0.039659,-0.012766,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,formatting_changes,5,5,1.000000,0.600000,0.400000,0.400000,true,0.947575,0.948813,0.051187,-0.001238,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.947575,0.951647,0.048353,-0.004072,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.947575,0.953039,0.046961,-0.005463,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,surface_noise,5,5,1.000000,0.000000,1.000000,1.000000,true,0.947575,0.889204,0.110796,0.058372,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.971837,0.979877,0.020123,-0.008040,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.971837,0.966979,0.033021,0.004858,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.971837,0.945375,0.054625,0.026461,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.971837,0.981084,0.018916,-0.009248,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.971837,0.951336,0.048664,0.020500,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.951059,0.943354,0.056646,0.007705,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.951059,0.949573,0.050427,0.001486,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.951059,0.964933,0.035067,-0.013874,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.951059,0.955931,0.044069,-0.004872,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.951059,0.947704,0.052296,0.003355,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.950751,0.954946,0.045054,-0.004195,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.950751,0.950041,0.049959,0.000709,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.950751,0.949456,0.050544,0.001295,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.950751,0.933711,0.066289,0.017040,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.950751,0.950504,0.049496,0.000247,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.936232,0.937770,0.062230,-0.001538,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,formatting_changes,5,5,1.000000,0.800000,0.200000,0.200000,true,0.936232,0.936097,0.063903,0.000135,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.936232,0.905352,0.094648,0.030880,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.936232,0.936193,0.063807,0.000039,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.936232,0.929083,0.070917,0.007150,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,context_injection,5,5,0.600000,1.000000,-0.400000,-0.666667,false,0.958282,0.962796,0.037204,-0.004515,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,formatting_changes,5,5,0.600000,1.000000,-0.400000,-0.666667,false,0.958282,0.953012,0.046988,0.005270,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,paraphrasing,5,5,0.600000,1.000000,-0.400000,-0.666667,false,0.958282,0.927140,0.072860,0.031142,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,reordering,5,5,0.600000,1.000000,-0.400000,-0.666667,false,0.958282,0.957387,0.042613,0.000895,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,surface_noise,5,5,0.600000,1.000000,-0.400000,-0.666667,false,0.958282,0.956010,0.043990,0.002272,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.939815,0.930633,0.069367,0.009182,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.939815,0.944640,0.055360,-0.004825,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.939815,0.944715,0.055285,-0.004900,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.939815,0.933178,0.066822,0.006638,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.939815,0.942795,0.057205,-0.002979,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,context_injection,5,5,0.600000,0.200000,0.400000,0.666667,true,0.942398,0.942280,0.057720,0.000118,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,formatting_changes,5,5,0.600000,0.400000,0.200000,0.333333,true,0.942398,0.952348,0.047652,-0.009950,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,paraphrasing,5,5,0.600000,0.800000,-0.200000,-0.333333,false,0.942398,0.935852,0.064148,0.006547,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,reordering,5,5,0.600000,0.600000,0.000000,0.000000,false,0.942398,0.931425,0.068575,0.010973,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,surface_noise,5,5,0.600000,0.000000,0.600000,1.000000,true,0.942398,0.860098,0.139902,0.082300,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,context_injection,5,5,1.000000,0.800000,0.200000,0.200000,true,0.957703,0.952472,0.047528,0.005232,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.957703,0.952430,0.047570,0.005273,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true,0.957703,0.839262,0.160738,0.118442,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.957703,0.950152,0.049848,0.007551,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.957703,0.954885,0.045115,0.002818,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,context_injection,5,5,0.800000,0.800000,0.000000,0.000000,false,0.947280,0.925427,0.074573,0.021854,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,formatting_changes,5,5,0.800000,0.600000,0.200000,0.250000,true,0.947280,0.916940,0.083060,0.030341,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,paraphrasing,5,5,0.800000,0.600000,0.200000,0.250000,true,0.947280,0.916738,0.083262,0.030542,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,reordering,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.947280,0.933546,0.066454,0.013734,sentence-transformers/all-MiniLM-L6-v2
code_generation_138,code_generation,surface_noise,5,5,0.800000,0.800000,0.000000,0.000000,false,0.947280,0.936735,0.063265,0.010545,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.904856,0.918995,0.081005,-0.014139,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.904856,0.931127,0.068873,-0.026271,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.904856,0.912909,0.087091,-0.008053,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,reordering,5,5,1.000000,0.600000,0.400000,0.400000,true,0.904856,0.912738,0.087262,-0.007882,sentence-transformers/all-MiniLM-L6-v2
code_generation_142,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.904856,0.925429,0.074571,-0.020573,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.965293,0.960311,0.039689,0.004981,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.965293,0.958780,0.041220,0.006513,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true,0.965293,0.944721,0.055279,0.020572,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.965293,0.962005,0.037995,0.003288,sentence-transformers/all-MiniLM-L6-v2
code_generation_143,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.965293,0.956370,0.043630,0.008922,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false,0.921702,0.920961,0.079039,0.000741,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false,0.921702,0.922426,0.077574,-0.000724,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,paraphrasing,5,5,0.000000,0.000000,0.000000,,false,0.921702,0.918273,0.081727,0.003430,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false,0.921702,0.921328,0.078672,0.000374,sentence-transformers/all-MiniLM-L6-v2
code_generation_145,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false,0.921702,0.932980,0.067020,-0.011278,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.910940,0.919014,0.080986,-0.008074,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.910940,0.937110,0.062890,-0.026169,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,paraphrasing,5,5,1.000000,0.400000,0.600000,0.600000,true,0.910940,0.927836,0.072164,-0.016896,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.910940,0.926774,0.073226,-0.015834,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.910940,0.936652,0.063348,-0.025712,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.985890,0.965958,0.034042,0.019932,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.985890,0.976483,0.023517,0.009407,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.985890,0.971425,0.028575,0.014465,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.985890,0.971655,0.028345,0.014235,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.985890,0.982599,0.017401,0.003291,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.961717,0.942109,0.057891,0.019608,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.961717,0.941507,0.058493,0.020211,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true,0.961717,0.947653,0.052347,0.014064,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.961717,0.951326,0.048674,0.010391,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.961717,0.946947,0.053053,0.014771,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.937145,0.941778,0.058222,-0.004633,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.937145,0.941324,0.058676,-0.004179,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true,0.937145,0.897058,0.102942,0.040087,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.937145,0.938194,0.061806,-0.001049,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.937145,0.936198,0.063802,0.000947,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.960141,0.946099,0.053901,0.014042,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,formatting_changes,5,5,1.000000,0.800000,0.200000,0.200000,true,0.960141,0.934899,0.065101,0.025242,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.960141,0.890775,0.109225,0.069366,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,reordering,5,5,1.000000,0.400000,0.600000,0.600000,true,0.960141,0.902446,0.097554,0.057695,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,surface_noise,5,5,1.000000,0.800000,0.200000,0.200000,true,0.960141,0.923025,0.076975,0.037116,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940249,0.891459,0.108541,0.048790,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940249,0.935090,0.064910,0.005159,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940249,0.849727,0.150273,0.090522,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940249,0.945159,0.054841,-0.004910,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940249,0.943671,0.056329,-0.003422,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.968274,0.948805,0.051195,0.019469,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.968274,0.946562,0.053438,0.021712,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.968274,0.930552,0.069448,0.037722,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.968274,0.952225,0.047775,0.016049,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.968274,0.959213,0.040787,0.009061,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.965889,0.944686,0.055314,0.021203,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.965889,0.947910,0.052090,0.017979,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.965889,0.915469,0.084531,0.050420,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.965889,0.945465,0.054535,0.020424,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.965889,0.945712,0.054288,0.020177,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,context_injection,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.859468,0.871457,0.128543,-0.011988,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,formatting_changes,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.859468,0.881505,0.118495,-0.022037,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,paraphrasing,5,5,0.800000,0.000000,0.800000,1.000000,true,0.859468,0.817156,0.182844,0.042312,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,reordering,5,5,0.800000,0.800000,0.000000,0.000000,false,0.859468,0.864411,0.135589,-0.004943,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,surface_noise,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.859468,0.887698,0.112302,-0.028230,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.902305,0.930968,0.069032,-0.028663,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.902305,0.909253,0.090747,-0.006948,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.902305,0.896889,0.103111,0.005415,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.902305,0.914448,0.085552,-0.012143,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.902305,0.887904,0.112096,0.014400,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.922351,0.912356,0.087644,0.009995,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.922351,0.914692,0.085308,0.007658,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.922351,0.915193,0.084807,0.007157,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.922351,0.911456,0.088544,0.010895,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.922351,0.899463,0.100537,0.022888,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false,0.890292,0.900879,0.099121,-0.010587,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false,0.890292,0.893552,0.106448,-0.003261,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,paraphrasing,5,5,0.000000,0.000000,0.000000,,false,0.890292,0.809076,0.190924,0.081216,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false,0.890292,0.901250,0.098750,-0.010958,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false,0.890292,0.895841,0.104159,-0.005550,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,context_injection,5,5,0.600000,0.200000,0.400000,0.666667,true,0.951816,0.960033,0.039967,-0.008216,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,formatting_changes,5,5,0.600000,0.400000,0.200000,0.333333,true,0.951816,0.931506,0.068494,0.020310,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,paraphrasing,5,5,0.600000,0.800000,-0.200000,-0.333333,false,0.951816,0.935747,0.064253,0.016069,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,reordering,5,5,0.600000,0.800000,-0.200000,-0.333333,false,0.951816,0.944320,0.055680,0.007496,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,surface_noise,5,5,0.600000,0.400000,0.200000,0.333333,true,0.951816,0.946512,0.053488,0.005304,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.968246,0.962927,0.037073,0.005319,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.968246,0.960852,0.039148,0.007394,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.968246,0.949946,0.050054,0.018300,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.968246,0.958886,0.041114,0.009360,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.968246,0.963276,0.036724,0.004970,sentence-transformers/all-MiniLM-L6-v2
