item_id,task_type,perturbation_type,n_original_outputs,n_perturbed_outputs,original_performance,perturbed_performance,absolute_performance_change,pdr,performance_dropped
code_generation_145,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false
code_generation_145,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false
code_generation_146,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_146,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_146,code_generation,paraphrasing,5,5,1.000000,0.400000,0.600000,0.600000,true
code_generation_146,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_146,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_15,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_15,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_15,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_15,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_15,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_153,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_153,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_153,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true
code_generation_153,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_153,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_157,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_157,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_157,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true
code_generation_157,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_157,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_17,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_17,code_generation,formatting_changes,5,5,1.000000,0.800000,0.200000,0.200000,true
code_generation_17,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_17,code_generation,reordering,5,5,1.000000,0.400000,0.600000,0.600000,true
code_generation_17,code_generation,surface_noise,5,5,1.000000,0.800000,0.200000,0.200000,true
code_generation_18,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_18,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_18,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_18,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_18,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_24,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_24,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_24,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_24,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_24,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_25,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_25,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_25,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_25,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_25,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_26,code_generation,context_injection,5,5,0.800000,1.000000,-0.200000,-0.250000,false
code_generation_26,code_generation,formatting_changes,5,5,0.800000,1.000000,-0.200000,-0.250000,false
code_generation_26,code_generation,paraphrasing,5,5,0.800000,0.000000,0.800000,1.000000,true
code_generation_26,code_generation,reordering,5,5,0.800000,0.800000,0.000000,0.000000,false
code_generation_26,code_generation,surface_noise,5,5,0.800000,1.000000,-0.200000,-0.250000,false
code_generation_28,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_28,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_28,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_28,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_28,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_31,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_31,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_31,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_31,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_31,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_32,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false
code_generation_32,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false
code_generation_32,code_generation,paraphrasing,5,5,0.000000,0.000000,0.000000,,false
code_generation_32,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false
code_generation_32,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false
code_generation_33,code_generation,context_injection,5,5,0.600000,0.200000,0.400000,0.666667,true
code_generation_33,code_generation,formatting_changes,5,5,0.600000,0.400000,0.200000,0.333333,true
code_generation_33,code_generation,paraphrasing,5,5,0.600000,0.800000,-0.200000,-0.333333,false
code_generation_33,code_generation,reordering,5,5,0.600000,0.800000,-0.200000,-0.333333,false
code_generation_33,code_generation,surface_noise,5,5,0.600000,0.400000,0.200000,0.333333,true
code_generation_34,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_34,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_34,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_34,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_34,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_35,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_35,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_35,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_35,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_35,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_37,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_37,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_37,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_37,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_37,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_38,code_generation,context_injection,5,5,0.000000,0.200000,-0.200000,,false
code_generation_38,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false
code_generation_38,code_generation,paraphrasing,5,5,0.000000,0.200000,-0.200000,,false
code_generation_38,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false
code_generation_38,code_generation,surface_noise,5,5,0.000000,0.200000,-0.200000,,false
code_generation_40,code_generation,context_injection,5,5,0.600000,1.000000,-0.400000,-0.666667,false
code_generation_40,code_generation,formatting_changes,5,5,0.600000,0.200000,0.400000,0.666667,true
code_generation_40,code_generation,paraphrasing,5,5,0.600000,0.600000,0.000000,0.000000,false
code_generation_40,code_generation,reordering,5,5,0.600000,1.000000,-0.400000,-0.666667,false
code_generation_40,code_generation,surface_noise,5,5,0.600000,0.800000,-0.200000,-0.333333,false
code_generation_44,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_44,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_44,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_44,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_44,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_48,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_48,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_48,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_48,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_48,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_49,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_49,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_49,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_49,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_49,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_60,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_60,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_60,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_60,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_60,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_64,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_64,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_64,code_generation,paraphrasing,5,5,1.000000,0.600000,0.400000,0.400000,true
code_generation_64,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_64,code_generation,surface_noise,5,5,1.000000,0.800000,0.200000,0.200000,true
code_generation_68,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_68,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_68,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_68,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_68,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_7,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_7,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_7,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_7,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_7,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_71,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_71,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_71,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_71,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_71,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_75,code_generation,context_injection,5,5,0.800000,0.600000,0.200000,0.250000,true
code_generation_75,code_generation,formatting_changes,5,5,0.800000,0.800000,0.000000,0.000000,false
code_generation_75,code_generation,paraphrasing,5,5,0.800000,1.000000,-0.200000,-0.250000,false
code_generation_75,code_generation,reordering,5,5,0.800000,1.000000,-0.200000,-0.250000,false
code_generation_75,code_generation,surface_noise,5,5,0.800000,1.000000,-0.200000,-0.250000,false
code_generation_78,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_78,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_78,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true
code_generation_78,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_78,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_82,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_82,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_82,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_82,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_82,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_83,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false
code_generation_83,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false
code_generation_83,code_generation,paraphrasing,5,5,0.000000,0.000000,0.000000,,false
code_generation_83,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false
code_generation_83,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false
code_generation_85,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_85,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_85,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_85,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_85,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_92,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_92,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_92,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_92,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_92,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10038,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10038,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10038,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10038,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10038,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10197,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10197,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10197,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10197,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10197,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10550,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10550,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10550,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10550,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10550,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10779,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10779,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10779,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10779,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10779,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10908,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10908,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10908,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10908,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10908,factual_qa,surface_noise,5,5,1.000000,0.806154,0.193846,0.193846,true
factual_qa_11075,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_11075,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_11075,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_11075,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_11075,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_11262,factual_qa,context_injection,5,5,0.142857,0.142857,0.000000,0.000000,false
factual_qa_11262,factual_qa,formatting_changes,5,5,0.142857,0.142857,0.000000,0.000000,false
factual_qa_11262,factual_qa,paraphrasing,5,5,0.142857,0.118170,0.024687,0.172811,true
factual_qa_11262,factual_qa,reordering,5,5,0.142857,0.135238,0.007619,0.053334,true
factual_qa_11262,factual_qa,surface_noise,5,5,0.142857,0.142857,0.000000,0.000000,false
factual_qa_11313,factual_qa,context_injection,5,5,0.676138,0.682682,-0.006544,-0.009678,false
factual_qa_11313,factual_qa,formatting_changes,5,5,0.676138,0.724629,-0.048491,-0.071718,false
factual_qa_11313,factual_qa,paraphrasing,5,5,0.676138,0.653846,0.022292,0.032970,true
factual_qa_11313,factual_qa,reordering,5,5,0.676138,0.731707,-0.055569,-0.082186,false
factual_qa_11313,factual_qa,surface_noise,5,5,0.676138,0.668760,0.007378,0.010913,true
factual_qa_11559,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_11559,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_11559,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_11559,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_11559,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_11773,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_11773,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_11773,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_11773,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_11773,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_1292,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_1292,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_1292,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_1292,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_1292,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_1302,factual_qa,context_injection,5,5,0.850000,0.850000,0.000000,0.000000,false
factual_qa_1302,factual_qa,formatting_changes,5,5,0.850000,0.850000,0.000000,0.000000,false
factual_qa_1302,factual_qa,paraphrasing,5,5,0.850000,1.000000,-0.150000,-0.176471,false
factual_qa_1302,factual_qa,reordering,5,5,0.850000,0.250000,0.600000,0.705882,true
factual_qa_1302,factual_qa,surface_noise,5,5,0.850000,0.700000,0.150000,0.176471,true
factual_qa_1601,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_1601,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
