item_id,task_type,perturbation_type,similarity,perturbed_performance,original_performance,correctness_retention,absolute_performance_change,pdr,similarity_metric
code_generation_103,code_generation,formatting_changes,0.878836,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_103,code_generation,paraphrasing,0.861891,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_103,code_generation,reordering,0.873519,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_103,code_generation,surface_noise,0.871064,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,context_injection,0.920530,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,formatting_changes,0.869755,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,paraphrasing,0.918932,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,reordering,0.635051,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,surface_noise,0.906927,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_105,code_generation,context_injection,0.952233,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_105,code_generation,formatting_changes,0.867829,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_105,code_generation,paraphrasing,0.954856,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_105,code_generation,reordering,0.887360,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_105,code_generation,surface_noise,0.953605,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_106,code_generation,context_injection,0.882293,1.000000,0.800000,1.000000,-0.200000,-0.250000,sentence-transformers/all-MiniLM-L6-v2
code_generation_106,code_generation,formatting_changes,0.904391,1.000000,0.800000,1.000000,-0.200000,-0.250000,sentence-transformers/all-MiniLM-L6-v2
code_generation_106,code_generation,paraphrasing,0.864536,1.000000,0.800000,1.000000,-0.200000,-0.250000,sentence-transformers/all-MiniLM-L6-v2
code_generation_106,code_generation,reordering,0.877310,1.000000,0.800000,1.000000,-0.200000,-0.250000,sentence-transformers/all-MiniLM-L6-v2
code_generation_106,code_generation,surface_noise,0.890878,1.000000,0.800000,1.000000,-0.200000,-0.250000,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,context_injection,0.785131,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,formatting_changes,0.966641,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,paraphrasing,0.974111,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,reordering,0.896993,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,surface_noise,0.975675,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,context_injection,0.920650,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,formatting_changes,0.923023,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,paraphrasing,0.906481,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,reordering,0.914832,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,surface_noise,0.926077,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,context_injection,0.932651,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,formatting_changes,0.924443,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,paraphrasing,0.897963,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,reordering,0.915820,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,surface_noise,0.943850,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,context_injection,0.961524,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,formatting_changes,0.961581,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,paraphrasing,0.860805,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,reordering,0.792057,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,surface_noise,0.919857,0.000000,1.000000,0.000000,1.000000,1.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,context_injection,0.986476,0.800000,1.000000,0.800000,0.200000,0.200000,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,formatting_changes,0.984279,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,paraphrasing,0.945343,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,reordering,0.920965,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,surface_noise,0.980470,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_114,code_generation,context_injection,0.852018,0.800000,1.000000,0.800000,0.200000,0.200000,sentence-transformers/all-MiniLM-L6-v2
code_generation_114,code_generation,formatting_changes,0.933774,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_114,code_generation,paraphrasing,0.657519,0.400000,1.000000,0.400000,0.600000,0.600000,sentence-transformers/all-MiniLM-L6-v2
code_generation_114,code_generation,reordering,0.959461,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_114,code_generation,surface_noise,0.948989,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_115,code_generation,context_injection,0.936086,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_115,code_generation,formatting_changes,0.925058,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_115,code_generation,paraphrasing,0.799646,0.200000,1.000000,0.200000,0.800000,0.800000,sentence-transformers/all-MiniLM-L6-v2
code_generation_115,code_generation,reordering,0.906281,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_115,code_generation,surface_noise,0.921746,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_116,code_generation,context_injection,0.841383,0.400000,0.200000,1.000000,-0.200000,-1.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_116,code_generation,formatting_changes,0.846403,0.800000,0.200000,1.000000,-0.600000,-3.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_116,code_generation,paraphrasing,0.784674,0.800000,0.200000,1.000000,-0.600000,-3.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_116,code_generation,reordering,0.777348,1.000000,0.200000,1.000000,-0.800000,-4.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_116,code_generation,surface_noise,0.906777,0.400000,0.200000,1.000000,-0.200000,-1.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,context_injection,0.855873,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,formatting_changes,0.885516,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,paraphrasing,0.847733,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,reordering,0.895295,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,surface_noise,0.906664,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_118,code_generation,context_injection,0.931973,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_118,code_generation,formatting_changes,0.930365,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_118,code_generation,paraphrasing,0.921705,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_118,code_generation,reordering,0.919825,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_118,code_generation,surface_noise,0.928578,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_119,code_generation,context_injection,0.927521,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_119,code_generation,formatting_changes,0.913062,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_119,code_generation,paraphrasing,0.886080,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_119,code_generation,reordering,0.849515,0.800000,1.000000,0.800000,0.200000,0.200000,sentence-transformers/all-MiniLM-L6-v2
code_generation_119,code_generation,surface_noise,0.931861,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,context_injection,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,formatting_changes,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,paraphrasing,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,reordering,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,surface_noise,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_120,code_generation,context_injection,0.858501,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_120,code_generation,formatting_changes,0.894871,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_120,code_generation,paraphrasing,0.878762,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_120,code_generation,reordering,0.872051,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_120,code_generation,surface_noise,0.840945,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_121,code_generation,context_injection,0.899317,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_121,code_generation,formatting_changes,0.891535,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_121,code_generation,paraphrasing,0.811143,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_121,code_generation,reordering,0.792033,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_121,code_generation,surface_noise,0.911446,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,context_injection,0.810276,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,formatting_changes,0.871708,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,paraphrasing,0.805304,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,reordering,0.920235,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,surface_noise,0.902753,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_123,code_generation,context_injection,0.911750,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_123,code_generation,formatting_changes,0.927090,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_123,code_generation,paraphrasing,0.914672,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_123,code_generation,reordering,0.939078,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_123,code_generation,surface_noise,0.925547,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_124,code_generation,context_injection,0.963755,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_124,code_generation,formatting_changes,0.970815,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_124,code_generation,paraphrasing,0.932432,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_124,code_generation,reordering,0.964856,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_124,code_generation,surface_noise,0.929043,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_125,code_generation,context_injection,0.843648,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_125,code_generation,formatting_changes,0.882779,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_125,code_generation,paraphrasing,0.862296,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_125,code_generation,reordering,0.822310,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_125,code_generation,surface_noise,0.882642,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_126,code_generation,context_injection,0.930723,1.000000,0.800000,1.000000,-0.200000,-0.250000,sentence-transformers/all-MiniLM-L6-v2
code_generation_126,code_generation,formatting_changes,0.921114,1.000000,0.800000,1.000000,-0.200000,-0.250000,sentence-transformers/all-MiniLM-L6-v2
code_generation_126,code_generation,paraphrasing,0.776508,1.000000,0.800000,1.000000,-0.200000,-0.250000,sentence-transformers/all-MiniLM-L6-v2
code_generation_126,code_generation,reordering,0.796763,1.000000,0.800000,1.000000,-0.200000,-0.250000,sentence-transformers/all-MiniLM-L6-v2
code_generation_126,code_generation,surface_noise,0.919645,1.000000,0.800000,1.000000,-0.200000,-0.250000,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,context_injection,0.945133,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,formatting_changes,0.956083,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,paraphrasing,0.919067,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,reordering,0.901274,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,surface_noise,0.943242,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,context_injection,0.959215,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,formatting_changes,0.974499,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,paraphrasing,0.830941,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,reordering,0.815532,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,surface_noise,0.969942,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_129,code_generation,context_injection,0.920286,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_129,code_generation,formatting_changes,0.916206,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_129,code_generation,paraphrasing,0.880056,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_129,code_generation,reordering,0.907587,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_129,code_generation,surface_noise,0.897937,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,context_injection,0.989488,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,formatting_changes,0.990748,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,paraphrasing,0.902724,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,reordering,0.985509,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,surface_noise,0.987098,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_130,code_generation,context_injection,0.895766,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_130,code_generation,formatting_changes,0.900733,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_130,code_generation,paraphrasing,0.751555,0.000000,1.000000,0.000000,1.000000,1.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_130,code_generation,reordering,0.846007,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_130,code_generation,surface_noise,0.876712,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,context_injection,0.980302,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,formatting_changes,0.976656,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,paraphrasing,0.932331,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,reordering,0.962292,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_131,code_generation,surface_noise,0.807940,0.800000,1.000000,0.800000,0.200000,0.200000,sentence-transformers/all-MiniLM-L6-v2
code_generation_132,code_generation,context_injection,0.949563,0.200000,0.000000,,-0.200000,,sentence-transformers/all-MiniLM-L6-v2
code_generation_132,code_generation,formatting_changes,0.934351,0.000000,0.000000,,0.000000,,sentence-transformers/all-MiniLM-L6-v2
code_generation_132,code_generation,paraphrasing,0.805984,0.000000,0.000000,,0.000000,,sentence-transformers/all-MiniLM-L6-v2
code_generation_132,code_generation,reordering,0.913842,0.200000,0.000000,,-0.200000,,sentence-transformers/all-MiniLM-L6-v2
code_generation_132,code_generation,surface_noise,0.963651,0.000000,0.000000,,0.000000,,sentence-transformers/all-MiniLM-L6-v2
code_generation_133,code_generation,context_injection,0.559042,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_133,code_generation,formatting_changes,0.841834,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_133,code_generation,paraphrasing,0.796809,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_133,code_generation,reordering,0.720261,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_133,code_generation,surface_noise,0.965786,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_134,code_generation,context_injection,0.931284,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_134,code_generation,formatting_changes,0.934781,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_134,code_generation,paraphrasing,0.798725,0.400000,1.000000,0.400000,0.600000,0.600000,sentence-transformers/all-MiniLM-L6-v2
code_generation_134,code_generation,reordering,0.853254,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_134,code_generation,surface_noise,0.915633,0.800000,1.000000,0.800000,0.200000,0.200000,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,context_injection,0.915750,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,formatting_changes,0.925768,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,paraphrasing,0.892832,0.000000,1.000000,0.000000,1.000000,1.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,reordering,0.874485,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_135,code_generation,surface_noise,0.905144,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_136,code_generation,context_injection,0.978114,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_136,code_generation,formatting_changes,0.982897,0.600000,1.000000,0.600000,0.400000,0.400000,sentence-transformers/all-MiniLM-L6-v2
code_generation_136,code_generation,paraphrasing,0.951214,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_136,code_generation,reordering,0.934440,0.800000,1.000000,0.800000,0.200000,0.200000,sentence-transformers/all-MiniLM-L6-v2
