item_id,task_type,perturbation_type,n_original_outputs,n_perturbed_outputs,original_performance,perturbed_performance,absolute_performance_change,pdr,performance_dropped,baseline_similarity,perturbation_similarity,uncorrected_drift,noise_corrected_drift,similarity_metric
code_generation_100,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.905606,0.895869,0.104131,0.009738,sentence-transformers/all-MiniLM-L6-v2
code_generation_100,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.905606,0.892102,0.107898,0.013505,sentence-transformers/all-MiniLM-L6-v2
code_generation_101,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_101,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_101,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true,1.000000,0.898166,0.101834,0.101834,sentence-transformers/all-MiniLM-L6-v2
code_generation_101,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,1.000000,0.928081,0.071919,0.071919,sentence-transformers/all-MiniLM-L6-v2
code_generation_101,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_102,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.987610,0.979370,0.020630,0.008241,sentence-transformers/all-MiniLM-L6-v2
code_generation_102,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.987610,0.989342,0.010658,-0.001732,sentence-transformers/all-MiniLM-L6-v2
code_generation_102,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.987610,0.973091,0.026909,0.014519,sentence-transformers/all-MiniLM-L6-v2
code_generation_102,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.987610,0.986123,0.013877,0.001487,sentence-transformers/all-MiniLM-L6-v2
code_generation_102,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.987610,0.980755,0.019245,0.006855,sentence-transformers/all-MiniLM-L6-v2
code_generation_103,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.848182,0.864420,0.135580,-0.016238,sentence-transformers/all-MiniLM-L6-v2
code_generation_103,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.848182,0.878836,0.121164,-0.030653,sentence-transformers/all-MiniLM-L6-v2
code_generation_103,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.848182,0.861891,0.138109,-0.013708,sentence-transformers/all-MiniLM-L6-v2
code_generation_103,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.848182,0.873519,0.126481,-0.025336,sentence-transformers/all-MiniLM-L6-v2
code_generation_103,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.848182,0.871064,0.128936,-0.022882,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.877013,0.920530,0.079470,-0.043517,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.877013,0.869755,0.130245,0.007258,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.877013,0.918932,0.081068,-0.041918,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.877013,0.635051,0.364949,0.241963,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.877013,0.906927,0.093073,-0.029913,sentence-transformers/all-MiniLM-L6-v2
code_generation_105,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.964268,0.952233,0.047767,0.012035,sentence-transformers/all-MiniLM-L6-v2
code_generation_105,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.964268,0.867829,0.132171,0.096439,sentence-transformers/all-MiniLM-L6-v2
code_generation_105,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.964268,0.954856,0.045144,0.009412,sentence-transformers/all-MiniLM-L6-v2
code_generation_105,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.964268,0.887360,0.112640,0.076908,sentence-transformers/all-MiniLM-L6-v2
code_generation_105,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.964268,0.953605,0.046395,0.010663,sentence-transformers/all-MiniLM-L6-v2
code_generation_106,code_generation,context_injection,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.893396,0.882293,0.117707,0.011103,sentence-transformers/all-MiniLM-L6-v2
code_generation_106,code_generation,formatting_changes,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.893396,0.904391,0.095609,-0.010995,sentence-transformers/all-MiniLM-L6-v2
code_generation_106,code_generation,paraphrasing,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.893396,0.864536,0.135464,0.028860,sentence-transformers/all-MiniLM-L6-v2
code_generation_106,code_generation,reordering,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.893396,0.877310,0.122690,0.016086,sentence-transformers/all-MiniLM-L6-v2
code_generation_106,code_generation,surface_noise,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.893396,0.890878,0.109122,0.002519,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.991559,0.785131,0.214869,0.206428,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.991559,0.966641,0.033359,0.024919,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.991559,0.974111,0.025889,0.017448,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.991559,0.896993,0.103007,0.094566,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.991559,0.975675,0.024325,0.015884,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.905124,0.920650,0.079350,-0.015526,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.905124,0.923023,0.076977,-0.017899,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.905124,0.906481,0.093519,-0.001357,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.905124,0.914832,0.085168,-0.009708,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.905124,0.926077,0.073923,-0.020953,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927812,0.932651,0.067349,-0.004839,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927812,0.924443,0.075557,0.003368,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927812,0.897963,0.102037,0.029849,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927812,0.915820,0.084180,0.011992,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927812,0.943850,0.056150,-0.016038,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955384,0.961524,0.038476,-0.006139,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955384,0.961581,0.038419,-0.006197,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955384,0.860805,0.139195,0.094580,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955384,0.792057,0.207943,0.163327,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,surface_noise,5,5,1.000000,0.000000,1.000000,1.000000,true,0.955384,0.919857,0.080143,0.035527,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,context_injection,5,5,1.000000,0.800000,0.200000,0.200000,true,0.975701,0.986476,0.013524,-0.010775,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.975701,0.984279,0.015721,-0.008578,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.975701,0.945343,0.054657,0.030358,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.975701,0.920965,0.079035,0.054736,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.975701,0.980470,0.019530,-0.004769,sentence-transformers/all-MiniLM-L6-v2
code_generation_114,code_generation,context_injection,5,5,1.000000,0.800000,0.200000,0.200000,true,0.961577,0.852018,0.147982,0.109559,sentence-transformers/all-MiniLM-L6-v2
code_generation_114,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.961577,0.933774,0.066226,0.027803,sentence-transformers/all-MiniLM-L6-v2
code_generation_114,code_generation,paraphrasing,5,5,1.000000,0.400000,0.600000,0.600000,true,0.961577,0.657519,0.342481,0.304058,sentence-transformers/all-MiniLM-L6-v2
code_generation_114,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.961577,0.959461,0.040539,0.002115,sentence-transformers/all-MiniLM-L6-v2
code_generation_114,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.961577,0.948989,0.051011,0.012588,sentence-transformers/all-MiniLM-L6-v2
code_generation_115,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.926927,0.936086,0.063914,-0.009158,sentence-transformers/all-MiniLM-L6-v2
code_generation_115,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.926927,0.925058,0.074942,0.001869,sentence-transformers/all-MiniLM-L6-v2
code_generation_115,code_generation,paraphrasing,5,5,1.000000,0.200000,0.800000,0.800000,true,0.926927,0.799646,0.200354,0.127282,sentence-transformers/all-MiniLM-L6-v2
code_generation_115,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.926927,0.906281,0.093719,0.020646,sentence-transformers/all-MiniLM-L6-v2
code_generation_115,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.926927,0.921746,0.078254,0.005181,sentence-transformers/all-MiniLM-L6-v2
code_generation_116,code_generation,context_injection,5,5,0.200000,0.400000,-0.200000,-1.000000,false,0.901898,0.841383,0.158617,0.060515,sentence-transformers/all-MiniLM-L6-v2
code_generation_116,code_generation,formatting_changes,5,5,0.200000,0.800000,-0.600000,-3.000000,false,0.901898,0.846403,0.153597,0.055495,sentence-transformers/all-MiniLM-L6-v2
code_generation_116,code_generation,paraphrasing,5,5,0.200000,0.800000,-0.600000,-3.000000,false,0.901898,0.784674,0.215326,0.117224,sentence-transformers/all-MiniLM-L6-v2
code_generation_116,code_generation,reordering,5,5,0.200000,1.000000,-0.800000,-4.000000,false,0.901898,0.777348,0.222652,0.124550,sentence-transformers/all-MiniLM-L6-v2
code_generation_116,code_generation,surface_noise,5,5,0.200000,0.400000,-0.200000,-1.000000,false,0.901898,0.906777,0.093223,-0.004879,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.869712,0.855873,0.144127,0.013839,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.869712,0.885516,0.114484,-0.015804,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.869712,0.847733,0.152267,0.021979,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.869712,0.895295,0.104705,-0.025583,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.869712,0.906664,0.093336,-0.036952,sentence-transformers/all-MiniLM-L6-v2
code_generation_118,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.923211,0.931973,0.068027,-0.008762,sentence-transformers/all-MiniLM-L6-v2
code_generation_118,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.923211,0.930365,0.069635,-0.007155,sentence-transformers/all-MiniLM-L6-v2
code_generation_118,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.923211,0.921705,0.078295,0.001506,sentence-transformers/all-MiniLM-L6-v2
code_generation_118,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.923211,0.919825,0.080175,0.003385,sentence-transformers/all-MiniLM-L6-v2
code_generation_118,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.923211,0.928578,0.071422,-0.005368,sentence-transformers/all-MiniLM-L6-v2
code_generation_119,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.919163,0.927521,0.072479,-0.008358,sentence-transformers/all-MiniLM-L6-v2
code_generation_119,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.919163,0.913062,0.086938,0.006102,sentence-transformers/all-MiniLM-L6-v2
code_generation_119,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.919163,0.886080,0.113920,0.033083,sentence-transformers/all-MiniLM-L6-v2
code_generation_119,code_generation,reordering,5,5,1.000000,0.800000,0.200000,0.200000,true,0.919163,0.849515,0.150485,0.069648,sentence-transformers/all-MiniLM-L6-v2
code_generation_119,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.919163,0.931861,0.068139,-0.012698,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,1.000000,1.000000,-0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,1.000000,1.000000,-0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,1.000000,1.000000,-0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,1.000000,1.000000,-0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,1.000000,1.000000,-0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_120,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.905178,0.858501,0.141499,0.046677,sentence-transformers/all-MiniLM-L6-v2
code_generation_120,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.905178,0.894871,0.105129,0.010307,sentence-transformers/all-MiniLM-L6-v2
code_generation_120,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.905178,0.878762,0.121238,0.026416,sentence-transformers/all-MiniLM-L6-v2
code_generation_120,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.905178,0.872051,0.127949,0.033127,sentence-transformers/all-MiniLM-L6-v2
code_generation_120,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.905178,0.840945,0.159055,0.064233,sentence-transformers/all-MiniLM-L6-v2
code_generation_121,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.912891,0.899317,0.100683,0.013574,sentence-transformers/all-MiniLM-L6-v2
code_generation_121,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.912891,0.891535,0.108465,0.021356,sentence-transformers/all-MiniLM-L6-v2
code_generation_121,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.912891,0.811143,0.188857,0.101748,sentence-transformers/all-MiniLM-L6-v2
code_generation_121,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.912891,0.792033,0.207967,0.120858,sentence-transformers/all-MiniLM-L6-v2
code_generation_121,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.912891,0.911446,0.088554,0.001445,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.877173,0.810276,0.189724,0.066896,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.877173,0.871708,0.128292,0.005464,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.877173,0.805304,0.194696,0.071869,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.877173,0.920235,0.079765,-0.043062,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.877173,0.902753,0.097247,-0.025580,sentence-transformers/all-MiniLM-L6-v2
code_generation_123,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.921280,0.911750,0.088250,0.009530,sentence-transformers/all-MiniLM-L6-v2
code_generation_123,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.921280,0.927090,0.072910,-0.005811,sentence-transformers/all-MiniLM-L6-v2
code_generation_123,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.921280,0.914672,0.085328,0.006608,sentence-transformers/all-MiniLM-L6-v2
code_generation_123,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.921280,0.939078,0.060922,-0.017798,sentence-transformers/all-MiniLM-L6-v2
code_generation_123,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.921280,0.925547,0.074453,-0.004267,sentence-transformers/all-MiniLM-L6-v2
code_generation_124,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.958616,0.963755,0.036245,-0.005139,sentence-transformers/all-MiniLM-L6-v2
code_generation_124,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.958616,0.970815,0.029185,-0.012199,sentence-transformers/all-MiniLM-L6-v2
code_generation_124,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.958616,0.932432,0.067568,0.026184,sentence-transformers/all-MiniLM-L6-v2
code_generation_124,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.958616,0.964856,0.035144,-0.006240,sentence-transformers/all-MiniLM-L6-v2
code_generation_124,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.958616,0.929043,0.070957,0.029573,sentence-transformers/all-MiniLM-L6-v2
code_generation_125,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.876930,0.843648,0.156352,0.033282,sentence-transformers/all-MiniLM-L6-v2
code_generation_125,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.876930,0.882779,0.117221,-0.005849,sentence-transformers/all-MiniLM-L6-v2
code_generation_125,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.876930,0.862296,0.137704,0.014634,sentence-transformers/all-MiniLM-L6-v2
code_generation_125,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.876930,0.822310,0.177690,0.054620,sentence-transformers/all-MiniLM-L6-v2
code_generation_125,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.876930,0.882642,0.117358,-0.005713,sentence-transformers/all-MiniLM-L6-v2
code_generation_126,code_generation,context_injection,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.898843,0.930723,0.069277,-0.031880,sentence-transformers/all-MiniLM-L6-v2
code_generation_126,code_generation,formatting_changes,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.898843,0.921114,0.078886,-0.022271,sentence-transformers/all-MiniLM-L6-v2
code_generation_126,code_generation,paraphrasing,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.898843,0.776508,0.223492,0.122335,sentence-transformers/all-MiniLM-L6-v2
code_generation_126,code_generation,reordering,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.898843,0.796763,0.203237,0.102080,sentence-transformers/all-MiniLM-L6-v2
code_generation_126,code_generation,surface_noise,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.898843,0.919645,0.080355,-0.020802,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942876,0.945133,0.054867,-0.002257,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942876,0.956083,0.043917,-0.013207,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942876,0.919067,0.080933,0.023808,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942876,0.901274,0.098726,0.041602,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942876,0.943242,0.056758,-0.000367,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.972370,0.959215,0.040785,0.013155,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.972370,0.974499,0.025501,-0.002130,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.972370,0.830941,0.169059,0.141429,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.972370,0.815532,0.184468,0.156838,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.972370,0.969942,0.030058,0.002428,sentence-transformers/all-MiniLM-L6-v2
code_generation_129,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.930656,0.920286,0.079714,0.010370,sentence-transformers/all-MiniLM-L6-v2
code_generation_129,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.930656,0.916206,0.083794,0.014450,sentence-transformers/all-MiniLM-L6-v2
code_generation_129,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.930656,0.880056,0.119944,0.050600,sentence-transformers/all-MiniLM-L6-v2
code_generation_129,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.930656,0.907587,0.092413,0.023069,sentence-transformers/all-MiniLM-L6-v2
